patch_id,city_code,entropy_normalised,n_4way,n_3way,n_deadend,proportion_4way,proportion_3way,proportion_deadend,mean_degree,mean_edge_length,total_edge_length,meshedness,intersection_density,street_density,circuity,distance_to_center_km
chandigarh_0057,chandigarh,0.520113,8,89,27,0.054054,0.601351,0.182432,2.527,67.75,12669.69,0.137457,231.25,19.7964,1.011605,2.702
sapporo_0370,sapporo,0.53035,197,257,15,0.387033,0.504912,0.02947,3.2495,34.29,28354.95,0.314906,795.31,44.3046,1.016593,2.972
chicago_0360,chicago,0.511583,119,118,64,0.376582,0.373418,0.202532,2.981,37.18,17509.51,0.248804,493.75,27.3586,1.021763,6.772
lasvegas_0121,lasvegas,0.539124,8,50,22,0.093023,0.581395,0.255814,2.5116,55.04,5944.78,0.137725,134.37,9.2887,1.05604,13.74
lasvegas_0749,lasvegas,0.560021,12,79,25,0.089552,0.589552,0.186567,2.5821,56.75,9816.94,0.152091,209.37,15.339,1.052116,11.99
vancouver_0060,vancouver,0.51606,95,85,22,0.43379,0.388128,0.100457,3.1689,54.96,19072.27,0.297921,342.19,29.8004,1.00618,3.701
phoenix_1037,phoenix,0.561835,4,38,14,0.0625,0.59375,0.21875,2.5,96.17,7693.72,0.138211,100.0,12.0214,1.023743,23.688
minneapolis_0813,minneapolis,0.547499,36,60,33,0.236842,0.394737,0.217105,2.6711,67.39,13679.94,0.173913,237.5,21.3749,1.146522,10.826
phoenix_0636,phoenix,0.526894,84,127,43,0.301075,0.455197,0.154122,2.9032,49.76,20154.01,0.229656,435.94,31.4906,1.024725,8.644
saltlakecity_0088,saltlakecity,0.530084,18,58,10,0.191489,0.617021,0.106383,2.8936,49.83,6776.86,0.234973,146.87,10.5888,1.070457,7.359
lasvegas_0955,lasvegas,0.555222,4,87,31,0.030769,0.669231,0.238462,2.4923,60.27,9763.47,0.129412,203.12,15.2554,1.141409,7.596
tehran_0449,tehran,0.540302,6,45,3,0.090909,0.681818,0.045455,2.8182,95.87,8915.72,0.220472,103.12,13.9308,1.076607,7.484
bangkok_1658,bangkok,0.56692,1,49,28,0.010417,0.510417,0.291667,2.2708,65.1,7095.49,0.074866,150.0,11.0867,1.045214,24.192
houston_1557,houston,0.519916,15,50,35,0.142857,0.47619,0.333333,2.4571,62.21,8024.56,0.121951,164.06,12.5384,1.064085,16.513
denver_0304,denver,0.531813,89,148,16,0.328413,0.546125,0.059041,3.1661,44.32,19011.24,0.296089,423.44,29.7051,1.013657,5.64
sapporo_0406,sapporo,0.512194,193,236,28,0.38833,0.474849,0.056338,3.1952,38.18,30312.74,0.301314,776.56,47.3637,1.027693,6.259
hanoi_2678,hanoi,0.567453,3,17,15,0.073171,0.414634,0.365854,2.1951,84.02,3780.75,0.064935,64.06,5.9074,1.004903,31.876
istanbul_0996,istanbul,0.561523,0,26,16,0.0,0.541667,0.333333,2.2083,62.35,3304.54,0.065934,75.0,5.1633,1.063243,51.693
bangkok_0889,bangkok,0.54776,4,71,39,0.031496,0.559055,0.307087,2.315,65.86,9680.82,0.084337,198.44,15.1263,1.02984,17.872
saltlakecity_0180,saltlakecity,0.567175,105,215,117,0.228261,0.467391,0.254348,2.6696,39.77,24417.72,0.169399,718.75,38.1527,1.062068,1.682
lasvegas_0847,lasvegas,0.507476,20,52,24,0.183486,0.477064,0.220183,2.6239,66.56,9517.73,0.164319,170.31,14.8715,1.033871,5.293
brasilia_0735,brasilia,0.540318,7,93,13,0.054688,0.726562,0.101562,2.7344,59.68,10444.44,0.191235,200.0,16.3194,1.017132,18.543
chicago_0287,chicago,0.529195,180,104,75,0.482574,0.27882,0.201072,3.0509,44.31,25214.65,0.265857,582.81,39.3979,1.028172,13.541
lasvegas_0713,lasvegas,0.566182,14,44,22,0.164706,0.517647,0.258824,2.5882,56.07,6168.14,0.157576,132.81,9.6377,1.074017,12.74
saltlakecity_0015,saltlakecity,0.516627,3,42,11,0.044776,0.626866,0.164179,2.597,73.08,6358.17,0.162791,104.69,9.9346,1.110097,12.848
chicago_0721,chicago,0.510126,198,102,9,0.594595,0.306306,0.027027,3.4775,45.17,26155.18,0.373676,520.31,40.8675,1.005742,18.099
thessaloniki_0635,thessaloniki,0.528102,4,21,23,0.070175,0.368421,0.403509,2.1053,94.03,5642.06,0.036697,89.06,8.8157,1.010642,20.011
detroit_0750,detroit,0.507618,68,87,29,0.325359,0.416268,0.138756,2.9282,46.26,14156.49,0.237288,326.56,22.1195,1.019748,16.38
quito_0989,quito,0.552651,14,71,29,0.101449,0.514493,0.210145,2.5072,68.84,11908.67,0.132841,215.62,18.6073,1.067163,20.538
lasvegas_0801,lasvegas,0.548113,51,118,29,0.240566,0.556604,0.136792,2.9151,53.57,16552.03,0.23389,331.25,25.8626,1.222957,4.902
chicago_0893,chicago,0.53487,246,110,6,0.645669,0.288714,0.015748,3.5801,39.51,26946.63,0.398943,595.31,42.1041,1.003209,16.335
houston_0845,houston,0.546667,11,46,17,0.126437,0.528736,0.195402,2.6207,62.33,7106.12,0.16568,135.94,11.1033,1.096321,13.116
vienna_0633,vienna,0.563352,34,61,1,0.326923,0.586538,0.009615,3.2308,57.6,9677.37,0.320197,162.5,15.1209,1.021596,12.202
cairo_1834,cairo,0.546825,4,16,2,0.129032,0.516129,0.064516,2.7097,86.11,3616.56,0.210526,48.44,5.6509,1.004775,51.113
minneapolis_0390,minneapolis,0.552257,102,64,46,0.457399,0.286996,0.206278,2.9955,55.21,18439.88,0.253968,348.44,28.8123,1.01583,8.471
chicago_0931,chicago,0.554416,235,138,19,0.563549,0.330935,0.045564,3.4293,38.04,27197.2,0.360676,651.56,42.4956,1.01263,15.368
phoenix_0767,phoenix,0.556385,142,162,15,0.409222,0.466859,0.043228,3.2507,43.95,24787.85,0.316401,542.19,38.731,1.045946,5.066
saltlakecity_0143,saltlakecity,0.507857,90,67,46,0.420561,0.313084,0.214953,2.9533,47.59,15038.61,0.243499,334.37,23.4978,1.032648,2.548
cleveland_0147,cleveland,0.543247,110,132,10,0.394265,0.473118,0.035842,3.2258,46.86,21088.4,0.311031,435.94,32.9506,1.02331,11.55
portland_0299,portland,0.523215,58,169,88,0.176292,0.513678,0.267477,2.6079,36.59,15699.12,0.154671,514.06,24.5299,1.045143,2.841
brasilia_1146,brasilia,0.535755,8,82,16,0.072072,0.738739,0.144144,2.7387,62.36,9479.09,0.193548,173.44,14.8111,1.134921,8.368
vancouver_0020,vancouver,0.508812,139,131,42,0.41994,0.39577,0.126888,3.1178,46.75,24121.38,0.283105,517.19,37.6897,1.001862,5.202
chennai_0157,chennai,0.536769,22,87,13,0.148649,0.587838,0.087838,2.7973,67.37,13946.3,0.206186,231.25,21.7911,1.024042,8.166
denver_0063,denver,0.530536,223,217,55,0.422348,0.410985,0.104167,3.1629,29.21,24387.26,0.293054,825.0,38.1051,1.024656,4.74
orlando_0652,orlando,0.562163,6,69,10,0.058824,0.676471,0.098039,2.8431,59.06,8564.16,0.221106,159.37,13.3815,1.115544,13.016
phoenix_0089,phoenix,0.557276,6,36,20,0.078947,0.473684,0.263158,2.3684,92.63,8336.38,0.102041,118.75,13.0256,1.022746,15.834
chicago_0051,chicago,0.543006,236,160,22,0.535147,0.362812,0.049887,3.4104,35.86,26967.19,0.355758,689.06,42.1362,1.016056,15.547
tashkent_0121,tashkent,0.545026,25,27,5,0.347222,0.375,0.069444,3.0,77.16,8333.6,0.266187,112.5,13.0212,1.014712,13.439
minneapolis_0129,minneapolis,0.542659,21,37,23,0.230769,0.406593,0.252747,2.6154,78.26,9312.53,0.163842,142.19,14.5508,1.009551,8.532
portland_0388,portland,0.507614,9,29,13,0.138462,0.446154,0.2,2.5231,99.08,8124.23,0.144,101.56,12.6941,1.006486,8.094
houston_0079,houston,0.559765,41,43,17,0.376147,0.394495,0.155963,2.9908,86.14,14040.9,0.258216,170.31,21.9389,1.429607,19.721
detroit_0344,detroit,0.510859,60,108,21,0.276498,0.497696,0.096774,2.9677,51.22,16494.08,0.247086,339.06,25.772,1.019639,6.304
phoenix_1071,phoenix,0.555352,119,205,68,0.278689,0.480094,0.159251,2.8993,37.22,23039.57,0.227326,667.19,35.9993,1.086125,5.51
minneapolis_0785,minneapolis,0.550434,144,96,86,0.428571,0.285714,0.255952,2.8869,44.6,21628.91,0.224888,525.0,33.7952,1.025541,10.151
buenosaires_0012,buenosaires,0.566323,46,34,4,0.425926,0.314815,0.037037,3.1296,77.01,13015.2,0.293839,168.75,20.3362,1.001201,12.497
detroit_0237,detroit,0.545645,103,90,37,0.417004,0.364372,0.149798,3.0607,54.71,20679.94,0.269939,385.94,32.3124,1.005531,10.838
houston_0587,houston,0.553805,26,48,26,0.245283,0.45283,0.245283,2.6981,60.09,8593.37,0.183575,165.62,13.4271,1.02321,5.677
chicago_0771,chicago,0.553672,248,141,13,0.580796,0.330211,0.030445,3.4848,36.15,26897.89,0.374558,667.19,42.028,1.012771,11.706
portland_0410,portland,0.555191,12,82,30,0.075,0.5125,0.1875,2.5125,63.33,12730.04,0.133333,250.0,19.8907,1.028577,7.499
chennai_0277,chennai,0.54507,17,87,19,0.120567,0.617021,0.134752,2.7234,66.39,12747.55,0.187726,220.31,19.9181,1.012802,5.689
cairo_1703,cairo,0.550387,3,14,4,0.09375,0.4375,0.125,2.5,109.23,4369.06,0.152542,50.0,6.8267,1.078996,47.857
denver_0084,denver,0.557592,156,163,20,0.436975,0.456583,0.056022,3.2997,37.97,22365.66,0.328632,557.81,34.9463,1.011769,4.094
bogota_0265,bogota,0.534613,33,75,33,0.212903,0.483871,0.212903,2.6968,56.93,11897.69,0.180328,242.19,18.5901,1.037932,3.92
chicago_0230,chicago,0.560592,113,115,45,0.379195,0.385906,0.151007,3.0134,45.32,20348.56,0.257191,465.62,31.7946,1.014197,9.094
houston_0852,houston,0.521491,9,69,15,0.089109,0.683168,0.148515,2.7723,55.39,7755.07,0.203046,157.81,12.1173,1.035548,13.293
detroit_0074,detroit,0.544413,104,147,17,0.361111,0.510417,0.059028,3.1944,49.65,22839.9,0.302977,450.0,35.6873,1.025898,16.489
denver_0128,denver,0.526966,357,231,82,0.504237,0.326271,0.115819,3.2232,30.65,34972.38,0.307583,1106.25,54.6444,1.011173,3.654
sapporo_0588,sapporo,0.550786,118,187,39,0.311346,0.493404,0.102902,3.0132,43.26,24701.66,0.256308,592.19,38.5963,1.042269,7.489
portland_0373,portland,0.549024,26,89,16,0.171053,0.585526,0.105263,2.8421,48.06,10380.62,0.217391,237.5,16.2197,1.009214,5.471
cairo_0748,cairo,0.567503,12,43,11,0.151899,0.544304,0.139241,2.7089,46.03,4925.59,0.189542,123.44,7.6962,1.007535,17.46
phoenix_0762,phoenix,0.556928,115,170,84,0.297927,0.440415,0.217617,2.8497,40.35,22191.12,0.215124,603.12,34.6736,1.072756,2.432
chicago_0854,chicago,0.52786,165,123,38,0.467422,0.348442,0.107649,3.1841,36.97,20775.55,0.299572,551.56,32.4618,1.047688,16.753
orlando_0808,orlando,0.529228,11,15,9,0.244444,0.333333,0.2,2.6222,107.33,6332.55,0.176471,70.31,9.8946,1.002505,4.962
detroit_0312,detroit,0.554346,57,59,11,0.390411,0.40411,0.075342,3.1096,51.28,11639.75,0.285714,228.12,18.1871,1.021932,9.115
portland_0392,portland,0.53484,23,95,28,0.142857,0.590062,0.173913,2.7205,60.01,13141.78,0.18612,251.56,20.534,1.01935,6.465
houston_0876,houston,0.530572,25,95,49,0.139665,0.530726,0.273743,2.5363,38.6,8763.18,0.13881,279.69,13.6925,1.019012,5.948
denver_0257,denver,0.516748,124,140,47,0.372372,0.42042,0.141141,3.033,40.93,20670.29,0.261725,520.31,32.2973,1.015394,3.833
lasvegas_0756,lasvegas,0.561389,15,98,26,0.097403,0.636364,0.168831,2.6623,55.49,11375.21,0.171617,240.62,17.7738,1.092636,11.431
houston_0457,houston,0.566293,23,79,11,0.181102,0.622047,0.086614,2.9449,72.38,13535.82,0.24498,198.44,21.1497,1.013712,9.078
brasilia_0644,brasilia,0.548279,9,167,13,0.040724,0.755656,0.058824,2.7783,53.51,16427.6,0.199085,345.31,25.6681,1.014084,23.203
phoenix_0672,phoenix,0.511973,5,32,10,0.098039,0.627451,0.196078,2.6275,57.15,3828.8,0.175258,79.69,5.9825,1.036507,36.694
houston_1409,houston,0.564489,20,83,25,0.136986,0.568493,0.171233,2.6712,57.21,11155.83,0.174216,228.12,17.431,1.029523,16.612
