patch_id,city_code,entropy_normalised,n_4way,n_3way,n_deadend,proportion_4way,proportion_3way,proportion_deadend,mean_degree,mean_edge_length,total_edge_length,meshedness,intersection_density,street_density,circuity,distance_to_center_km
brasilia_1984,brasilia,0.731851,7,104,21,0.046358,0.688742,0.139073,2.6623,61.87,12436.14,0.171717,235.94,19.4315,1.032199,15.444
bengaluru_0925,bengaluru,0.737534,2,54,28,0.021978,0.593407,0.307692,2.3297,56.81,6021.55,0.090395,142.19,9.4087,1.034329,12.413
thessaloniki_0702,thessaloniki,0.744376,4,21,10,0.097561,0.512195,0.243902,2.5366,102.94,5352.88,0.155844,64.06,8.3639,1.098866,5.399
bogota_0345,bogota,0.751148,58,89,38,0.291457,0.447236,0.190955,2.8543,48.2,13687.6,0.21883,310.94,21.3869,1.047889,2.754
munich_0352,munich,0.722152,77,95,109,0.267361,0.329861,0.378472,2.5069,42.99,15520.12,0.129597,450.0,24.2502,1.082808,6.455
chennai_0216,chennai,0.713335,5,44,20,0.059524,0.52381,0.238095,2.4048,63.95,6459.37,0.110429,131.25,10.0928,1.053718,16.132
quito_0857,quito,0.731715,3,41,25,0.036585,0.5,0.304878,2.2683,69.7,6481.98,0.075472,128.12,10.1281,1.040452,27.07
chicago_0461,chicago,0.740081,90,153,67,0.276074,0.469325,0.205521,2.816,45.07,20686.88,0.20711,509.37,32.3233,1.053124,7.795
houston_0510,houston,0.746461,17,52,19,0.168317,0.514851,0.188119,2.6931,71.44,9715.77,0.182741,157.81,15.1809,1.041041,8.338
lasvegas_0959,lasvegas,0.739393,20,112,32,0.111111,0.622222,0.177778,2.7,55.51,13488.93,0.180282,281.25,21.0765,1.107825,9.912
cleveland_0492,cleveland,0.693336,56,72,16,0.321839,0.413793,0.091954,2.9655,54.69,14109.0,0.247813,271.87,22.0453,1.069671,9.821
telaviv_0065,telaviv,0.746173,25,86,22,0.163399,0.562092,0.143791,2.7843,47.14,10040.14,0.202658,239.06,15.6877,1.046963,1.937
cairo_1621,cairo,0.715743,1,53,5,0.014493,0.768116,0.072464,2.7246,48.68,4576.29,0.195489,107.81,7.1504,1.114899,42.314
bangkok_1299,bangkok,0.733069,0,33,17,0.0,0.611111,0.314815,2.2963,72.16,4474.2,0.087379,84.37,6.9909,1.096245,16.417
warsaw_0048,warsaw,0.720324,16,13,41,0.216216,0.175676,0.554054,2.0541,59.58,4528.46,0.020979,115.62,7.0757,1.064972,9.475
tehran_0459,tehran,0.735227,53,256,176,0.101338,0.489484,0.33652,2.3556,35.32,21754.98,0.090298,817.19,33.9922,1.040398,1.322
tashkent_0144,tashkent,0.727788,24,107,31,0.133333,0.594444,0.172222,2.7222,54.56,13366.28,0.185915,281.25,20.8848,1.021926,9.008
bangkok_1811,bangkok,0.694141,1,32,34,0.013889,0.444444,0.472222,2.0,62.96,4533.41,0.007194,112.5,7.0835,1.039355,28.765
warsaw_0232,warsaw,0.749295,120,437,207,0.149813,0.545568,0.258427,2.5868,21.38,22154.75,0.147777,1251.56,34.6168,1.035745,2.083
denver_0162,denver,0.749804,281,235,137,0.410219,0.343066,0.2,2.9898,30.38,31107.81,0.249084,1070.31,48.606,1.036301,0.834
bangkok_0815,bangkok,0.73365,16,91,50,0.090395,0.514124,0.282486,2.4633,48.65,10605.31,0.120344,276.56,16.5708,1.036375,5.779
cairo_0489,cairo,0.6934,15,78,14,0.128205,0.666667,0.119658,2.8034,66.68,10934.86,0.209607,182.81,17.0857,1.077292,11.073
bengaluru_0031,bengaluru,0.723288,19,116,40,0.093596,0.571429,0.197044,2.5616,58.63,15244.87,0.144638,317.19,23.8201,1.027969,12.06
chennai_0644,chennai,0.732037,14,110,60,0.064815,0.509259,0.277778,2.3611,56.41,14384.3,0.093677,337.5,22.4755,1.033684,5.005
cleveland_0142,cleveland,0.697763,100,118,29,0.37037,0.437037,0.107407,3.0815,47.55,19780.13,0.274766,421.87,30.9065,1.011458,5.904
buenosaires_0024,buenosaires,0.750082,30,31,20,0.3,0.31,0.2,2.8,73.78,10328.51,0.210256,156.25,16.1383,1.006448,12.363
denver_0089,denver,0.718786,267,216,45,0.488117,0.394881,0.082267,3.2943,36.0,32433.66,0.325987,854.69,50.6776,1.005199,4.831
cleveland_0435,cleveland,0.720372,56,76,18,0.335329,0.45509,0.107784,3.018,50.12,12629.44,0.261398,260.94,19.7335,1.048486,10.727
denver_0210,denver,0.724895,214,321,97,0.315169,0.472754,0.142857,3.0103,30.8,31481.7,0.25425,1060.94,49.1902,1.035803,6.986
warsaw_0733,warsaw,0.716751,31,53,26,0.252033,0.430894,0.211382,2.748,50.74,8574.84,0.195021,192.19,13.3982,1.017538,11.724
portland_0078,portland,0.734405,1,37,29,0.013699,0.506849,0.39726,2.137,83.82,6538.28,0.042553,114.06,10.2161,1.045359,7.947
lasvegas_0870,lasvegas,0.721508,28,165,36,0.114754,0.67623,0.147541,2.7705,45.86,15499.84,0.196687,381.25,24.2185,1.12218,7.136
adelaide_0993,adelaide,0.722891,21,66,9,0.189189,0.594595,0.081081,2.9189,62.66,10150.54,0.239631,173.44,15.8602,1.005512,6.608
kyiv_1018,kyiv,0.749745,1,13,15,0.028571,0.371429,0.428571,2.0,101.45,3550.67,0.015385,54.69,5.5479,1.109542,13.462
houston_0868,houston,0.707485,240,299,91,0.362538,0.451662,0.137462,3.0393,25.63,25786.23,0.261562,1034.37,40.291,1.038643,0.781
cleveland_0272,cleveland,0.738661,138,255,59,0.278788,0.515152,0.119192,3.0141,35.98,26840.89,0.255838,773.44,41.9389,1.046198,1.829
phoenix_1649,phoenix,0.705407,45,78,10,0.310345,0.537931,0.068966,3.0897,77.36,17329.75,0.280702,226.56,27.0777,1.214006,19.769
bengaluru_0500,bengaluru,0.699884,32,80,22,0.216216,0.540541,0.148649,2.8514,48.73,10282.58,0.219931,231.25,16.0665,1.038338,4.025
houston_0341,houston,0.731526,36,72,20,0.238411,0.476821,0.13245,2.8609,49.62,10718.98,0.222222,235.94,16.7484,1.062872,9.795
sapporo_0247,sapporo,0.700223,118,154,9,0.375796,0.490446,0.028662,3.2229,45.92,23237.49,0.309791,490.62,36.3086,1.030164,8.263
bengaluru_0461,bengaluru,0.730548,31,89,33,0.178161,0.511494,0.189655,2.6782,48.23,11236.49,0.174927,271.87,17.557,1.038848,5.773
minneapolis_0604,minneapolis,0.704429,10,46,26,0.11236,0.516854,0.292135,2.4494,63.64,6937.17,0.121387,139.06,10.8393,1.058898,4.802
bogota_0194,bogota,0.738908,36,87,21,0.215569,0.520958,0.125749,2.8623,53.98,12900.36,0.221884,260.94,20.1568,1.038122,5.943
sofia_0143,sofia,0.732455,27,119,24,0.139175,0.613402,0.123711,2.7835,49.13,13264.18,0.201044,303.12,20.7253,1.024716,3.732
brasilia_0372,brasilia,0.725808,9,123,9,0.054878,0.75,0.054878,2.8049,64.39,14810.61,0.20743,256.25,23.1416,1.083829,26.098
tallinn_0123,tallinn,0.7283,50,219,130,0.116279,0.509302,0.302326,2.4465,32.87,17287.45,0.11345,671.87,27.0116,1.048246,3.296
sapporo_0301,sapporo,0.698031,169,255,14,0.354298,0.534591,0.02935,3.2201,34.29,26338.17,0.307692,745.31,41.1534,1.023412,1.371
warsaw_0565,warsaw,0.733953,14,53,33,0.132075,0.5,0.311321,2.4528,41.6,5407.54,0.120773,165.62,8.4493,1.023344,6.461
bengaluru_0074,bengaluru,0.735712,28,116,35,0.131455,0.544601,0.164319,2.6573,56.61,16021.86,0.168646,332.81,25.0342,1.013491,11.2
houston_1044,houston,0.700588,22,41,11,0.252874,0.471264,0.126437,2.8506,80.59,9993.29,0.224852,135.94,15.6145,1.020287,11.373
kyiv_0518,kyiv,0.725358,66,278,80,0.141328,0.595289,0.171306,2.7452,38.71,24814.17,0.188375,729.69,38.7721,1.035434,7.753
turin_0185,turin,0.72826,60,91,79,0.245902,0.372951,0.32377,2.541,37.49,11621.58,0.138716,381.25,18.1587,1.039938,5.247
minsk_0335,minsk,0.747146,47,180,51,0.154098,0.590164,0.167213,2.7738,34.67,14663.44,0.196694,476.56,22.9116,1.046053,8.679
barcelona_0142,barcelona,0.721544,208,326,22,0.348409,0.546064,0.036851,3.206,24.95,23879.44,0.303616,932.81,37.3116,1.026906,1.327
cairo_1170,cairo,0.705943,5,62,17,0.054945,0.681319,0.186813,2.6374,50.01,6000.71,0.169492,142.19,9.3761,1.085735,31.084
hanoi_0020,hanoi,0.70007,9,30,14,0.130435,0.434783,0.202899,2.4928,91.72,7887.76,0.135338,107.81,12.3246,1.005008,59.113
bangkok_1732,bangkok,0.709888,2,55,57,0.01626,0.447154,0.463415,2.0163,56.54,7010.38,0.008299,192.19,10.9537,1.021484,28.537
bengaluru_0077,bengaluru,0.748978,10,74,24,0.083333,0.616667,0.2,2.5833,62.15,9633.36,0.153191,187.5,15.0521,1.037892,10.569
brasilia_1220,brasilia,0.74734,0,35,18,0.0,0.603448,0.310345,2.3448,51.98,3534.31,0.099099,90.62,5.5224,1.04425,12.922
adelaide_0212,adelaide,0.741384,33,88,32,0.196429,0.52381,0.190476,2.7262,46.16,10570.26,0.187311,262.5,16.516,1.043486,15.493
miami_0051,miami,0.718951,78,261,85,0.173333,0.58,0.188889,2.7378,38.96,23999.46,0.186592,703.12,37.4992,1.081688,5.078
minsk_0184,minsk,0.714392,28,95,55,0.145833,0.494792,0.286458,2.5312,43.93,10674.37,0.137203,300.0,16.6787,1.042177,7.601
cologne_0049,cologne,0.715061,30,127,68,0.122449,0.518367,0.277551,2.498,37.66,11522.69,0.127835,382.81,18.0042,1.045792,7.531
adelaide_1039,adelaide,0.701343,85,116,12,0.346939,0.473469,0.04898,3.1184,43.01,16431.24,0.284536,382.81,25.6738,1.004051,3.02
bengaluru_0236,bengaluru,0.74396,44,208,56,0.130952,0.619048,0.166667,2.7143,46.41,21161.15,0.181409,525.0,33.0643,1.021868,6.621
phoenix_0978,phoenix,0.741941,2,37,13,0.035714,0.660714,0.232143,2.5,94.6,6622.32,0.140187,87.5,10.3474,1.06489,22.073
phoenix_0764,phoenix,0.734628,65,169,47,0.210356,0.546926,0.152104,2.8155,44.04,19159.1,0.207178,482.81,29.9361,1.056812,3.158
thessaloniki_0472,thessaloniki,0.696051,9,16,2,0.257143,0.457143,0.057143,2.9143,86.69,4421.13,0.261538,54.69,6.908,1.019219,22.363
toronto_0070,toronto,0.727782,21,112,12,0.14,0.746667,0.08,2.9467,38.32,8467.74,0.244068,234.37,13.2308,1.09337,13.842
vienna_0440,vienna,0.73007,62,94,48,0.283105,0.429224,0.219178,2.8219,37.69,11644.84,0.210162,342.19,18.1951,1.030228,4.314
houston_0940,houston,0.702575,19,35,7,0.271429,0.5,0.1,2.9429,86.62,8921.36,0.251852,109.37,13.9396,1.014467,7.993
sapporo_0579,sapporo,0.708573,24,104,16,0.143713,0.622754,0.095808,2.8144,61.01,14338.34,0.209726,260.94,22.4037,1.041289,6.511
orlando_0908,orlando,0.695985,16,35,31,0.166667,0.364583,0.322917,2.375,73.58,8387.81,0.101604,150.0,13.106,1.106073,7.184
bangkok_0016,bangkok,0.737699,2,58,48,0.016393,0.47541,0.393443,2.1148,63.33,8169.76,0.033473,190.62,12.7652,1.043913,18.697
brasilia_0347,brasilia,0.704221,10,84,14,0.07874,0.661417,0.110236,2.7559,71.29,12475.31,0.196787,198.44,19.4927,1.051985,25.069
houston_0680,houston,0.697778,43,126,50,0.189427,0.555066,0.220264,2.7401,37.26,11588.43,0.18931,354.69,18.1069,1.07231,12.771
seattle_0116,seattle,0.691033,27,112,54,0.129187,0.535885,0.258373,2.5359,50.9,13489.49,0.138015,326.56,21.0773,1.023202,10.606
barcelona_0100,barcelona,0.726672,311,447,21,0.359538,0.516763,0.024277,3.2185,25.36,35307.96,0.306087,1351.56,55.1687,1.025935,2.794
brasilia_1890,brasilia,0.722872,3,69,23,0.026549,0.610619,0.20354,2.5133,67.07,9524.14,0.135747,176.56,14.8815,1.039456,17.84
tehran_0541,tehran,0.733065,30,256,216,0.056391,0.481203,0.406015,2.188,32.92,19157.24,0.048159,831.25,29.9332,1.019884,1.578
phoenix_1545,phoenix,0.731259,12,26,8,0.222222,0.481481,0.148148,2.7778,50.25,3768.76,0.213592,84.37,5.8887,1.150198,24.994
medellin_0267,medellin,0.740183,90,272,41,0.202247,0.611236,0.092135,2.9528,33.68,22129.5,0.240678,695.31,34.5773,1.051942,3.838
denver_0305,denver,0.721054,47,161,68,0.16041,0.549488,0.232082,2.6485,40.89,15865.44,0.165232,457.81,24.7897,1.112096,6.08
hanoi_3336,hanoi,0.695867,3,27,15,0.051724,0.465517,0.258621,2.3103,87.01,5829.92,0.09009,90.62,9.1092,1.006571,23.856
minneapolis_0160,minneapolis,0.718755,49,162,26,0.189189,0.625483,0.100386,2.9266,43.65,16544.3,0.235867,404.69,25.8505,1.069351,7.66
phoenix_1729,phoenix,0.702955,66,168,44,0.222222,0.565657,0.148148,2.9024,36.73,15828.63,0.229202,464.06,24.7322,1.056943,25.476
toronto_0194,toronto,0.707219,63,128,42,0.239544,0.486692,0.159696,2.8061,52.61,19413.86,0.205374,410.94,30.3342,1.013574,8.302
thessaloniki_1582,thessaloniki,0.7493,3,13,10,0.090909,0.393939,0.30303,2.3636,99.99,3899.47,0.114754,51.56,6.0929,1.074053,20.274
chicago_0842,chicago,0.735398,143,194,33,0.364796,0.494898,0.084184,3.1735,41.4,25753.0,0.296534,612.5,40.2391,1.027512,7.212
vancouver_0102,vancouver,0.715923,56,124,70,0.205128,0.454212,0.25641,2.63,41.08,14748.77,0.160813,426.56,23.0449,1.050392,5.53
tehran_0253,tehran,0.735892,6,39,15,0.075949,0.493671,0.189873,2.4557,79.31,7693.32,0.124183,123.44,12.0208,1.100211,7.783
adelaide_0831,adelaide,0.696591,26,82,16,0.189781,0.59854,0.116788,2.8613,52.89,10367.26,0.223048,214.06,16.1988,1.02046,4.629
kyoto_0107,kyoto,0.713792,11,24,2,0.25,0.545455,0.045455,3.0,93.55,6174.44,0.277108,68.75,9.6476,1.03274,20.796
cologne_0035,cologne,0.740375,5,27,9,0.098039,0.529412,0.176471,2.549,61.26,3981.74,0.154639,79.69,6.2215,1.056449,9.333
phoenix_1637,phoenix,0.693977,28,85,59,0.159091,0.482955,0.335227,2.4659,53.23,11550.93,0.121037,275.0,18.0483,1.161501,9.836
hanoi_2686,hanoi,0.727146,0,15,11,0.0,0.441176,0.323529,2.1176,90.01,3240.41,0.047619,53.12,5.0631,1.0836,25.742
tehran_0566,tehran,0.691918,48,218,178,0.102784,0.466809,0.381156,2.2912,35.85,19182.07,0.074273,729.69,29.972,1.036914,6.136
verona_0544,verona,0.705919,14,23,7,0.285714,0.469388,0.142857,2.898,47.64,3382.34,0.247312,76.56,5.2849,1.155939,20.66
adelaide_0248,adelaide,0.747991,2,24,18,0.041667,0.5,0.375,2.2083,56.34,2986.03,0.065934,75.0,4.6657,1.009418,10.495
bangkok_2204,bangkok,0.728501,3,61,57,0.022222,0.451852,0.422222,2.0741,64.94,9091.41,0.022642,210.94,14.2053,1.038123,40.466
orlando_0866,orlando,0.732303,11,25,9,0.22,0.5,0.18,2.76,99.94,6895.91,0.210526,78.12,10.7749,1.099041,8.889
hanoi_3034,hanoi,0.728573,4,21,14,0.078431,0.411765,0.27451,2.3529,88.77,5325.98,0.103093,79.69,8.3218,1.02229,23.538
thessaloniki_2745,thessaloniki,0.732521,9,23,1,0.2,0.511111,0.022222,2.8889,63.6,4133.88,0.247059,70.31,6.4592,1.038126,64.781
chennai_0503,chennai,0.707988,8,61,29,0.072727,0.554545,0.263636,2.4364,61.73,8272.21,0.116279,171.87,12.9253,1.052437,3.286
denver_0117,denver,0.699418,81,94,58,0.329268,0.382114,0.235772,2.8049,40.66,14029.22,0.205339,384.37,21.9207,1.012352,6.415
hanoi_1783,hanoi,0.728046,1,16,10,0.032258,0.516129,0.322581,2.2581,69.01,2415.25,0.087719,48.44,3.7738,1.017566,38.017
portland_0162,portland,0.746689,8,63,16,0.079208,0.623762,0.158416,2.6535,58.5,7838.63,0.172589,157.81,12.2479,1.086266,5.766
phoenix_0619,phoenix,0.723334,54,149,17,0.214286,0.59127,0.06746,2.9524,60.4,22469.83,0.242485,393.75,35.1091,1.332266,7.149
denver_0457,denver,0.720048,22,116,14,0.127168,0.67052,0.080925,2.8439,63.49,15619.76,0.217009,270.31,24.4059,1.113408,12.121
bangkok_0114,bangkok,0.702629,19,56,60,0.125828,0.370861,0.397351,2.2252,56.81,9544.26,0.060606,235.94,14.9129,1.023826,14.183
minneapolis_0549,minneapolis,0.692856,87,170,103,0.230769,0.450928,0.27321,2.6631,39.9,20030.94,0.168224,589.06,31.2983,1.024912,3.014
kyoto_0351,kyoto,0.708732,53,119,27,0.235556,0.528889,0.12,2.88,50.15,16248.4,0.224719,351.56,25.3881,1.020922,7.144
houston_1303,houston,0.731453,37,73,57,0.207865,0.410112,0.320225,2.5056,37.65,8395.41,0.131054,278.12,13.1178,1.044926,12.148
brasilia_1296,brasilia,0.728391,6,38,11,0.083333,0.527778,0.152778,2.6667,60.45,5803.24,0.179856,112.5,9.0676,1.037114,4.995
lasvegas_0207,lasvegas,0.708923,21,52,40,0.172131,0.42623,0.327869,2.4918,54.49,8283.04,0.129707,190.62,12.9422,1.137758,10.088
bangkok_1101,bangkok,0.701397,6,93,73,0.031746,0.492063,0.386243,2.1693,63.23,12962.27,0.045576,295.31,20.2535,1.026853,13.178
sofia_0067,sofia,0.741886,12,104,31,0.072289,0.626506,0.186747,2.6024,43.74,9447.32,0.155963,259.37,14.7614,1.079827,7.493
phoenix_1471,phoenix,0.705124,81,140,45,0.285211,0.492958,0.158451,2.9366,39.85,16616.76,0.238011,443.75,25.9637,1.12005,9.963
thessaloniki_2649,thessaloniki,0.74397,2,33,5,0.04,0.66,0.1,2.64,68.98,4552.58,0.178947,78.12,7.1134,1.057578,53.149
kyiv_0123,kyiv,0.735329,6,23,9,0.107143,0.410714,0.160714,2.4643,68.29,4711.71,0.130841,87.5,7.362,1.032739,11.948
orlando_0626,orlando,0.719212,82,142,35,0.292857,0.507143,0.125,3.0214,41.65,17617.09,0.259459,437.5,27.5267,1.049679,7.85
quito_0745,quito,0.742548,34,83,34,0.207317,0.506098,0.207317,2.7317,58.33,13066.08,0.188854,256.25,20.4157,1.092899,13.017
hanoi_2826,hanoi,0.737493,13,68,20,0.114035,0.596491,0.175439,2.6491,71.82,10844.82,0.170404,178.12,16.945,1.048118,16.555
tashkent_0034,tashkent,0.737563,17,48,14,0.173469,0.489796,0.142857,2.6939,78.96,10422.41,0.183246,153.12,16.285,1.008433,9.555
hanoi_2591,hanoi,0.745825,1,29,21,0.016667,0.483333,0.35,2.1667,85.1,5531.66,0.052174,93.75,8.6432,1.042254,26.008
tashkent_0414,tashkent,0.706825,12,89,58,0.066298,0.491713,0.320442,2.3204,55.82,11722.03,0.084034,282.81,18.3157,1.047621,4.02
riga_0387,riga,0.700185,3,32,6,0.0625,0.666667,0.125,2.6667,80.24,5135.38,0.186813,75.0,8.024,1.022404,10.663
kyiv_0138,kyiv,0.692146,24,35,11,0.275862,0.402299,0.126437,2.8966,79.72,10044.34,0.236686,135.94,15.6943,1.007726,16.068
portland_0273,portland,0.691501,119,195,49,0.296758,0.486284,0.122195,2.9576,35.7,21169.35,0.242158,626.56,33.0771,1.043054,1.848
tbilisi_0701,tbilisi,0.746399,1,50,24,0.0125,0.625,0.3,2.35,71.17,6689.54,0.096774,125.0,10.4524,1.06555,16.624
tbilisi_0543,tbilisi,0.732021,26,182,52,0.094545,0.661818,0.189091,2.6836,44.17,16297.05,0.174312,429.69,25.4641,1.048253,8.435
phoenix_0718,phoenix,0.737376,13,74,14,0.108333,0.616667,0.116667,2.7167,71.06,11582.84,0.187234,187.5,18.0982,1.095126,20.719
buenosaires_0105,buenosaires,0.745873,31,122,42,0.142857,0.562212,0.193548,2.682,49.25,14331.53,0.174825,339.06,22.393,1.01172,9.603
toronto_0411,toronto,0.744149,46,131,43,0.176923,0.503846,0.165385,2.7154,46.46,16399.98,0.182524,406.25,25.625,1.022592,5.551
lasvegas_0315,lasvegas,0.713231,18,48,22,0.181818,0.484848,0.222222,2.6263,62.53,8128.97,0.165803,154.69,12.7015,1.017929,8.328
bratislava_0234,bratislava,0.69949,113,434,192,0.146184,0.561449,0.248383,2.6054,25.48,25659.11,0.152498,1207.81,40.0924,1.029389,1.159
verona_1969,verona,0.726268,1,20,6,0.03125,0.625,0.1875,2.5,66.66,2666.49,0.152542,50.0,4.1664,1.03911,34.063
amsterdam_0018,amsterdam,0.714568,6,45,19,0.071429,0.535714,0.22619,2.4524,52.38,5395.45,0.122699,131.25,8.4304,1.047281,8.55
warsaw_0132,warsaw,0.740251,56,250,147,0.117895,0.526316,0.309474,2.4716,24.43,14338.96,0.119577,742.19,22.4046,1.067854,6.05
istanbul_0088,istanbul,0.745086,15,114,10,0.09434,0.716981,0.062893,2.8428,58.43,13206.02,0.217252,248.44,20.6344,1.019506,77.701
detroit_0045,detroit,0.706893,32,138,10,0.167539,0.722513,0.052356,3.0052,52.26,14997.6,0.257294,298.44,23.4338,1.069798,14.175
hanoi_1951,hanoi,0.74044,0,14,10,0.0,0.4,0.285714,2.1143,99.17,3669.12,0.046154,54.69,5.733,1.043472,23.086
bratislava_0201,bratislava,0.737989,127,480,205,0.147674,0.55814,0.238372,2.6349,28.41,32193.79,0.159767,1343.75,50.3028,1.051127,4.941
bogota_0121,bogota,0.744141,60,182,41,0.19544,0.592834,0.13355,2.8795,42.62,18837.9,0.223317,479.69,29.4342,1.039038,8.47
houston_0010,houston,0.710465,52,199,16,0.178694,0.683849,0.054983,2.9966,35.7,15565.35,0.253033,454.69,24.3209,1.043517,17.911
quito_0188,quito,0.711636,12,68,15,0.106195,0.60177,0.132743,2.708,73.45,11238.05,0.18552,176.56,17.5595,1.00686,13.675
kyiv_1075,kyiv,0.729971,4,15,5,0.114286,0.428571,0.142857,2.5143,121.33,5338.45,0.153846,54.69,8.3413,1.009631,16.234
brasilia_1323,brasilia,0.742519,36,153,34,0.143426,0.609562,0.135458,2.7968,46.23,16227.14,0.203219,392.19,25.3549,1.026157,4.345
toronto_0197,toronto,0.706661,31,44,49,0.226277,0.321168,0.357664,2.438,50.28,8396.91,0.115242,214.06,13.1202,1.098122,8.626
hanoi_2349,hanoi,0.724133,4,37,22,0.055556,0.513889,0.305556,2.3611,78.69,6688.76,0.100719,112.5,10.4512,1.024679,11.46
hanoi_2063,hanoi,0.702055,3,15,17,0.071429,0.357143,0.404762,2.0952,91.36,4019.96,0.037975,65.62,6.2812,1.015523,23.185
vilnius_0523,vilnius,0.711079,4,46,48,0.036036,0.414414,0.432432,2.1081,58.85,6886.03,0.032258,173.44,10.7594,1.035713,6.428
cairo_0145,cairo,0.704923,14,72,16,0.125,0.642857,0.142857,2.75,54.82,8442.04,0.196347,175.0,13.1907,1.070582,8.138
kyiv_0538,kyiv,0.728315,104,218,74,0.25,0.524038,0.177885,2.8606,36.98,22002.21,0.217654,650.0,34.3785,1.032081,2.875
lasvegas_0290,lasvegas,0.708646,23,40,32,0.214953,0.373832,0.299065,2.5047,69.04,9250.93,0.133971,167.19,14.4546,1.078471,10.57
chennai_0411,chennai,0.738396,11,84,20,0.080292,0.613139,0.145985,2.6277,72.74,13093.98,0.163569,214.06,20.4593,1.052776,3.495
hanoi_4016,hanoi,0.691623,1,18,18,0.023256,0.418605,0.418605,2.0465,84.35,3711.57,0.024691,67.19,5.7993,1.008787,42.114
bengaluru_0043,bengaluru,0.702563,10,94,62,0.052083,0.489583,0.322917,2.2708,57.23,12475.71,0.07124,300.0,19.4933,1.025576,14.309
houston_0210,houston,0.74474,111,176,48,0.305785,0.484848,0.132231,2.9807,35.32,19108.66,0.248266,567.19,29.8573,1.03349,13.991
tashkent_0193,tashkent,0.750574,106,468,184,0.131677,0.581366,0.228571,2.6534,25.93,27690.31,0.164486,1257.81,43.2661,1.030021,5.577
phoenix_1482,phoenix,0.748602,152,196,27,0.368039,0.474576,0.065375,3.1525,43.91,28582.79,0.291108,645.31,44.6606,1.051541,19.46
brasilia_0458,brasilia,0.728046,16,69,15,0.134454,0.579832,0.12605,2.7227,64.26,10409.34,0.188841,185.94,16.2646,1.051865,22.547
medellin_0284,medellin,0.726995,186,175,40,0.426606,0.401376,0.091743,3.1789,31.0,21480.87,0.297578,681.25,33.5639,1.009411,5.187
turin_0049,turin,0.714632,63,155,64,0.206557,0.508197,0.209836,2.7213,39.94,16577.0,0.183471,476.56,25.9016,1.063669,5.645
thessaloniki_0116,thessaloniki,0.729055,6,20,6,0.142857,0.47619,0.142857,2.619,97.36,5354.57,0.177215,65.62,8.3665,1.01616,29.419
orlando_1032,orlando,0.700962,4,19,14,0.090909,0.431818,0.318182,2.3636,138.15,7183.8,0.108434,68.75,11.2247,1.048293,11.339
warsaw_0683,warsaw,0.724409,14,55,25,0.126126,0.495495,0.225225,2.5225,61.31,8583.44,0.138249,173.44,13.4116,1.009432,9.687
lasvegas_0491,lasvegas,0.737405,24,86,48,0.12766,0.457447,0.255319,2.4574,40.04,9248.23,0.118598,293.75,14.4504,1.049167,14.148
chandigarh_0088,chandigarh,0.696191,17,64,10,0.146552,0.551724,0.086207,2.7586,67.92,10867.35,0.198238,181.25,16.9802,1.030866,1.2
houston_1163,houston,0.731472,19,56,7,0.206522,0.608696,0.076087,2.9783,66.33,9086.76,0.256983,143.75,14.1981,1.046561,9.751
thessaloniki_1236,thessaloniki,0.745367,0,22,4,0.0,0.647059,0.117647,2.5294,98.72,4244.94,0.15873,53.12,6.6327,1.363707,9.171
hanoi_2673,hanoi,0.694079,1,13,7,0.035714,0.464286,0.25,2.2857,71.6,2291.22,0.098039,43.75,3.58,1.017859,35.757
bangkok_0910,bangkok,0.733608,8,74,59,0.053333,0.493333,0.393333,2.2267,67.49,11271.49,0.061017,234.37,17.6117,1.080863,11.072
budapest_0351,budapest,0.748605,42,151,36,0.163424,0.587549,0.140078,2.786,39.07,13985.46,0.200393,401.56,21.8523,1.0235,11.007
houston_1544,houston,0.725807,14,20,10,0.264151,0.377358,0.188679,2.8302,117.38,8803.43,0.227723,82.81,13.7554,1.075309,20.457
skopje_0144,skopje,0.750963,7,66,49,0.049296,0.464789,0.34507,2.2394,70.58,11221.85,0.064516,221.87,17.5341,1.074776,4.962
verona_1319,verona,0.70975,1,22,10,0.019608,0.431373,0.196078,2.2745,69.96,4057.6,0.082474,79.69,6.34,1.075384,9.263
phoenix_0046,phoenix,0.73421,13,55,10,0.152941,0.647059,0.117647,2.8706,55.08,6720.36,0.230303,132.81,10.5006,1.07746,17.969
brasilia_1175,brasilia,0.720706,24,116,14,0.143713,0.694611,0.083832,2.8982,48.03,11623.8,0.231003,260.94,18.1622,1.064576,7.842
toronto_0152,toronto,0.740528,56,104,41,0.247788,0.460177,0.181416,2.7876,36.3,11434.07,0.201342,353.12,17.8657,1.024182,12.21
houston_0141,houston,0.713304,12,58,35,0.101695,0.491525,0.29661,2.4237,65.98,9434.92,0.112554,184.37,14.7421,1.057469,14.223
hanoi_1392,hanoi,0.731042,2,19,13,0.045455,0.431818,0.295455,2.2273,90.3,4424.66,0.072289,68.75,6.9135,1.009686,22.775
bengaluru_0674,bengaluru,0.745229,7,48,16,0.083333,0.571429,0.190476,2.5476,81.1,8677.62,0.147239,131.25,13.5588,1.053455,11.377
casablanca_0041,casablanca,0.705721,49,264,50,0.125,0.673469,0.127551,2.7959,41.32,22640.88,0.20154,612.5,35.3764,1.016916,7.521
cleveland_0403,cleveland,0.747388,42,76,18,0.267516,0.484076,0.11465,2.9427,52.67,12167.61,0.242718,245.31,19.0119,1.033532,8.345
