patch_id,city_code,patch_idx,centroid_lat,centroid_lon,minx_utm,miny_utm,maxx_utm,maxy_utm,crs_utm,n_segments,n_intersections,n_nodes_in_patch,n_components,n_nodes_largest,largest_fraction,entropy_raw,entropy_normalised,entropy_weighted_raw,entropy_weighted_norm,phi,n_edges_used
chicago_0156,chicago,156,41.805533,-87.75228,437108.44,4628058.65,437908.44,4628858.65,EPSG:32616,1004,260,260,1,260,1.0,1.556414,0.434325,1.555192,0.433985,0.994005,902
chicago_0767,chicago,767,41.74149,-87.61684,448308.44,4620858.65,449108.44,4621658.65,EPSG:32616,1478,371,371,1,371,1.0,1.55247,0.433225,1.539349,0.429563,0.99428,1324
chicago_0329,chicago,329,41.964287,-87.715527,440308.44,4645658.65,441108.44,4646458.65,EPSG:32616,1712,439,439,2,434,0.9886,1.530977,0.427227,1.492288,0.416431,0.995664,1526
lasvegas_0105,lasvegas,105,36.262624,-115.284864,653673.93,4014042.16,654473.93,4014842.16,EPSG:32611,286,104,104,2,103,0.9904,1.510307,0.421459,1.521644,0.424623,0.996814,246
chicago_0269,chicago,269,41.841744,-87.723796,439508.44,4632058.65,440308.44,4632858.65,EPSG:32616,1966,489,489,1,489,1.0,1.447945,0.404057,1.402198,0.391291,0.999213,1778
chicago_0228,chicago,228,41.856092,-87.733596,438708.44,4633658.65,439508.44,4634458.65,EPSG:32616,1126,312,312,2,311,0.9968,1.592673,0.444444,1.598722,0.446132,0.991178,998
chicago_0696,chicago,696,41.842257,-87.637079,446708.44,4632058.65,447508.44,4632858.65,EPSG:32616,1864,521,521,2,520,0.9981,1.586177,0.442631,1.601061,0.446784,0.991724,1722
chicago_0394,chicago,394,41.798692,-87.694423,441908.44,4627258.65,442708.44,4628058.65,EPSG:32616,1844,472,472,3,470,0.9958,1.476685,0.412077,1.498421,0.418142,0.998308,1674
chicago_0304,chicago,304,41.784164,-87.713521,440308.44,4625658.65,441108.44,4626458.65,EPSG:32616,1612,402,402,1,402,1.0,1.544753,0.431071,1.454822,0.405976,0.994799,1436
cairo_2083,cairo,2083,30.274329,31.8038,384543.78,3349389.41,385343.78,3350189.41,EPSG:32636,222,76,76,4,73,0.9605,1.552145,0.433134,1.60383,0.447557,0.994302,170
chicago_0166,chicago,166,41.920811,-87.753632,437108.44,4640858.65,437908.44,4641658.65,EPSG:32616,1318,342,342,2,341,0.9971,1.566134,0.437038,1.455372,0.406129,0.993301,1176
chicago_0536,chicago,536,41.755632,-87.66509,444308.44,4622458.65,445108.44,4623258.65,EPSG:32616,1692,436,436,5,425,0.9748,1.555418,0.434048,1.541721,0.430226,0.994075,1536
detroit_0551,detroit,551,42.434855,-83.034498,332256.5,4699664.74,333056.5,4700464.74,EPSG:32617,458,121,121,1,121,1.0,1.56686,0.43724,1.424097,0.397402,0.993247,364
chicago_0259,chicago,259,41.769694,-87.722986,439508.44,4624058.65,440308.44,4624858.65,EPSG:32616,1856,474,474,1,474,1.0,1.525944,0.425823,1.599713,0.446408,0.99596,1686
chicago_0555,chicago,555,41.892529,-87.666508,444308.44,4637658.65,445108.44,4638458.65,EPSG:32616,1326,420,420,3,418,0.9952,1.545943,0.431404,1.523481,0.425136,0.994721,1198
detroit_0239,detroit,239,42.396544,-83.159617,321856.5,4695664.74,322656.5,4696464.74,EPSG:32617,566,155,155,8,136,0.8774,1.510914,0.421628,1.373147,0.383184,0.996783,442
cairo_1483,cairo,1483,30.193312,31.638585,368543.78,3340589.41,369343.78,3341389.41,EPSG:32636,166,43,43,2,36,0.8372,1.55089,0.432784,1.55006,0.432553,0.994388,104
chicago_0232,chicago,232,41.884912,-87.733926,438708.44,4636858.65,439508.44,4637658.65,EPSG:32616,1404,367,367,3,365,0.9946,1.586311,0.442668,1.527106,0.426147,0.991713,1268
cairo_1951,cairo,1951,30.237775,31.754361,379743.78,3345389.41,380543.78,3346189.41,EPSG:32636,282,114,114,8,104,0.9123,1.520499,0.424303,1.584411,0.442138,0.996269,224
chicago_0487,chicago,487,41.762781,-87.674788,443508.44,4623258.65,444308.44,4624058.65,EPSG:32616,1332,355,355,1,355,1.0,1.587789,0.443081,1.573626,0.439129,0.99159,1222
orlando_0656,orlando,656,28.428338,-81.362762,464074.2,3144306.54,464874.2,3145106.54,EPSG:32617,204,59,59,1,59,1.0,1.555236,0.433997,1.436317,0.400812,0.994088,166
quito_1084,quito,1084,-0.057034,-78.409745,787929.29,9993289.57,788729.29,9994089.57,EPSG:32717,130,37,37,4,33,0.8919,1.527333,0.42621,1.586242,0.442649,0.99588,82
chicago_0541,chicago,541,41.791658,-87.665462,444308.44,4626458.65,445108.44,4627258.65,EPSG:32616,2016,499,499,1,499,1.0,1.416838,0.395376,1.375503,0.383841,0.999807,1826
chicago_0638,chicago,638,41.762947,-87.645917,445908.44,4623258.65,446708.44,4624058.65,EPSG:32616,1844,469,469,2,468,0.9979,1.510364,0.421475,1.450737,0.404836,0.996812,1674
brasilia_2052,brasilia,2052,-15.625578,-47.769854,202603.82,8270145.62,203403.82,8270945.62,EPSG:32723,132,40,40,2,39,0.975,1.561181,0.435656,1.387414,0.387165,0.993665,92
detroit_0605,detroit,605,42.435369,-83.005338,334656.5,4699664.74,335456.5,4700464.74,EPSG:32617,512,146,146,2,145,0.9932,1.534341,0.428166,1.460771,0.407636,0.99546,438
denver_0259,denver,259,39.735816,-104.946576,504177.82,4398037.36,504977.82,4398837.36,EPSG:32613,1554,410,410,2,409,0.9976,1.594287,0.444894,1.51018,0.421424,0.991039,1424
kyoto_0354,kyoto,354,34.971008,135.74812,567891.91,3869683.52,568691.91,3870483.52,EPSG:32653,332,93,93,5,89,0.957,1.578828,0.44058,1.462645,0.408159,0.992322,246
chicago_0167,chicago,167,41.928016,-87.753717,437108.44,4641658.65,437908.44,4642458.65,EPSG:32616,1450,378,378,2,377,0.9974,1.417497,0.39556,1.347801,0.376111,0.999798,1300
chicago_0636,chicago,636,41.748537,-87.645773,445908.44,4621658.65,446708.44,4622458.65,EPSG:32616,2072,540,540,2,539,0.9981,1.548399,0.432089,1.517571,0.423486,0.994557,1882
denver_0069,denver,69,39.786278,-105.039967,496177.82,4403637.36,496977.82,4404437.36,EPSG:32613,1496,386,386,2,385,0.9974,1.52979,0.426896,1.484062,0.414135,0.995735,1348
detroit_0107,detroit,107,42.208799,-83.18228,319456.5,4674864.74,320256.5,4675664.74,EPSG:32617,1316,346,346,1,346,1.0,1.48722,0.415017,1.595337,0.445187,0.99789,1204
houston_0820,houston,820,29.696843,-95.368157,270472.3,3287140.6,271272.3,3287940.6,EPSG:32615,220,58,58,2,57,0.9828,1.487431,0.415075,1.416753,0.395353,0.997881,156
chicago_0396,chicago,396,41.813102,-87.694579,441908.44,4628858.65,442708.44,4629658.65,EPSG:32616,1762,426,426,1,426,1.0,1.477307,0.41225,1.438015,0.401286,0.998284,1580
vancouver_0116,vancouver,116,49.218491,-123.097361,492509.99,5451349.41,493309.99,5452149.41,EPSG:32610,790,223,223,2,222,0.9955,1.487683,0.415146,1.35693,0.378658,0.997871,650
detroit_0089,detroit,89,42.338208,-83.196462,318656.5,4689264.74,319456.5,4690064.74,EPSG:32617,1144,291,291,4,286,0.9828,1.465002,0.408817,1.373092,0.383169,0.998717,1004
chicago_0202,chicago,202,41.942489,-87.744237,437908.44,4643258.65,438708.44,4644058.65,EPSG:32616,1600,436,436,1,436,1.0,1.577409,0.440184,1.519047,0.423898,0.992435,1414
chicago_0277,chicago,277,41.899383,-87.724447,439508.44,4638458.65,440308.44,4639258.65,EPSG:32616,1008,269,269,1,269,1.0,1.482528,0.413707,1.346007,0.375611,0.998082,896
detroit_0624,detroit,624,42.44274,-82.995846,335456.5,4700464.74,336256.5,4701264.74,EPSG:32617,622,151,151,1,151,1.0,1.463498,0.408397,1.466409,0.409209,0.998765,520
chicago_0347,chicago,347,41.791428,-87.703973,441108.44,4626458.65,441908.44,4627258.65,EPSG:32616,2096,526,526,2,525,0.9981,1.557036,0.434499,1.519189,0.423938,0.993962,1906
brasilia_2089,brasilia,2089,-15.625672,-47.762399,203403.82,8270145.62,204203.82,8270945.62,EPSG:32723,148,43,43,1,43,1.0,1.47856,0.4126,1.535799,0.428573,0.998237,106
chicago_0830,chicago,830,41.727181,-87.597465,449908.44,4619258.65,450708.44,4620058.65,EPSG:32616,1156,315,315,2,314,0.9968,1.544037,0.430872,1.527698,0.426312,0.994846,1070
chicago_0218,chicago,218,41.784043,-87.732774,438708.44,4625658.65,439508.44,4626458.65,EPSG:32616,1456,360,360,2,357,0.9917,1.504252,0.41977,1.376615,0.384152,0.997118,1288
chicago_0371,chicago,371,41.964347,-87.705874,441108.44,4645658.65,441908.44,4646458.65,EPSG:32616,2086,529,529,2,528,0.9981,1.563327,0.436255,1.674884,0.467385,0.993508,1868
chicago_0585,chicago,585,41.748482,-87.655394,445108.44,4621658.65,445908.44,4622458.65,EPSG:32616,2002,512,512,1,512,1.0,1.562729,0.436088,1.525908,0.425813,0.993552,1822
chicago_0770,chicago,770,41.763106,-87.617047,448308.44,4623258.65,449108.44,4624058.65,EPSG:32616,1636,405,405,1,405,1.0,1.569088,0.437862,1.493609,0.416799,0.993079,1478
chicago_0481,chicago,481,41.71955,-87.674335,443508.44,4618458.65,444308.44,4619258.65,EPSG:32616,1544,393,393,2,392,0.9975,1.550665,0.432721,1.480307,0.413088,0.994404,1392
chicago_0673,chicago,673,41.676538,-87.635442,446708.44,4613658.65,447508.44,4614458.65,EPSG:32616,1572,407,407,6,402,0.9877,1.594791,0.445035,1.588101,0.443168,0.990996,1412
detroit_0203,detroit,203,42.389161,-83.169082,321056.5,4694864.74,321856.5,4695664.74,EPSG:32617,446,120,120,3,118,0.9833,1.481919,0.413537,1.334064,0.372278,0.998106,392
chicago_0346,chicago,346,41.784223,-87.703894,441108.44,4625658.65,441908.44,4626458.65,EPSG:32616,1808,464,464,1,464,1.0,1.563364,0.436265,1.506341,0.420353,0.993506,1618
chicago_0542,chicago,542,41.798863,-87.665537,444308.44,4627258.65,445108.44,4628058.65,EPSG:32616,1938,477,477,3,475,0.9958,1.522612,0.424893,1.427105,0.398241,0.996151,1750
detroit_0414,detroit,414,42.455227,-83.10326,326656.5,4702064.74,327456.5,4702864.74,EPSG:32617,1034,263,263,1,263,1.0,1.426582,0.398095,1.365582,0.381073,0.999664,922
denver_0242,denver,242,39.757444,-104.955898,503377.82,4400437.36,504177.82,4401237.36,EPSG:32613,988,298,298,1,298,1.0,1.563423,0.436282,1.433605,0.400055,0.993501,910
detroit_0058,detroit,58,42.37402,-83.207426,317856.5,4693264.74,318656.5,4694064.74,EPSG:32617,898,218,218,1,218,1.0,1.48051,0.413144,1.334673,0.372448,0.998161,772
detroit_0494,detroit,494,42.434334,-83.063658,329856.5,4699664.74,330656.5,4700464.74,EPSG:32617,558,141,141,1,141,1.0,1.592309,0.444342,1.604268,0.447679,0.991209,438
chicago_0563,chicago,563,41.950168,-87.667109,444308.44,4644058.65,445108.44,4644858.65,EPSG:32616,1934,498,498,3,496,0.996,1.46633,0.409187,1.397822,0.39007,0.998673,1770
chicago_0302,chicago,302,41.769754,-87.713361,440308.44,4624058.65,441108.44,4624858.65,EPSG:32616,1156,301,301,1,301,1.0,1.578313,0.440437,1.552414,0.433209,0.992363,1024
chicago_0421,chicago,421,41.993225,-87.696534,441908.44,4648858.65,442708.44,4649658.65,EPSG:32616,1948,488,488,1,488,1.0,1.50666,0.420441,1.42953,0.398918,0.996999,1774
chicago_0577,chicago,577,41.690841,-87.654809,445108.44,4615258.65,445908.44,4616058.65,EPSG:32616,1738,444,444,3,442,0.9955,1.57271,0.438873,1.566604,0.437169,0.992802,1572
cairo_2111,cairo,2111,30.281698,31.820345,386143.78,3350189.41,386943.78,3350989.41,EPSG:32636,276,108,108,2,107,0.9907,1.499778,0.418521,1.509785,0.421314,0.997332,242
portland_0320,portland,320,45.544428,-122.636755,527956.84,5043096.47,528756.84,5043896.47,EPSG:32610,290,78,78,2,77,0.9872,1.553224,0.433435,1.655132,0.461873,0.994228,234
detroit_0267,detroit,267,42.353528,-83.14843,322656.5,4690864.74,323456.5,4691664.74,EPSG:32617,440,118,118,2,117,0.9915,1.50842,0.420933,1.481217,0.413341,0.996911,358
chicago_0914,chicago,914,41.748991,-87.55918,453108.44,4621658.65,453908.44,4622458.65,EPSG:32616,1806,460,460,2,459,0.9978,1.563899,0.436414,1.48387,0.414082,0.993466,1640
portland_0389,portland,389,45.479484,-122.596228,531156.84,5035896.47,531956.84,5036696.47,EPSG:32610,380,99,99,1,99,1.0,1.588152,0.443182,1.458573,0.407023,0.99156,294
houston_1423,houston,1423,29.763932,-95.245658,282472.3,3294340.6,283272.3,3295140.6,EPSG:32615,302,73,73,1,73,1.0,1.515576,0.422929,1.435387,0.400552,0.996538,224
chicago_0806,chicago,806,41.777568,-87.607559,449108.44,4624858.65,449908.44,4625658.65,EPSG:32616,2046,529,529,1,529,1.0,1.55568,0.434121,1.47944,0.412845,0.994057,1864
cleveland_0487,cleveland,487,41.459738,-81.575853,451507.88,4589554.41,452307.88,4590354.41,EPSG:32617,562,136,136,1,136,1.0,1.499587,0.418468,1.352878,0.377528,0.997341,448
vancouver_0017,vancouver,17,49.239972,-123.185327,486109.99,5453749.41,486909.99,5454549.41,EPSG:32610,776,206,206,2,205,0.9951,1.547487,0.431834,1.461441,0.407823,0.994618,640
cairo_1448,cairo,1448,30.193226,31.630277,367743.78,3340589.41,368543.78,3341389.41,EPSG:32636,198,50,50,3,48,0.96,1.441916,0.402374,1.465197,0.408871,0.999359,156
detroit_0705,detroit,705,42.429175,-82.946791,339456.5,4698864.74,340256.5,4699664.74,EPSG:32617,596,142,142,1,142,1.0,1.436273,0.4008,1.37286,0.383104,0.999483,446
chicago_0392,chicago,392,41.784282,-87.694268,441908.44,4625658.65,442708.44,4626458.65,EPSG:32616,1210,300,300,1,300,1.0,1.421907,0.396791,1.368816,0.381975,0.999737,1056
brasilia_2000,brasilia,2000,-15.748292,-47.778972,201803.82,8256545.62,202603.82,8257345.62,EPSG:32723,248,68,68,3,66,0.9706,1.412393,0.394136,1.314448,0.366804,0.999859,188
brasilia_2428,brasilia,2428,-15.641682,-47.635846,217003.82,8268545.62,217803.82,8269345.62,EPSG:32723,300,89,89,2,88,0.9888,1.590401,0.44381,1.716189,0.478912,0.991371,244
brasilia_0975,brasilia,975,-16.019983,-47.99186,179403.82,8226145.62,180203.82,8226945.62,EPSG:32723,186,54,54,1,54,1.0,1.506322,0.420347,1.521291,0.424524,0.997016,142
chicago_0776,chicago,776,41.806337,-87.617461,448308.44,4628058.65,449108.44,4628858.65,EPSG:32616,1586,435,435,3,433,0.9954,1.56405,0.436457,1.590191,0.443751,0.993455,1434
denver_0129,denver,129,39.771868,-105.011935,498577.82,4402037.36,499377.82,4402837.36,EPSG:32613,2520,666,666,2,665,0.9985,1.503009,0.419423,1.52061,0.424334,0.997178,2318
chicago_0587,chicago,587,41.762893,-87.655541,445108.44,4623258.65,445908.44,4624058.65,EPSG:32616,1710,428,428,3,426,0.9953,1.413465,0.394435,1.422428,0.396936,0.999847,1534
bangkok_0857,bangkok,857,13.863178,100.554864,667628.23,1532740.91,668428.23,1533540.91,EPSG:32647,310,107,107,2,104,0.972,1.512447,0.422056,1.478259,0.412516,0.996704,240
chicago_0050,chicago,50,41.91328,-87.801777,433108.44,4640058.65,433908.44,4640858.65,EPSG:32616,1382,355,355,1,355,1.0,1.447957,0.40406,1.490331,0.415885,0.999212,1266
chicago_0896,chicago,896,41.756149,-87.568865,452308.44,4622458.65,453108.44,4623258.65,EPSG:32616,1782,441,441,2,440,0.9977,1.523877,0.425246,1.418418,0.395817,0.996079,1602
chicago_0378,chicago,378,42.014781,-87.706431,441108.44,4651258.65,441908.44,4652058.65,EPSG:32616,1448,388,388,2,387,0.9974,1.556656,0.434393,1.512616,0.422104,0.993988,1342
chicago_0376,chicago,376,42.000371,-87.706272,441108.44,4649658.65,441908.44,4650458.65,EPSG:32616,1506,394,394,2,393,0.9975,1.523356,0.425101,1.493981,0.416903,0.996109,1370
brasilia_2412,brasilia,2412,-15.641592,-47.643302,216203.82,8268545.62,217003.82,8269345.62,EPSG:32723,274,79,79,1,79,1.0,1.510247,0.421442,1.477479,0.412298,0.996818,206
chicago_0537,chicago,537,41.762837,-87.665164,444308.44,4623258.65,445108.44,4624058.65,EPSG:32616,2292,584,584,1,584,1.0,1.520932,0.424424,1.472297,0.410852,0.996245,2108
chicago_0144,chicago,144,41.949567,-87.763623,436308.44,4644058.65,437108.44,4644858.65,EPSG:32616,1878,482,482,1,482,1.0,1.535079,0.428372,1.486977,0.414949,0.995415,1686
detroit_0004,detroit,4,42.237041,-83.212338,317056.5,4678064.74,317856.5,4678864.74,EPSG:32617,686,176,176,1,176,1.0,1.567083,0.437303,1.375884,0.383948,0.99323,612
chicago_0345,chicago,345,41.777018,-87.703816,441108.44,4624858.65,441908.44,4625658.65,EPSG:32616,1930,491,491,1,491,1.0,1.57825,0.440419,1.567021,0.437286,0.992368,1752
chicago_0761,chicago,761,41.698259,-87.616426,448308.44,4616058.65,449108.44,4616858.65,EPSG:32616,1544,380,380,4,375,0.9868,1.474885,0.411574,1.375275,0.383778,0.998374,1374
chicago_0875,chicago,875,41.734485,-87.578293,451508.44,4620058.65,452308.44,4620858.65,EPSG:32616,1812,452,452,1,452,1.0,1.510145,0.421414,1.454584,0.405909,0.996823,1634
brasilia_0790,brasilia,790,-16.041125,-48.029525,175403.82,8223745.62,176203.82,8224545.62,EPSG:32723,520,153,153,1,153,1.0,1.466399,0.409206,1.303572,0.363769,0.998671,420
chicago_0103,chicago,103,41.783791,-87.77128,435508.44,4625658.65,436308.44,4626458.65,EPSG:32616,1798,464,464,1,464,1.0,1.438446,0.401406,1.415193,0.394917,0.999437,1610
chicago_0939,chicago,939,41.69144,-87.539454,454708.44,4615258.65,455508.44,4616058.65,EPSG:32616,1310,329,329,2,328,0.997,1.549463,0.432386,1.473196,0.411103,0.994485,1204
chicago_0262,chicago,262,41.791309,-87.723229,439508.44,4626458.65,440308.44,4627258.65,EPSG:32616,1760,451,451,2,450,0.9978,1.506763,0.42047,1.491396,0.416182,0.996994,1580
budapest_0684,budapest,684,47.410105,19.201948,363953.39,5251906.49,364753.39,5252706.49,EPSG:32634,232,65,65,3,63,0.9692,1.555236,0.433997,1.537317,0.428996,0.994088,166
denver_0262,denver,262,39.75744,-104.946559,504177.82,4400437.36,504977.82,4401237.36,EPSG:32613,524,171,171,1,171,1.0,1.568778,0.437776,1.551031,0.432824,0.993102,478
chicago_0043,chicago,43,42.014077,-87.812703,432308.44,4651258.65,433108.44,4652058.65,EPSG:32616,1634,408,408,1,408,1.0,1.413614,0.394476,1.403305,0.3916,0.999845,1468
vancouver_0029,vancouver,29,49.261578,-123.174412,486909.99,5456149.41,487709.99,5456949.41,EPSG:32610,1254,332,332,2,331,0.997,1.574288,0.439313,1.490385,0.4159,0.99268,1124
chicago_0567,chicago,567,41.978988,-87.667409,444308.44,4647258.65,445108.44,4648058.65,EPSG:32616,2000,525,525,1,525,1.0,1.551706,0.433012,1.517284,0.423406,0.994333,1848
houston_0906,houston,906,29.733207,-95.352473,272072.3,3291140.6,272872.3,3291940.6,EPSG:32615,460,122,122,2,121,0.9918,1.530054,0.42697,1.504208,0.419757,0.995719,348
brasilia_2417,brasilia,2417,-15.605468,-47.642839,216203.82,8272545.62,217003.82,8273345.62,EPSG:32723,254,70,70,3,68,0.9714,1.492622,0.416524,1.578562,0.440506,0.997658,200
detroit_0057,detroit,57,42.36682,-83.207174,317856.5,4692464.74,318656.5,4693264.74,EPSG:32617,1132,292,292,1,292,1.0,1.489417,0.41563,1.430689,0.399241,0.997797,1008
cairo_1800,cairo,1800,30.21572,31.713081,375743.78,3342989.41,376543.78,3343789.41,EPSG:32636,346,88,88,3,86,0.9773,1.457301,0.406667,1.376033,0.383989,0.998956,256
chicago_0880,chicago,880,41.770511,-87.578617,451508.44,4624058.65,452308.44,4624858.65,EPSG:32616,1466,374,374,2,373,0.9973,1.502997,0.419419,1.428942,0.398754,0.997179,1344
chicago_0829,chicago,829,41.719976,-87.597399,449908.44,4618458.65,450708.44,4619258.65,EPSG:32616,1360,357,357,1,357,1.0,1.575808,0.439738,1.638721,0.457294,0.992561,1230
chicago_0237,chicago,237,41.920936,-87.734338,438708.44,4640858.65,439508.44,4641658.65,EPSG:32616,1692,425,425,1,425,1.0,1.435568,0.400603,1.375034,0.38371,0.999497,1552
chicago_0118,chicago,118,41.949502,-87.773274,435508.44,4644058.65,436308.44,4644858.65,EPSG:32616,1656,406,406,1,406,1.0,1.414095,0.394611,1.334827,0.37249,0.99984,1484
chicago_0953,chicago,953,41.69869,-87.5299,455508.44,4616058.65,456308.44,4616858.65,EPSG:32616,1632,408,408,1,408,1.0,1.458713,0.407061,1.399524,0.390544,0.998914,1462
chicago_0312,chicago,312,41.841804,-87.714161,440308.44,4632058.65,441108.44,4632858.65,EPSG:32616,1734,427,427,1,427,1.0,1.44516,0.40328,1.371061,0.382602,0.999282,1558
cleveland_0177,cleveland,177,41.401285,-81.718894,439507.88,4583154.41,440307.88,4583954.41,EPSG:32617,900,240,240,1,240,1.0,1.554143,0.433692,1.493929,0.416889,0.994164,776
detroit_0090,detroit,90,42.345408,-83.196712,318656.5,4690064.74,319456.5,4690864.74,EPSG:32617,1142,304,304,2,302,0.9934,1.55214,0.433133,1.455152,0.406068,0.994303,1000
chicago_0717,chicago,717,41.683796,-87.625901,447508.44,4614458.65,448308.44,4615258.65,EPSG:32616,1808,479,479,2,478,0.9979,1.592098,0.444283,1.662533,0.463939,0.991227,1634
chicago_0802,chicago,802,41.748747,-87.607287,449108.44,4621658.65,449908.44,4622458.65,EPSG:32616,2062,514,514,2,513,0.9981,1.565985,0.436996,1.4557,0.406221,0.993312,1878
chicago_0094,chicago,94,41.963846,-87.783102,434708.44,4645658.65,435508.44,4646458.65,EPSG:32616,1074,288,288,1,288,1.0,1.546237,0.431486,1.545129,0.431176,0.994701,986
chicago_0715,chicago,715,41.669385,-87.625761,447508.44,4612858.65,448308.44,4613658.65,EPSG:32616,1586,397,397,1,397,1.0,1.509361,0.421195,1.452474,0.405321,0.996863,1426
minneapolis_0274,minneapolis,274,44.930569,-93.321614,474221.29,4974887.85,475021.29,4975687.85,EPSG:32615,684,183,183,2,179,0.9781,1.462914,0.408234,1.345878,0.375574,0.998784,586
chicago_0408,chicago,408,41.899562,-87.695515,441908.44,4638458.65,442708.44,4639258.65,EPSG:32616,1116,319,319,2,318,0.9969,1.556512,0.434353,1.511199,0.421708,0.993998,984
denver_0349,denver,349,39.764625,-104.909193,507377.82,4401237.36,508177.82,4402037.36,EPSG:32613,712,189,189,4,185,0.9788,1.566521,0.437146,1.516328,0.423139,0.993272,582
chicago_0445,chicago,445,41.81316,-87.684948,442708.44,4628858.65,443508.44,4629658.65,EPSG:32616,1046,285,285,2,284,0.9965,1.586095,0.442608,1.536942,0.428892,0.991731,944
chicago_0803,chicago,803,41.755952,-87.607355,449108.44,4622458.65,449908.44,4623258.65,EPSG:32616,1974,491,491,1,491,1.0,1.447956,0.40406,1.408406,0.393023,0.999212,1784
chicago_0065,chicago,65,41.776455,-87.790444,433908.44,4624858.65,434708.44,4625658.65,EPSG:32616,1430,381,381,2,380,0.9974,1.553916,0.433629,1.558236,0.434834,0.99418,1312
chicago_0934,chicago,934,41.655413,-87.539153,454708.44,4611258.65,455508.44,4612058.65,EPSG:32616,1008,265,265,2,264,0.9962,1.563368,0.436266,1.560409,0.435441,0.993505,890
chicago_0874,chicago,874,41.72728,-87.578229,451508.44,4619258.65,452308.44,4620058.65,EPSG:32616,1480,386,386,1,386,1.0,1.494388,0.417017,1.478607,0.412613,0.99758,1346
denver_0258,denver,258,39.728607,-104.946581,504177.82,4397237.36,504977.82,4398037.36,EPSG:32613,1124,298,298,1,298,1.0,1.589781,0.443637,1.468395,0.409764,0.991423,1008
chicago_0301,chicago,301,41.762549,-87.713282,440308.44,4623258.65,441108.44,4624058.65,EPSG:32616,1168,299,299,3,297,0.9933,1.433613,0.400057,1.455263,0.406099,0.999536,1046
chicago_0676,chicago,676,41.698154,-87.635654,446708.44,4616058.65,447508.44,4616858.65,EPSG:32616,1524,378,378,2,377,0.9974,1.525175,0.425608,1.527428,0.426237,0.996005,1332
chicago_0169,chicago,169,41.942426,-87.753887,437108.44,4643258.65,437908.44,4644058.65,EPSG:32616,1262,310,310,1,310,1.0,1.52957,0.426835,1.524879,0.425526,0.995748,1084
chicago_0234,chicago,234,41.899322,-87.734091,438708.44,4638458.65,439508.44,4639258.65,EPSG:32616,974,265,265,3,263,0.9925,1.542363,0.430404,1.448472,0.404204,0.994955,868
chicago_0387,chicago,387,41.748256,-87.69388,441908.44,4621658.65,442708.44,4622458.65,EPSG:32616,1258,318,318,2,317,0.9969,1.44089,0.402088,1.387182,0.387101,0.999383,1150
houston_0163,houston,163,29.651134,-95.499278,257672.3,3282340.6,258472.3,3283140.6,EPSG:32615,234,80,80,3,73,0.9125,1.558208,0.434826,1.769745,0.493857,0.993878,170
cairo_2053,cairo,2053,30.238087,31.787612,382943.78,3345389.41,383743.78,3346189.41,EPSG:32636,210,58,58,2,57,0.9828,1.575724,0.439714,1.455532,0.406174,0.992567,138
brasilia_1715,brasilia,1715,-15.624817,-47.82949,196203.82,8270145.62,197003.82,8270945.62,EPSG:32723,80,32,32,6,27,0.8438,1.376055,0.383996,1.371152,0.382627,0.999978,56
houston_0901,houston,901,29.697138,-95.351631,272072.3,3287140.6,272872.3,3287940.6,EPSG:32615,310,76,76,1,76,1.0,1.518617,0.423778,1.546713,0.431618,0.996373,228
portland_0260,portland,260,45.573324,-122.667328,525556.84,5046296.47,526356.84,5047096.47,EPSG:32610,656,180,180,3,178,0.9889,1.463627,0.408433,1.460739,0.407627,0.998761,568
chicago_0952,chicago,952,41.691485,-87.529841,455508.44,4615258.65,456308.44,4616058.65,EPSG:32616,998,250,250,3,248,0.992,1.568059,0.437575,1.662766,0.464004,0.993157,872
vancouver_0003,vancouver,3,49.261523,-123.207398,484509.99,5456149.41,485309.99,5456949.41,EPSG:32610,918,252,252,1,252,1.0,1.520663,0.424349,1.33084,0.371378,0.99626,800
houston_1157,houston,1157,29.784579,-95.304033,276872.3,3296740.6,277672.3,3297540.6,EPSG:32615,280,78,78,1,78,1.0,1.594823,0.445044,1.591888,0.444225,0.990993,230
cairo_1767,cairo,1767,30.208421,31.704865,374943.78,3342189.41,375743.78,3342989.41,EPSG:32636,128,37,37,3,34,0.9189,1.571486,0.438532,1.600419,0.446606,0.992896,78
hanoi_0360,hanoi,360,21.272191,105.406317,541751.27,2351926.51,542551.27,2352726.51,EPSG:32648,156,35,35,1,35,1.0,1.539695,0.42966,1.393637,0.388902,0.995126,88
chicago_0678,chicago,678,41.712564,-87.635796,446708.44,4617658.65,447508.44,4618458.65,EPSG:32616,1322,342,342,3,316,0.924,1.494977,0.417181,1.629957,0.454848,0.997553,1086
chicago_0941,chicago,941,41.705851,-87.539574,454708.44,4616858.65,455508.44,4617658.65,EPSG:32616,1362,344,344,2,343,0.9971,1.510039,0.421384,1.415071,0.394883,0.996828,1230
chicago_0644,chicago,644,41.806178,-87.646352,445908.44,4628058.65,446708.44,4628858.65,EPSG:32616,1096,303,303,2,302,0.9967,1.571112,0.438427,1.545816,0.431368,0.992925,966
chicago_0647,chicago,647,41.827793,-87.646569,445908.44,4630458.65,446708.44,4631258.65,EPSG:32616,1908,540,540,2,539,0.9981,1.454448,0.405871,1.463425,0.408377,0.999038,1776
