patch_id,city_code,n_buildings,building_density,mean_building_footprint,std_building_footprint,mean_nn_distance,std_nn_distance
prague_0428,prague,436,0.0658,96.52,61.11,14.05,19.68
prague_0424,prague,464,0.1661,229.16,244.1,16.41,11.0
prague_0224,prague,716,0.0907,81.06,131.02,14.73,8.06
prague_0371,prague,1152,0.3973,220.71,239.85,13.84,6.48
prague_0135,prague,594,0.1377,148.32,255.82,13.71,12.81
prague_0254,prague,70,0.006,54.61,35.96,22.4,22.23
prague_0540,prague,283,0.0456,103.16,173.42,16.5,11.43
prague_0467,prague,531,0.1878,226.39,351.37,17.3,12.95
prague_0562,prague,372,0.0707,121.64,119.68,16.07,8.74
prague_0708,prague,121,0.0216,114.13,71.24,16.01,14.86
quito_1084,quito,61,0.0019,20.08,30.83,23.98,48.29
quito_1039,quito,0,0.0,,,,
quito_0132,quito,123,0.0225,117.04,74.3,16.19,10.45
quito_0989,quito,0,0.0,,,,
quito_0243,quito,233,0.0483,132.59,68.65,13.59,8.91
quito_0454,quito,68,0.0157,147.97,89.25,12.2,6.84
quito_0220,quito,615,0.1063,110.67,104.95,11.6,12.83
quito_0168,quito,35,0.0086,156.97,121.97,45.78,64.49
quito_0934,quito,694,0.1415,130.53,464.51,12.01,7.82
quito_1218,quito,10,0.0019,122.79,20.38,17.7,0.83
quito_0504,quito,255,0.071,178.28,280.09,15.4,12.18
quito_0605,quito,688,0.305,283.68,992.55,15.42,8.09
quito_1219,quito,1,0.0002,100.82,0.0,,
quito_1363,quito,16,0.0072,286.75,574.32,39.93,39.29
quito_1035,quito,166,0.019,73.38,99.52,9.93,10.1
quito_0857,quito,26,0.0074,182.34,157.33,20.5,9.91
quito_0745,quito,1191,0.2739,147.18,115.93,10.67,5.42
quito_0188,quito,31,0.0058,119.59,105.99,34.5,37.51
quito_0218,quito,128,0.0275,137.39,207.5,14.89,12.0
quito_1471,quito,1,0.0003,164.09,0.0,,
quito_0660,quito,108,0.0617,365.58,530.2,28.86,20.29
quito_0899,quito,287,0.0745,166.1,202.73,14.58,8.65
quito_1491,quito,2,0.0009,303.78,299.16,405.93,0.0
quito_0905,quito,2,0.0004,130.31,57.66,513.68,0.0
quito_1116,quito,156,0.0598,245.31,348.77,21.93,34.93
quito_0399,quito,279,0.0655,150.19,84.07,12.25,9.93
quito_1080,quito,582,0.0695,76.47,57.06,11.57,9.38
quito_0359,quito,434,0.1231,181.58,847.74,16.49,8.88
quito_0155,quito,730,0.1356,118.89,110.69,12.33,9.5
quito_1068,quito,47,0.0165,224.7,335.26,30.4,26.47
quito_0324,quito,58,0.0053,58.98,44.4,12.11,6.15
quito_1314,quito,0,0.0,,,,
quito_0702,quito,68,0.0813,765.61,1835.91,42.13,39.43
quito_0415,quito,437,0.0631,92.42,62.51,14.87,8.11
quito_0325,quito,343,0.0405,75.52,85.64,12.24,9.11
quito_0192,quito,103,0.0278,172.94,253.58,17.98,18.18
quito_1354,quito,1,0.0082,5244.39,0.0,,
quito_0149,quito,12,0.0032,173.23,156.26,50.82,30.45
quito_0590,quito,0,0.0,,,,
quito_0598,quito,239,0.0239,63.91,48.02,9.1,5.5
quito_1596,quito,27,0.0125,296.71,293.01,39.48,67.94
quito_0252,quito,463,0.089,123.05,257.03,10.9,9.1
quito_0562,quito,226,0.1244,352.36,1670.41,14.58,11.52
quito_0712,quito,874,0.1394,102.1,263.82,11.21,6.76
quito_0741,quito,66,0.0218,211.0,322.54,26.29,44.73
quito_0806,quito,21,0.005,152.76,123.49,16.16,21.28
quito_0601,quito,277,0.1463,337.99,332.83,22.58,12.42
quito_1060,quito,2,0.0004,131.9,21.09,182.01,0.0
quito_0536,quito,136,0.0246,115.67,85.33,14.32,8.87
quito_1595,quito,0,0.0,,,,
quito_0541,quito,69,0.01,92.9,87.79,15.07,12.16
quito_0384,quito,80,0.0441,353.15,339.33,33.93,40.61
quito_0335,quito,234,0.0351,95.87,102.71,13.74,14.63
quito_0156,quito,362,0.058,102.48,77.48,11.9,7.68
riga_0278,riga,725,0.271,239.22,249.37,18.59,6.96
riga_0387,riga,9,0.009,642.65,705.42,95.89,84.89
riga_0219,riga,9,0.0027,189.1,326.96,28.94,28.43
riga_0368,riga,1,0.0,29.47,0.0,,
riga_0298,riga,185,0.1321,456.96,1171.47,28.57,14.92
riga_0342,riga,194,0.0947,312.34,540.24,28.45,13.99
riga_0161,riga,23,0.0239,665.25,355.28,43.31,93.64
riga_0108,riga,240,0.1357,361.76,657.01,30.45,13.63
riga_0228,riga,125,0.1665,852.43,1665.87,37.98,26.72
riga_0034,riga,288,0.1158,257.22,366.39,27.32,12.11
riga_0043,riga,33,0.02,387.39,430.45,37.02,38.53
riga_0471,riga,17,0.0115,434.12,742.18,55.37,87.95
riga_0385,riga,77,0.0125,103.58,216.96,20.95,18.29
riga_0401,riga,9,0.0094,668.38,560.01,81.92,103.05
riga_0434,riga,167,0.0856,327.98,438.56,27.81,19.23
riga_0106,riga,340,0.16,301.26,602.78,25.61,12.67
riga_0287,riga,150,0.0917,391.35,495.66,32.38,18.94
rotterdam_0180,rotterdam,978,0.1931,126.39,360.55,10.52,13.05
rotterdam_0198,rotterdam,1115,0.0991,56.89,352.65,5.96,7.31
rotterdam_0114,rotterdam,1492,0.1066,45.71,101.95,6.93,5.61
rotterdam_0092,rotterdam,2219,0.3158,91.1,190.23,7.1,5.16
rotterdam_0087,rotterdam,628,0.144,146.77,630.43,8.28,8.45
rotterdam_0075,rotterdam,1678,0.2327,88.76,237.96,7.42,8.22
saltlakecity_0010,saltlakecity,7,0.1412,12909.1,26571.15,245.12,97.01
saltlakecity_0214,saltlakecity,1109,0.2214,127.75,124.4,12.62,5.19
saltlakecity_0040,saltlakecity,6,0.4399,46920.88,848.29,266.68,17.34
saltlakecity_0192,saltlakecity,935,0.2246,153.7,471.56,14.25,7.1
saltlakecity_0108,saltlakecity,450,0.1459,207.47,423.04,17.49,15.37
saltlakecity_0198,saltlakecity,347,0.2664,491.35,744.06,23.31,12.29
saltlakecity_0088,saltlakecity,11,0.0713,4148.31,6348.82,99.54,87.31
saltlakecity_0180,saltlakecity,818,0.2146,167.93,344.01,14.05,10.43
saltlakecity_0015,saltlakecity,8,0.2955,23639.93,14375.68,248.2,31.06
saltlakecity_0143,saltlakecity,267,0.1259,301.81,480.16,19.05,13.79
saltlakecity_0128,saltlakecity,699,0.1359,124.42,180.23,15.77,6.01
saltlakecity_0142,saltlakecity,506,0.1028,130.09,156.92,14.71,9.06
saltlakecity_0031,saltlakecity,13,0.2966,14603.1,12756.73,166.67,59.8
saltlakecity_0150,saltlakecity,48,0.1608,2144.24,2253.64,60.51,44.51
saltlakecity_0153,saltlakecity,99,0.2131,1377.56,2389.75,41.28,25.53
saltlakecity_0066,saltlakecity,26,0.0907,2231.8,3223.3,54.28,33.63
saltlakecity_0162,saltlakecity,241,0.2785,739.46,1830.76,28.06,18.96
saltlakecity_0118,saltlakecity,445,0.1492,214.63,599.63,19.28,7.71
sarajevo_0066,sarajevo,304,0.1998,420.63,783.09,25.22,15.26
seattle_0115,seattle,1464,0.2336,102.12,73.19,12.46,3.42
seattle_0112,seattle,1259,0.2548,129.51,233.97,11.97,5.23
seattle_0096,seattle,603,0.1826,193.83,739.55,16.73,10.38
seattle_0337,seattle,787,0.1804,146.73,192.28,15.82,6.05
seattle_0134,seattle,363,0.3812,672.14,1235.06,25.61,14.81
seattle_0328,seattle,891,0.1951,140.16,149.59,15.62,4.45
seattle_0179,seattle,847,0.1796,135.69,90.7,15.81,5.29
seattle_0116,seattle,1027,0.1915,119.32,167.84,13.73,4.83
seattle_0012,seattle,787,0.2075,168.78,79.88,16.82,4.8
seattle_0140,seattle,890,0.1894,136.16,144.54,13.77,6.14
seattle_0144,seattle,954,0.1997,133.98,215.01,14.37,5.59
seattle_0365,seattle,438,0.1043,152.45,94.67,17.88,12.41
seattle_0168,seattle,879,0.2992,217.85,406.66,13.92,8.0
seattle_0414,seattle,124,0.0515,265.66,132.16,27.26,9.66
skopje_0144,skopje,457,0.0751,105.23,69.6,15.22,8.81
skopje_0147,skopje,220,0.1751,509.24,996.11,23.92,20.01
sofia_0143,sofia,238,0.1053,283.09,249.99,27.72,16.89
sofia_0067,sofia,134,0.0676,322.84,1415.58,12.38,22.3
sofia_0130,sofia,30,0.0794,1693.32,3195.65,70.07,41.3
sofia_0188,sofia,255,0.1606,403.09,449.47,30.45,15.91
sofia_0350,sofia,38,0.0355,598.19,1062.27,52.85,50.43
sofia_0127,sofia,179,0.1224,437.76,856.61,26.14,17.7
sofia_0065,sofia,61,0.0432,453.2,463.58,40.4,27.99
sofia_0398,sofia,88,0.145,1054.5,2417.65,34.71,32.76
sofia_0380,sofia,928,0.1422,98.08,103.57,12.14,6.1
sofia_0330,sofia,315,0.1802,366.04,509.13,25.96,16.72
sofia_0265,sofia,489,0.2311,302.47,765.13,16.44,14.23
sofia_0186,sofia,245,0.1925,502.94,552.3,32.25,15.64
sofia_0135,sofia,582,0.1331,146.4,152.91,19.17,7.98
sofia_0349,sofia,195,0.1084,355.88,448.53,28.09,21.18
stockholm_0112,stockholm,466,0.3306,454.03,566.66,23.85,10.03
stockholm_0037,stockholm,766,0.1291,107.9,171.85,18.25,6.85
stockholm_0086,stockholm,398,0.1229,197.61,285.89,22.13,12.32
stockholm_0186,stockholm,176,0.0804,292.31,338.1,25.14,16.7
stockholm_0078,stockholm,205,0.2281,711.98,1074.31,31.91,16.8
stockholm_0119,stockholm,221,0.0861,249.2,433.47,22.85,12.02
tallinn_0123,tallinn,590,0.1824,197.86,288.24,19.21,11.05
tallinn_0213,tallinn,73,0.1655,1450.89,3034.3,51.75,29.91
tallinn_0241,tallinn,1238,0.1293,66.83,94.23,12.43,5.77
tallinn_0091,tallinn,145,0.1455,642.14,886.24,38.93,25.29
tallinn_0160,tallinn,332,0.2781,536.11,782.39,25.15,13.8
tallinn_0238,tallinn,55,0.0194,226.17,404.24,32.19,30.75
tallinn_0095,tallinn,14,0.0123,562.83,562.31,61.64,40.93
tashkent_0181,tashkent,333,0.1889,363.04,438.49,27.29,13.65
tashkent_0121,tashkent,600,0.2107,224.73,116.0,19.12,5.38
tashkent_0274,tashkent,192,0.0866,288.59,435.65,22.77,11.43
tashkent_0428,tashkent,658,0.1871,182.03,166.79,20.31,7.12
tashkent_0596,tashkent,379,0.1771,299.02,648.48,22.14,18.93
tashkent_0225,tashkent,384,0.2291,381.87,410.29,25.26,12.79
tashkent_0314,tashkent,121,0.1944,1028.08,2948.2,39.5,23.39
tashkent_0684,tashkent,230,0.1195,332.45,325.21,27.52,15.3
tashkent_0144,tashkent,371,0.2351,405.48,425.79,26.08,12.82
tashkent_0034,tashkent,1074,0.2292,136.61,138.38,16.02,4.01
tashkent_0414,tashkent,822,0.2708,210.8,374.98,17.16,9.54
tashkent_0193,tashkent,251,0.21,535.42,505.22,34.44,15.34
tashkent_0202,tashkent,581,0.1742,191.92,378.19,16.83,9.26
tashkent_0618,tashkent,252,0.1881,477.77,837.8,29.21,15.21
tashkent_0161,tashkent,267,0.1303,312.36,1398.79,24.53,22.68
tashkent_0176,tashkent,352,0.1566,284.68,207.85,23.88,9.81
tashkent_0454,tashkent,453,0.2228,314.76,585.38,23.47,14.8
tashkent_0639,tashkent,487,0.2283,300.05,482.59,23.36,9.87
tashkent_0060,tashkent,513,0.2926,365.01,495.12,21.97,9.44
tashkent_0858,tashkent,24,0.0286,761.87,623.83,44.4,13.24
tashkent_0585,tashkent,162,0.2659,1050.29,2696.48,40.92,20.56
tashkent_0160,tashkent,685,0.1777,166.05,373.05,17.03,8.42
tashkent_0124,tashkent,229,0.1677,468.77,658.47,33.34,17.12
tashkent_0295,tashkent,82,0.2379,1856.53,4396.54,45.26,29.42
tashkent_0634,tashkent,287,0.1897,423.0,536.93,27.03,10.19
tashkent_0774,tashkent,474,0.1535,207.23,224.06,21.09,7.62
tashkent_0566,tashkent,330,0.14,271.49,634.07,19.85,12.23
tashkent_0260,tashkent,195,0.1132,371.46,886.0,27.69,23.93
tashkent_0198,tashkent,505,0.2139,271.13,291.11,21.06,12.03
tashkent_0264,tashkent,299,0.1568,335.67,772.77,23.49,16.65
tbilisi_0164,tbilisi,653,0.1414,138.59,142.6,16.2,7.07
tbilisi_0239,tbilisi,367,0.2025,353.12,298.62,24.02,10.91
tbilisi_0701,tbilisi,167,0.1045,400.38,1384.17,24.36,20.87
tbilisi_0543,tbilisi,494,0.2033,263.34,589.33,20.31,11.16
tbilisi_0459,tbilisi,815,0.1077,84.54,44.21,16.11,5.49
tbilisi_0657,tbilisi,70,0.0709,648.15,1884.65,31.68,23.98
tbilisi_0340,tbilisi,943,0.2573,174.6,220.34,15.32,6.99
tbilisi_0412,tbilisi,3,0.0005,105.28,84.88,279.64,163.0
tbilisi_0335,tbilisi,360,0.097,172.42,309.34,13.49,8.36
tbilisi_0665,tbilisi,234,0.0754,206.27,119.03,31.2,13.25
tbilisi_0389,tbilisi,303,0.1106,233.57,312.94,21.35,13.75
tbilisi_0091,tbilisi,147,0.0372,161.84,129.42,23.67,18.9
tbilisi_0061,tbilisi,362,0.1309,231.34,216.99,24.77,9.95
tbilisi_0533,tbilisi,321,0.1069,213.23,447.58,22.27,13.97
tbilisi_0378,tbilisi,1453,0.4132,181.98,218.5,12.66,5.91
toronto_0634,toronto,701,0.1792,163.61,249.57,14.38,6.84
toronto_0035,toronto,510,0.1399,175.55,206.43,16.97,6.56
toronto_0250,toronto,751,0.1963,167.33,181.39,14.83,7.51
toronto_0534,toronto,955,0.2388,160.05,370.51,11.0,7.92
toronto_0034,toronto,700,0.1782,162.93,87.11,14.58,3.57
toronto_0388,toronto,1124,0.2721,154.92,274.28,9.43,7.03
toronto_0594,toronto,730,0.2567,225.01,570.57,12.19,11.5
toronto_0338,toronto,626,0.1774,181.41,156.77,16.07,6.07
toronto_0286,toronto,909,0.2216,156.0,189.86,12.53,6.7
toronto_0094,toronto,511,0.1544,193.33,101.19,17.61,7.7
toronto_0557,toronto,1096,0.2376,138.76,199.94,10.24,4.96
toronto_0601,toronto,749,0.1636,139.76,106.0,13.61,3.31
toronto_0273,toronto,637,0.2059,206.87,180.69,16.69,5.77
toronto_0374,toronto,1071,0.2532,151.33,181.23,10.41,4.69
toronto_0452,toronto,912,0.2202,154.5,470.81,11.46,8.84
toronto_0466,toronto,304,0.2684,565.06,933.21,23.46,18.26
toronto_0403,toronto,236,0.5048,1368.93,2163.05,30.77,18.85
toronto_0602,toronto,685,0.1715,160.25,256.39,14.41,6.79
toronto_0070,toronto,112,0.1283,733.31,2250.03,22.37,26.98
toronto_0194,toronto,1369,0.2296,107.36,73.24,8.92,3.09
toronto_0411,toronto,1246,0.2414,124.0,199.86,9.89,5.95
toronto_0197,toronto,271,0.1463,345.52,917.72,17.55,13.53
toronto_0152,toronto,325,0.1294,254.83,373.12,20.34,12.29
toronto_0295,toronto,305,0.1544,323.99,779.75,21.26,14.32
toronto_0391,toronto,893,0.3015,216.11,631.42,12.52,9.18
toronto_0689,toronto,685,0.1806,168.76,194.31,15.62,10.41
toronto_0433,toronto,475,0.1727,232.66,622.46,15.06,13.36
toronto_0238,toronto,121,0.0247,130.73,112.38,19.5,19.29
turin_0079,turin,246,0.2424,630.66,2483.93,24.68,19.92
turin_0185,turin,259,0.3059,755.8,6275.33,21.46,15.12
turin_0049,turin,216,0.1911,566.13,551.93,28.74,14.66
turin_0034,turin,58,0.4674,5157.22,15925.2,51.94,59.23
turin_0035,turin,71,0.399,3596.72,24919.31,48.5,50.96
turin_0123,turin,315,0.1978,401.9,532.09,23.15,14.38
turin_0030,turin,21,0.0204,621.21,1113.78,39.52,34.64
vancouver_0026,vancouver,1336,0.2215,106.1,57.26,12.89,3.68
vancouver_0173,vancouver,1252,0.2242,114.59,81.26,10.48,3.63
vancouver_0116,vancouver,1636,0.2549,99.73,54.59,10.8,3.74
vancouver_0017,vancouver,1149,0.2006,111.72,61.68,13.64,4.08
vancouver_0029,vancouver,1569,0.2639,107.63,135.48,10.89,3.44
vancouver_0003,vancouver,1464,0.2538,110.93,99.24,11.09,3.36
vancouver_0141,vancouver,1176,0.222,120.79,118.86,11.35,3.29
vancouver_0153,vancouver,1546,0.2589,107.2,87.13,10.81,2.83
vancouver_0172,vancouver,1378,0.2216,102.91,111.01,10.73,3.72
vancouver_0108,vancouver,1574,0.2519,102.42,96.79,10.73,3.89
vancouver_0159,vancouver,1499,0.2479,105.84,94.06,10.25,3.74
vancouver_0140,vancouver,1124,0.2032,115.69,105.71,11.94,5.01
vancouver_0105,vancouver,1328,0.2314,111.5,106.11,11.97,3.73
vancouver_0128,vancouver,1328,0.2283,110.03,147.24,11.4,3.89
vancouver_0038,vancouver,1051,0.2651,161.45,173.65,13.35,5.63
vancouver_0011,vancouver,1370,0.2324,108.58,233.55,12.06,5.64
vancouver_0073,vancouver,1487,0.2817,121.26,128.97,11.51,4.97
vancouver_0195,vancouver,1617,0.2579,102.08,82.6,10.54,3.41
vancouver_0121,vancouver,1245,0.2738,140.77,247.0,11.65,5.63
vancouver_0060,vancouver,686,0.1703,158.84,195.9,18.5,5.57
vancouver_0020,vancouver,1413,0.2493,112.92,137.46,11.15,3.51
vancouver_0137,vancouver,366,0.2191,383.18,604.56,17.12,15.06
vancouver_0090,vancouver,726,0.2252,198.49,255.26,17.12,7.36
vancouver_0139,vancouver,1369,0.2295,107.28,312.28,11.54,3.6
vancouver_0036,vancouver,1306,0.2215,108.55,61.75,12.97,4.51
vancouver_0158,vancouver,1185,0.2311,124.82,193.89,11.17,5.55
vancouver_0182,vancouver,1265,0.2159,109.21,231.38,10.76,4.49
vancouver_0102,vancouver,461,0.269,373.46,995.05,16.85,15.17
vancouver_0193,vancouver,1100,0.2619,152.39,216.83,12.69,7.17
vancouver_0047,vancouver,363,0.1737,306.17,812.42,21.04,14.22
