patch_id,city_code,circuity,total_network_length,total_straight_length,n_edges_in_circuity
portland_0322,portland,1.000614,17080.31,17069.83,214
portland_0406,portland,1.031437,7229.77,7009.42,101
portland_0188,portland,1.017147,13326.79,13102.13,317
portland_0411,portland,1.029704,10993.49,10676.36,171
portland_0302,portland,1.005005,12352.67,12291.16,156
portland_0369,portland,1.02593,13951.15,13598.53,200
portland_0415,portland,1.013813,11859.95,11698.36,182
portland_0375,portland,1.039656,12183.48,11718.75,199
portland_0208,portland,1.004179,10296.65,10253.81,138
portland_0360,portland,1.019317,7431.81,7290.97,89
portland_0336,portland,1.011198,12719.17,12578.32,235
portland_0317,portland,1.010937,14462.37,14305.91,265
portland_0568,portland,1.039143,4306.6,4144.38,82
portland_0315,portland,1.030749,13222.5,12828.06,221
portland_0399,portland,1.008347,9551.06,9471.99,112
portland_0376,portland,1.038055,12058.71,11616.64,258
portland_0236,portland,1.189097,9761.99,8209.58,157
portland_0235,portland,1.054346,17733.17,16819.11,399
portland_0299,portland,1.045143,15699.12,15021.03,429
portland_0388,portland,1.006486,8124.23,8071.87,82
portland_0410,portland,1.028577,12155.34,11817.63,197
portland_0373,portland,1.009214,10380.62,10285.85,216
portland_0392,portland,1.01935,13141.78,12892.31,219
portland_0274,portland,1.034218,25430.04,24588.67,852
portland_0333,portland,1.044721,12363.84,11834.58,192
portland_0499,portland,1.116217,10351.63,9273.85,202
portland_0099,portland,1.026244,10904.11,10625.26,130
portland_0443,portland,1.021164,3348.33,3278.93,55
portland_0418,portland,1.010577,13050.76,12914.17,203
portland_0475,portland,1.013076,8885.44,8770.75,266
portland_0467,portland,1.073182,17273.27,16095.38,485
portland_0397,portland,1.046414,9234.22,8824.63,147
portland_0486,portland,1.033325,12412.66,12012.35,414
portland_0164,portland,1.045038,13030.02,12468.47,187
portland_0078,portland,1.045359,6538.28,6254.58,78
portland_0162,portland,1.086266,7551.59,6951.88,132
portland_0273,portland,1.043054,21169.35,20295.54,593
portland_0478,portland,1.169162,7053.16,6032.66,103
portland_0436,portland,1.085534,11834.17,10901.7,257
portland_0261,portland,1.054512,10668.52,10117.03,181
portland_0076,portland,1.08998,6543.89,6003.68,71
portland_0247,portland,1.065952,2998.06,2812.57,77
portland_0063,portland,1.059332,4869.49,4596.75,186
portland_0272,portland,1.071513,17309.52,16154.28,467
portland_0363,portland,1.10149,7234.92,6568.3,147
portland_0262,portland,1.092361,4472.02,4093.9,72
portland_0151,portland,1.054847,8940.64,8475.77,143
portland_0200,portland,1.181985,13444.9,11374.85,343
prague_0755,prague,1.015602,6481.35,6381.78,105
prague_0508,prague,1.047731,36955.05,35271.5,1471
prague_0297,prague,1.053189,6876.93,6529.62,178
prague_0335,prague,1.089415,6496.08,5962.91,151
prague_0223,prague,1.07573,13054.29,12135.28,230
prague_0189,prague,1.029354,22524.3,21881.97,608
prague_0107,prague,1.052914,9187.05,8725.36,144
prague_0401,prague,1.06315,8983.62,8450.0,279
prague_0428,prague,1.04117,14980.12,14387.77,304
prague_0424,prague,1.097776,23699.46,21588.62,636
prague_0224,prague,1.031481,14126.55,13695.41,327
prague_0371,prague,1.101272,24534.44,22278.26,725
prague_0135,prague,1.05268,19807.23,18816.0,541
prague_0254,prague,1.170168,6916.29,5910.51,66
prague_0540,prague,1.029191,7542.0,7328.08,114
prague_0467,prague,1.025694,39425.72,38438.1,1654
prague_0562,prague,1.043474,8871.3,8501.69,122
prague_0708,prague,1.076579,4094.22,3802.99,84
quito_1084,quito,1.003172,3728.46,3716.67,41
quito_1039,quito,1.012655,6693.35,6609.7,84
quito_0132,quito,1.001689,19874.0,19840.48,424
quito_0989,quito,1.067163,11908.67,11159.19,173
quito_0243,quito,1.01293,17495.38,17272.05,278
quito_0454,quito,1.021903,4541.56,4444.22,54
quito_0220,quito,1.051264,16434.46,15633.05,276
quito_0168,quito,1.008087,15033.04,14912.44,184
quito_0934,quito,1.036273,7426.9,7166.93,125
quito_1218,quito,1.017043,3349.13,3293.0,45
quito_0504,quito,1.035736,14374.03,13878.09,299
quito_0605,quito,1.100356,29259.26,26590.73,799
quito_1219,quito,1.03263,6018.68,5828.5,78
quito_1363,quito,1.012724,5644.4,5573.48,64
quito_1035,quito,1.033472,9004.42,8712.78,164
quito_0857,quito,1.040452,6481.98,6229.97,93
quito_0745,quito,1.092899,13066.08,11955.43,224
quito_0188,quito,1.00686,11238.05,11161.48,153
quito_0218,quito,1.072532,7960.24,7421.92,105
quito_1471,quito,1.088338,3601.21,3308.91,31
quito_0660,quito,1.019455,13223.36,12971.01,261
quito_0899,quito,1.206422,4127.61,3421.36,57
quito_1491,quito,1.022841,2903.92,2839.07,31
quito_0905,quito,1.014559,7994.92,7880.19,105
quito_1116,quito,1.038248,9441.72,9093.9,158
quito_0399,quito,1.0233,9493.84,9277.67,75
quito_1080,quito,1.056953,9520.59,9007.58,133
quito_0359,quito,1.034157,7819.92,7561.64,101
quito_0155,quito,1.048235,11595.74,11062.16,168
quito_1068,quito,1.03598,2993.71,2889.74,39
quito_0324,quito,1.033797,8208.74,7940.38,90
quito_1314,quito,1.049294,5560.44,5299.22,66
quito_0702,quito,1.064338,9037.21,8490.92,152
quito_0415,quito,1.060552,4012.25,3783.17,54
quito_0325,quito,1.041302,8245.83,7918.76,112
quito_0192,quito,1.037541,14577.62,14050.16,260
quito_1354,quito,1.023675,1754.57,1713.99,32
quito_0149,quito,1.028001,13285.23,12923.36,202
quito_0590,quito,1.078683,5483.82,5083.81,70
quito_0598,quito,1.208626,4427.65,3663.37,42
quito_1596,quito,1.027037,8338.95,8119.43,129
quito_0252,quito,1.028576,12156.67,11818.94,229
quito_0562,quito,1.040087,7237.2,6958.27,105
quito_0712,quito,1.155714,7459.27,6454.25,110
quito_0741,quito,1.021549,7144.56,6993.85,97
quito_0806,quito,1.039249,7697.01,7406.32,81
quito_0601,quito,1.16218,22633.32,19474.88,616
quito_1060,quito,1.027759,3272.7,3184.31,34
quito_0536,quito,1.027778,8588.0,8355.89,109
quito_1595,quito,1.029265,4486.66,4359.1,50
quito_0541,quito,1.056314,8620.84,8161.25,122
quito_0384,quito,1.167296,8768.13,7511.48,300
quito_0335,quito,1.108625,10789.18,9732.04,410
quito_0156,quito,1.033662,11899.19,11511.69,176
riga_0278,riga,1.031379,20138.23,19525.54,644
riga_0387,riga,1.022404,5135.38,5022.85,64
riga_0219,riga,1.017554,8825.8,8673.54,114
riga_0368,riga,1.034027,5251.51,5078.69,61
riga_0298,riga,1.043173,10799.14,10352.2,221
riga_0342,riga,1.04275,8682.71,8326.74,232
riga_0161,riga,1.021055,8512.6,8337.06,126
riga_0108,riga,1.023013,32267.18,31541.33,1563
riga_0228,riga,1.101627,8939.29,8114.62,136
riga_0034,riga,1.040727,21283.72,20450.81,800
riga_0043,riga,1.036498,5905.11,5697.18,79
riga_0471,riga,1.033469,3292.82,3186.18,98
riga_0385,riga,1.445991,6383.75,4414.79,75
riga_0401,riga,1.013492,11040.03,10893.06,177
riga_0434,riga,1.051412,22325.65,21233.97,856
riga_0106,riga,1.031569,19996.84,19384.87,605
riga_0287,riga,1.041936,13928.61,13368.01,452
rotterdam_0180,rotterdam,1.025816,20891.47,20365.7,494
rotterdam_0198,rotterdam,1.049664,7741.15,7374.89,146
rotterdam_0114,rotterdam,1.047436,18586.4,17744.67,387
rotterdam_0092,rotterdam,1.026912,15830.48,15415.62,295
rotterdam_0087,rotterdam,1.046362,17167.47,16406.82,655
rotterdam_0075,rotterdam,1.021316,13780.47,13492.85,260
saltlakecity_0010,saltlakecity,1.015756,4287.81,4221.3,63
saltlakecity_0214,saltlakecity,1.01214,21336.43,21080.51,447
saltlakecity_0040,saltlakecity,1.032642,8763.01,8486.0,126
saltlakecity_0192,saltlakecity,1.066553,9645.17,9043.32,224
saltlakecity_0108,saltlakecity,1.251592,2664.96,2129.26,52
saltlakecity_0198,saltlakecity,1.098001,22388.06,20389.83,645
saltlakecity_0088,saltlakecity,1.070457,6776.86,6330.81,136
saltlakecity_0180,saltlakecity,1.062068,24417.72,22990.73,614
saltlakecity_0015,saltlakecity,1.110097,6113.11,5506.83,85
saltlakecity_0143,saltlakecity,1.032648,15038.61,14563.15,316
saltlakecity_0128,saltlakecity,1.040489,19730.57,18962.8,402
saltlakecity_0142,saltlakecity,1.051851,13456.89,12793.53,282
saltlakecity_0031,saltlakecity,1.101586,9539.07,8659.4,107
saltlakecity_0150,saltlakecity,1.026853,8893.1,8660.54,200
saltlakecity_0153,saltlakecity,1.054286,10039.91,9522.94,219
saltlakecity_0066,saltlakecity,1.095682,4196.17,3829.73,118
saltlakecity_0162,saltlakecity,1.152553,3264.69,2832.57,106
saltlakecity_0118,saltlakecity,1.092663,16290.86,14909.31,339
sapporo_0246,sapporo,1.016179,26849.83,26422.35,655
sapporo_0312,sapporo,1.059153,8001.29,7554.43,122
sapporo_0558,sapporo,1.056403,26062.08,24670.58,663
sapporo_0311,sapporo,1.053783,26715.06,25351.58,612
sapporo_0244,sapporo,1.025475,21254.08,20726.08,470
sapporo_0549,sapporo,1.0041,13894.31,13837.58,227
sapporo_0403,sapporo,1.043626,24850.44,23811.63,568
sapporo_0119,sapporo,1.014445,19124.67,18852.34,337
sapporo_0370,sapporo,1.016593,28354.95,27892.13,827
sapporo_0406,sapporo,1.027693,30312.74,29495.91,794
sapporo_0588,sapporo,1.042269,24701.66,23699.9,571
sapporo_0378,sapporo,1.065188,22410.43,21038.94,452
sapporo_0345,sapporo,1.017086,16205.27,15933.05,314
sapporo_0329,sapporo,1.032148,24152.23,23399.97,652
sapporo_0616,sapporo,1.019274,6131.35,6015.41,61
sapporo_0339,sapporo,1.013322,31406.03,30993.15,948
sapporo_0521,sapporo,1.088059,19095.33,17549.91,399
sapporo_0464,sapporo,1.025117,21909.72,21372.89,516
sapporo_0053,sapporo,1.00926,10271.83,10177.58,168
sapporo_0330,sapporo,1.048555,25249.72,24080.5,704
sapporo_0300,sapporo,1.006722,33620.72,33396.23,1165
sapporo_0613,sapporo,1.027883,14662.25,14264.52,226
sapporo_0640,sapporo,1.010397,14230.16,14083.73,233
sapporo_0431,sapporo,1.019566,16893.46,16569.27,335
sapporo_0499,sapporo,1.045228,2563.13,2452.22,47
sapporo_0444,sapporo,1.048561,21226.48,20243.43,399
sapporo_0703,sapporo,1.107182,14827.68,13392.28,243
sapporo_0247,sapporo,1.030164,23237.49,22557.09,506
sapporo_0301,sapporo,1.023412,26338.17,25735.65,768
sapporo_0579,sapporo,1.041289,14338.34,13769.79,235
sapporo_0320,sapporo,1.085419,4337.82,3996.44,69
sapporo_0437,sapporo,1.035899,20298.9,19595.45,391
sapporo_0113,sapporo,1.052965,22459.42,21329.7,494
sapporo_0636,sapporo,1.024359,8517.54,8315.0,168
sapporo_0525,sapporo,1.055481,10118.31,9586.44,178
sapporo_0362,sapporo,1.057245,25746.83,24352.77,656
sapporo_0064,sapporo,1.101883,13143.85,11928.54,242
sapporo_0235,sapporo,1.040455,15795.15,15181.0,421
sapporo_0681,sapporo,1.049646,11611.09,11061.91,172
sarajevo_0066,sarajevo,1.063993,17079.33,16052.11,395
seattle_0115,seattle,1.029025,19059.96,18522.35,465
seattle_0112,seattle,1.006438,22371.61,22228.51,605
seattle_0096,seattle,1.03785,23821.41,22952.65,688
seattle_0337,seattle,1.025027,14956.6,14591.42,410
seattle_0134,seattle,1.029927,29698.81,28835.84,1198
seattle_0328,seattle,1.045938,18593.68,17777.04,479
seattle_0179,seattle,1.021627,11012.0,10778.89,170
seattle_0116,seattle,1.023202,13489.49,13183.61,265
seattle_0012,seattle,1.038826,19475.46,18747.56,540
seattle_0140,seattle,1.032671,27204.67,26343.98,835
seattle_0144,seattle,1.037067,14209.48,13701.6,359
seattle_0365,seattle,1.03034,12681.28,12307.87,351
seattle_0168,seattle,1.021821,27308.05,26724.88,818
seattle_0414,seattle,1.057028,4912.95,4647.89,150
skopje_0144,skopje,1.074776,10937.44,10176.48,157
skopje_0147,skopje,1.065145,7165.19,6726.96,115
sofia_0143,sofia,1.024716,13264.18,12944.25,270
sofia_0067,sofia,1.079827,9447.32,8748.92,216
sofia_0130,sofia,1.069265,8230.45,7697.29,138
sofia_0188,sofia,1.025435,32734.48,31922.53,1385
sofia_0350,sofia,1.052943,9791.71,9299.38,150
sofia_0127,sofia,1.055066,16837.63,15958.84,500
sofia_0065,sofia,1.043169,9018.35,8645.15,168
sofia_0398,sofia,1.080493,9930.98,9191.15,181
sofia_0380,sofia,1.043623,8102.89,7764.19,107
sofia_0330,sofia,1.037813,15627.11,15057.73,305
sofia_0265,sofia,1.059379,11696.87,11041.25,305
sofia_0186,sofia,1.058579,23439.27,22142.21,786
sofia_0135,sofia,1.03872,7618.86,7334.86,85
sofia_0349,sofia,1.091539,13105.13,12006.1,208
stockholm_0112,stockholm,1.043096,24136.63,23139.4,771
stockholm_0037,stockholm,1.021059,10031.8,9824.9,160
stockholm_0086,stockholm,1.073057,12943.81,12062.55,252
stockholm_0186,stockholm,1.068383,13623.96,12751.94,257
stockholm_0078,stockholm,1.053963,20672.13,19613.72,542
stockholm_0119,stockholm,1.060822,15036.0,14173.92,318
tallinn_0123,tallinn,1.048246,17161.81,16371.92,524
tallinn_0213,tallinn,1.075666,10392.61,9661.55,217
tallinn_0241,tallinn,1.010333,7487.34,7410.77,152
tallinn_0091,tallinn,1.036614,29825.27,28771.82,1320
tallinn_0160,tallinn,1.05132,28373.82,26988.76,994
tallinn_0238,tallinn,1.066246,9803.96,9194.84,177
tallinn_0095,tallinn,1.042767,9532.64,9141.68,175
tashkent_0181,tashkent,1.047305,10940.41,10446.25,172
tashkent_0121,tashkent,1.014712,8333.6,8212.77,108
tashkent_0274,tashkent,1.041261,3172.45,3046.73,55
tashkent_0428,tashkent,1.037589,9993.11,9631.08,153
tashkent_0596,tashkent,1.098196,7536.45,6862.57,106
tashkent_0225,tashkent,1.06765,19185.76,17970.08,492
tashkent_0314,tashkent,1.065336,6255.25,5871.62,118
tashkent_0684,tashkent,1.049976,7507.49,7150.16,119
tashkent_0144,tashkent,1.021926,13366.28,13079.5,245
tashkent_0034,tashkent,1.008433,10422.41,10335.26,132
tashkent_0414,tashkent,1.047621,11722.03,11189.19,210
tashkent_0193,tashkent,1.030021,27448.22,26648.23,1066
tashkent_0202,tashkent,1.057349,17900.88,16929.97,447
tashkent_0618,tashkent,1.054545,13733.08,13022.75,210
tashkent_0161,tashkent,1.053259,17430.02,16548.65,411
tashkent_0176,tashkent,1.108856,8497.49,7663.3,94
tashkent_0454,tashkent,1.053769,10869.58,10314.96,200
tashkent_0639,tashkent,1.066014,10986.95,10306.58,127
tashkent_0060,tashkent,1.024745,17753.6,17324.9,466
tashkent_0858,tashkent,1.030925,4171.09,4045.97,49
tashkent_0585,tashkent,1.040228,8253.4,7934.22,145
tashkent_0160,tashkent,1.077877,16243.98,15070.35,339
tashkent_0124,tashkent,1.045131,21196.55,20281.24,409
tashkent_0295,tashkent,1.060844,24654.91,23240.85,778
tashkent_0634,tashkent,1.100736,7894.5,7172.03,110
tashkent_0774,tashkent,1.022849,5113.63,4999.4,83
tashkent_0566,tashkent,1.075439,15509.99,14422.0,256
tashkent_0260,tashkent,1.077402,17205.56,15969.49,389
tashkent_0198,tashkent,1.04692,18853.79,18008.82,454
tashkent_0264,tashkent,1.052887,24444.52,23216.66,550
tbilisi_0164,tbilisi,1.008269,7058.67,7000.78,59
tbilisi_0239,tbilisi,1.059206,14153.53,13362.4,320
tbilisi_0701,tbilisi,1.06555,6689.54,6278.02,94
tbilisi_0543,tbilisi,1.048253,15695.17,14972.7,365
tbilisi_0459,tbilisi,1.061514,8170.52,7697.05,72
tbilisi_0657,tbilisi,1.074039,10016.51,9326.02,236
tbilisi_0340,tbilisi,1.094229,14346.62,13111.17,251
tbilisi_0412,tbilisi,1.057172,3363.03,3181.16,40
tbilisi_0335,tbilisi,1.042564,12697.62,12179.22,214
tbilisi_0665,tbilisi,1.0217,9058.8,8866.4,135
tbilisi_0389,tbilisi,1.063344,23613.68,22207.01,539
tbilisi_0091,tbilisi,1.047412,8080.22,7714.46,141
tbilisi_0061,tbilisi,1.064946,10687.23,10035.46,144
tbilisi_0533,tbilisi,1.065527,17502.59,16426.22,467
tbilisi_0378,tbilisi,1.052405,20769.44,19735.22,515
tehran_0480,tehran,1.010556,11808.9,11685.55,431
tehran_0296,tehran,1.015572,15155.74,14923.36,254
tehran_0465,tehran,1.020379,14329.14,14042.95,170
tehran_0830,tehran,1.021756,11368.27,11126.21,179
tehran_0389,tehran,1.019323,13790.71,13529.29,252
tehran_0278,tehran,1.015454,7732.54,7614.86,112
tehran_0449,tehran,1.076607,8915.72,8281.32,93
tehran_0906,tehran,1.015231,14123.98,13912.09,245
tehran_0685,tehran,1.006008,13403.17,13323.12,172
tehran_0131,tehran,1.143662,8099.06,7081.69,109
tehran_0893,tehran,1.008721,13070.35,12957.35,190
tehran_0534,tehran,1.00196,14634.28,14605.65,353
tehran_0445,tehran,1.019886,10019.51,9824.15,147
tehran_0840,tehran,1.013426,14428.18,14237.04,258
tehran_0904,tehran,1.011185,11620.7,11492.17,216
tehran_0263,tehran,1.027556,14234.01,13852.29,200
tehran_0433,tehran,1.020747,19297.19,18904.97,477
tehran_0783,tehran,1.01889,16383.5,16079.76,400
tehran_0142,tehran,1.038502,2978.85,2868.41,74
tehran_0404,tehran,1.007808,20445.63,20287.23,613
tehran_0788,tehran,1.019838,12574.98,12330.37,286
tehran_0347,tehran,1.03131,14035.5,13609.4,270
tehran_0459,tehran,1.040398,21754.98,20910.24,616
tehran_0541,tehran,1.019884,19157.24,18783.75,582
tehran_0253,tehran,1.100211,7693.32,6992.59,97
tehran_0566,tehran,1.036914,19182.07,18499.18,535
tehran_0461,tehran,1.063429,13786.31,12964.01,253
tehran_0612,tehran,1.013972,14686.36,14483.99,230
tehran_0283,tehran,1.081857,15400.15,14234.92,239
tehran_0637,tehran,1.072031,7550.22,7042.91,142
tehran_0309,tehran,1.022798,11881.83,11616.99,192
tehran_0511,tehran,1.040524,16399.0,15760.33,482
tehran_0261,tehran,1.02023,10467.0,10259.45,161
tehran_0486,tehran,1.013826,20068.97,19795.28,611
tehran_0808,tehran,1.086345,13619.46,12536.96,195
tehran_0478,tehran,1.027789,14917.94,14514.59,241
tehran_0311,tehran,1.039013,15584.7,14999.52,222
tehran_0606,tehran,1.05382,17153.14,16277.1,531
tehran_0046,tehran,1.049322,18933.65,18043.7,569
tehran_0733,tehran,1.048796,14781.72,14093.98,279
tehran_0701,tehran,1.050571,14112.29,13432.96,230
tehran_0871,tehran,1.054501,14338.79,13597.71,264
tehran_0640,tehran,1.033011,14961.23,14483.13,398
tehran_0087,tehran,1.057145,12135.58,11479.57,293
tehran_0833,tehran,1.260875,13928.52,11046.71,126
tehran_0693,tehran,1.033905,16301.19,15766.62,386
telaviv_0065,telaviv,1.046963,9872.34,9429.5,211
telaviv_0004,telaviv,1.041488,7753.23,7444.38,128
telaviv_0024,telaviv,1.023928,13788.74,13466.51,295
telaviv_0100,telaviv,1.084532,16579.58,15287.31,335
thessaloniki_0636,thessaloniki,1.00708,4434.45,4403.27,43
thessaloniki_1808,thessaloniki,1.018432,5344.33,5247.61,86
thessaloniki_0640,thessaloniki,1.009519,9252.87,9165.62,113
thessaloniki_0635,thessaloniki,1.010642,5642.06,5582.65,60
thessaloniki_2650,thessaloniki,1.006949,16066.86,15955.99,286
thessaloniki_0541,thessaloniki,1.091129,6577.02,6027.72,86
thessaloniki_0854,thessaloniki,1.040283,14587.64,14022.77,258
thessaloniki_0111,thessaloniki,1.024226,6029.83,5887.2,64
thessaloniki_2759,thessaloniki,1.058186,8985.73,8491.64,97
thessaloniki_0070,thessaloniki,1.01763,10035.46,9861.6,113
thessaloniki_0702,thessaloniki,1.098866,4638.71,4221.37,50
thessaloniki_0472,thessaloniki,1.019219,4421.13,4337.76,51
thessaloniki_1582,thessaloniki,1.074053,3418.12,3182.45,37
thessaloniki_2745,thessaloniki,1.038126,4133.88,3982.07,65
thessaloniki_2649,thessaloniki,1.057578,4552.58,4304.72,66
thessaloniki_0116,thessaloniki,1.01616,5354.57,5269.42,55
thessaloniki_1236,thessaloniki,1.363707,4244.94,3112.79,43
thessaloniki_0926,thessaloniki,1.020964,20430.01,20010.51,513
thessaloniki_0920,thessaloniki,1.136015,4336.49,3817.29,52
thessaloniki_2730,thessaloniki,1.033951,5012.85,4848.24,59
thessaloniki_1317,thessaloniki,1.056338,4218.34,3993.36,50
thessaloniki_0377,thessaloniki,1.128879,4579.7,4056.86,48
thessaloniki_0701,thessaloniki,1.044736,4478.38,4286.61,64
thessaloniki_1232,thessaloniki,1.061581,8510.05,8016.39,118
thessaloniki_1189,thessaloniki,1.017499,12870.95,12649.59,210
thessaloniki_1177,thessaloniki,1.321767,11929.45,9025.38,164
thessaloniki_2731,thessaloniki,1.064731,3414.39,3206.81,35
thessaloniki_1014,thessaloniki,1.015413,14182.29,13967.03,263
thessaloniki_1071,thessaloniki,1.049638,13260.9,12633.78,282
thessaloniki_1234,thessaloniki,1.050333,13832.54,13169.67,358
thessaloniki_1181,thessaloniki,1.025885,16562.97,16145.06,339
thessaloniki_0864,thessaloniki,1.032289,5284.64,5119.34,96
thessaloniki_1420,thessaloniki,1.109061,4454.27,4016.26,57
thessaloniki_1073,thessaloniki,1.047764,11054.67,10550.72,175
toronto_0634,toronto,1.150001,9982.8,8680.69,142
toronto_0035,toronto,1.030373,8850.74,8589.84,182
toronto_0250,toronto,1.021059,15727.27,15402.89,399
toronto_0534,toronto,1.045756,19568.5,18712.3,364
toronto_0034,toronto,1.067348,7499.63,7026.42,188
toronto_0388,toronto,1.030426,12819.25,12440.72,241
toronto_0594,toronto,1.056652,20440.11,19344.22,509
toronto_0338,toronto,1.028557,11085.35,10777.58,219
toronto_0286,toronto,1.012367,15297.02,15110.16,322
toronto_0094,toronto,1.161547,11157.08,9605.37,157
toronto_0557,toronto,1.063118,15829.55,14889.74,328
toronto_0601,toronto,1.159275,10945.54,9441.71,158
toronto_0273,toronto,1.029962,9885.23,9597.66,182
toronto_0374,toronto,1.011569,16970.69,16776.6,383
toronto_0452,toronto,1.021517,20289.93,19862.55,456
toronto_0466,toronto,1.036192,23168.55,22359.32,716
toronto_0403,toronto,1.060902,29611.62,27911.73,926
toronto_0602,toronto,1.084548,13624.86,12562.71,311
toronto_0070,toronto,1.09337,8467.74,7744.62,221
toronto_0194,toronto,1.013574,19413.86,19153.86,369
toronto_0411,toronto,1.022592,16341.52,15980.48,351
toronto_0197,toronto,1.098122,8142.76,7415.17,165
toronto_0152,toronto,1.024182,11434.07,11164.1,315
toronto_0295,toronto,1.13678,8909.37,7837.37,185
toronto_0391,toronto,1.044454,19931.95,19083.62,502
toronto_0689,toronto,1.228904,15287.85,12440.23,283
toronto_0433,toronto,1.120201,18178.71,16228.08,378
toronto_0238,toronto,1.03968,12817.55,12328.36,289
turin_0079,turin,1.018012,10141.22,9961.79,266
turin_0185,turin,1.039938,11621.58,11175.26,310
turin_0049,turin,1.063669,16388.61,15407.63,413
turin_0034,turin,1.041925,6977.56,6696.8,171
turin_0035,turin,1.031521,7393.95,7168.01,191
turin_0123,turin,1.017916,13369.26,13133.95,328
turin_0030,turin,1.177049,7289.08,6192.68,107
vancouver_0026,vancouver,0.998254,20452.71,20488.49,359
vancouver_0173,vancouver,0.998642,22864.45,22895.54,502
vancouver_0116,vancouver,0.998417,17986.85,18015.36,325
vancouver_0017,vancouver,0.999281,16325.06,16336.81,320
vancouver_0029,vancouver,1.002446,25156.26,25094.89,562
vancouver_0003,vancouver,0.999141,21927.51,21946.35,400
vancouver_0141,vancouver,1.006379,20022.76,19895.85,361
vancouver_0153,vancouver,1.005234,23334.75,23213.25,453
vancouver_0172,vancouver,1.003849,21181.56,21100.35,489
vancouver_0108,vancouver,1.000389,23534.86,23525.7,474
vancouver_0159,vancouver,1.004773,25612.49,25490.82,574
vancouver_0140,vancouver,1.023689,17711.66,17301.8,344
vancouver_0105,vancouver,1.000143,22052.46,22049.3,464
vancouver_0128,vancouver,1.003447,19422.6,19355.87,352
vancouver_0038,vancouver,1.004189,21994.64,21902.9,499
vancouver_0011,vancouver,1.014132,20264.79,19982.39,336
vancouver_0073,vancouver,1.007053,18656.75,18526.08,380
vancouver_0195,vancouver,1.013931,24562.39,24224.92,463
vancouver_0121,vancouver,1.004189,26468.1,26357.68,604
vancouver_0060,vancouver,1.00618,18877.79,18761.85,345
vancouver_0020,vancouver,1.001862,24121.38,24076.56,516
vancouver_0137,vancouver,1.019911,14053.61,13779.24,377
vancouver_0090,vancouver,1.010828,13432.67,13288.79,262
vancouver_0139,vancouver,1.03707,21779.21,21000.72,473
vancouver_0036,vancouver,1.001552,23788.63,23751.77,499
vancouver_0158,vancouver,1.019198,25453.66,24974.21,723
vancouver_0182,vancouver,1.04412,19664.65,18833.71,475
vancouver_0102,vancouver,1.050392,14573.06,13873.92,357
vancouver_0193,vancouver,1.026552,21501.27,20945.14,486
vancouver_0047,vancouver,1.047887,15274.52,14576.49,303
verona_0544,verona,1.155939,3382.34,2926.05,71
verona_1969,verona,1.03911,2666.49,2566.13,40
verona_1319,verona,1.075384,4057.6,3773.16,58
verona_2040,verona,1.035438,3697.72,3571.17,44
verona_2762,verona,1.123644,4199.42,3737.32,72
verona_1612,verona,1.104537,6437.68,5828.4,76
verona_1482,verona,1.142162,6736.62,5898.13,154
verona_1433,verona,1.044087,22310.53,21368.47,659
verona_0831,verona,1.038304,2157.37,2077.78,45
verona_2659,verona,1.055721,9316.78,8825.04,229
verona_2283,verona,1.059403,2934.41,2769.87,34
verona_1239,verona,1.145438,5357.02,4676.84,99
verona_0147,verona,1.084197,8970.3,8273.69,247
verona_0068,verona,1.091076,7174.68,6575.79,110
verona_1765,verona,1.049313,14003.69,13345.58,301
verona_1119,verona,1.033316,5210.2,5042.21,114
verona_3189,verona,1.028103,4791.18,4660.22,55
verona_0420,verona,1.066039,3640.49,3414.97,83
verona_1921,verona,1.132548,7919.16,6992.34,132
verona_2354,verona,1.122089,4248.83,3786.53,62
verona_1122,verona,1.05482,4509.9,4275.52,82
verona_0862,verona,1.077181,3745.29,3476.94,44
verona_0761,verona,1.190749,4392.4,3688.77,75
verona_0929,verona,1.0438,8944.99,8569.64,177
verona_1686,verona,1.171419,6920.32,5907.64,50
verona_0525,verona,1.089346,7673.22,7043.88,125
verona_2929,verona,1.086475,3250.06,2991.38,60
vienna_0633,vienna,1.021596,9677.37,9472.79,168
vienna_0605,vienna,1.004943,9749.05,9701.1,204
vienna_0442,vienna,1.027958,10014.56,9742.18,309
vienna_0440,vienna,1.030228,11421.24,11086.13,305
vienna_0197,vienna,1.025229,29015.58,28301.56,947
vienna_0520,vienna,1.050179,6360.29,6056.38,103
vienna_0368,vienna,1.029654,7316.94,7106.21,96
vienna_0457,vienna,1.012203,24119.32,23828.55,604
vienna_0195,vienna,1.027664,17618.77,17144.5,461
vienna_0088,vienna,1.002441,8543.55,8522.75,111
vienna_0407,vienna,1.035375,17611.27,17009.56,526
vienna_0406,vienna,1.062093,20822.12,19604.8,598
vienna_0260,vienna,1.026385,15116.57,14727.98,359
vienna_0206,vienna,1.066619,10829.15,10152.78,246
vienna_0573,vienna,1.02437,16757.36,16358.7,693
vienna_0459,vienna,1.055868,14161.47,13412.17,404
vienna_0536,vienna,1.081103,13351.25,12349.66,410
vienna_0432,vienna,1.056339,24169.23,22880.2,798
vienna_0530,vienna,1.018147,11038.22,10841.48,213
vienna_0170,vienna,1.029915,13564.15,13170.17,388
vienna_0230,vienna,1.037068,8212.25,7918.72,210
vienna_0159,vienna,1.037479,7747.66,7467.78,80
vienna_0270,vienna,1.158629,8869.34,7655.03,136
