patch_id,city_code,elev_mean,elev_std,elev_range,mean_slope
hanoi_1392,hanoi,9.64,2.13,10.0,0.982
bengaluru_0674,bengaluru,891.48,4.22,16.0,1.76
casablanca_0041,casablanca,80.12,4.98,19.0,1.323
cleveland_0403,cleveland,189.72,4.72,24.0,1.791
hanoi_2199,hanoi,11.72,2.36,10.0,0.87
quito_0218,quito,2941.32,8.96,36.0,2.759
orlando_0098,orlando,51.36,2.61,10.0,1.27
cairo_0765,cairo,262.12,5.33,20.0,1.652
quito_1471,quito,2537.88,7.43,31.0,2.153
hanoi_0435,hanoi,14.0,2.04,8.0,0.927
quito_0660,quito,2897.76,13.65,50.0,3.892
kyiv_0147,kyiv,177.28,5.16,20.0,1.594
quito_0899,quito,2428.32,31.82,138.0,7.628
cairo_1809,cairo,351.88,5.09,19.0,1.773
marrakesh_0053,marrakesh,474.08,4.0,16.0,1.279
sofia_0130,sofia,541.8,3.2,16.0,1.052
brasilia_1382,brasilia,1120.92,3.69,14.0,1.165
bengaluru_0330,bengaluru,865.92,9.14,37.0,3.331
tallinn_0213,tallinn,45.44,1.55,7.0,0.665
medellin_0288,medellin,1504.72,25.58,89.0,6.778
tehran_0461,tehran,1239.96,8.88,28.0,2.442
cairo_0477,cairo,93.84,10.86,38.0,3.006
adelaide_0492,adelaide,16.76,2.49,9.0,1.131
bogota_0656,bogota,2598.2,42.32,147.0,10.302
prague_0508,prague,308.16,6.7,22.0,1.991
orlando_0178,orlando,40.76,5.0,23.0,2.067
hanoi_0266,hanoi,11.76,1.21,6.0,0.501
bogota_0201,bogota,2548.2,1.65,7.0,0.743
toronto_0295,toronto,183.08,9.28,32.0,2.563
cleveland_0277,cleveland,255.2,12.13,45.0,3.631
bucharest_0110,bucharest,85.08,4.66,17.0,1.403
cairo_0855,cairo,276.52,5.28,24.0,1.763
thessaloniki_0926,thessaloniki,18.2,10.19,45.0,3.005
munich_0082,munich,520.32,2.26,9.0,0.864
chicago_0122,chicago,188.92,1.94,7.0,0.927
thessaloniki_0920,thessaloniki,31.28,17.29,57.0,4.633
bangkok_0152,bangkok,6.44,1.65,7.0,0.762
barcelona_0160,barcelona,16.16,5.82,24.0,2.319
turin_0034,turin,252.72,4.96,16.0,1.881
brasilia_1232,brasilia,1142.92,7.1,23.0,1.838
cairo_0281,cairo,29.0,5.25,18.0,1.643
istanbul_0568,istanbul,93.88,15.03,51.0,4.55
chennai_0403,chennai,12.04,2.37,9.0,0.988
cleveland_0036,cleveland,231.64,6.73,35.0,1.874
vienna_0197,vienna,226.08,13.71,47.0,3.884
lasvegas_0139,lasvegas,732.12,4.97,20.0,1.302
bucharest_0023,bucharest,87.68,1.62,8.0,0.686
kyiv_0394,kyiv,185.44,3.35,13.0,1.273
quito_1491,quito,2189.32,49.84,138.0,10.982
cairo_1602,cairo,412.16,5.65,20.0,1.515
hanoi_2471,hanoi,19.0,3.67,13.0,1.269
orlando_0113,orlando,32.96,5.57,23.0,2.108
portland_0478,portland,67.24,7.0,33.0,1.769
bratislava_0203,bratislava,138.0,3.75,17.0,1.594
hanoi_4511,hanoi,7.8,2.42,12.0,1.09
phoenix_1354,phoenix,372.64,4.31,18.0,1.465
vilnius_0209,vilnius,191.36,3.62,14.0,1.323
chennai_0622,chennai,10.96,3.3,15.0,1.395
warsaw_0229,warsaw,111.88,2.98,11.0,1.012
adelaide_0671,adelaide,7.48,2.26,8.0,0.923
quito_0905,quito,2412.32,16.93,69.0,4.5
adelaide_0139,adelaide,6.4,4.87,14.0,1.343
kyiv_0118,kyiv,140.96,8.14,29.0,2.554
vienna_0520,vienna,159.4,3.32,19.0,1.177
chennai_0324,chennai,13.08,2.15,8.0,0.89
bangkok_0636,bangkok,6.68,3.21,12.0,1.291
bucharest_0264,bucharest,82.84,2.75,10.0,1.328
adelaide_1364,adelaide,40.16,1.35,7.0,0.525
hanoi_4551,hanoi,5.52,2.1,10.0,0.911
bogota_0407,bogota,2650.08,27.05,95.0,7.24
thessaloniki_2730,thessaloniki,6.28,2.22,8.0,0.764
lasvegas_0791,lasvegas,625.8,2.71,11.0,0.836
bogota_0478,bogota,2574.88,4.06,15.0,1.281
phoenix_1441,phoenix,359.48,3.53,14.0,1.103
thessaloniki_1317,thessaloniki,96.8,6.08,24.0,1.762
istanbul_2064,istanbul,101.64,26.26,89.0,6.588
budapest_0654,budapest,145.4,4.8,16.0,1.959
tehran_0612,tehran,1240.32,10.08,36.0,2.54
bucharest_0094,bucharest,88.36,1.05,4.0,0.416
buenosaires_0152,buenosaires,8.68,3.76,16.0,1.724
denver_0203,denver,1586.04,3.9,17.0,1.148
lasvegas_0162,lasvegas,776.6,6.29,24.0,1.568
warsaw_0233,warsaw,112.24,2.97,12.0,1.294
quito_1116,quito,2338.72,6.68,27.0,1.933
adelaide_0213,adelaide,6.4,1.5,6.0,0.672
adelaide_0432,adelaide,13.6,1.26,4.0,0.547
detroit_0397,detroit,183.76,2.05,9.0,0.927
riga_0219,riga,1.68,1.26,6.0,0.48
brasilia_1922,brasilia,1117.84,12.76,49.0,3.396
phoenix_1377,phoenix,465.76,2.87,11.0,0.808
bogota_0044,bogota,2562.4,8.95,47.0,2.541
cairo_1333,cairo,338.32,4.88,23.0,1.662
warsaw_0524,warsaw,80.72,3.28,12.0,1.356
lasvegas_0294,lasvegas,709.24,2.75,11.0,0.827
lasvegas_1051,lasvegas,537.84,1.57,7.0,0.65
rotterdam_0198,rotterdam,-1.8,1.6,6.0,0.511
bengaluru_0743,bengaluru,895.4,4.46,18.0,1.803
tehran_0283,tehran,1366.48,12.83,50.0,3.31
seattle_0012,seattle,88.36,17.2,62.0,6.677
hanoi_1892,hanoi,10.8,1.26,5.0,0.611
warsaw_0105,warsaw,107.64,1.57,6.0,0.545
detroit_0185,detroit,178.84,1.12,5.0,0.473
bengaluru_0051,bengaluru,831.16,5.13,19.0,1.997
hanoi_2474,hanoi,5.56,2.06,9.0,0.851
portland_0436,portland,69.6,17.28,62.0,5.009
fez_0069,fez,387.4,8.08,23.0,1.861
chennai_0374,chennai,12.76,2.21,9.0,0.915
orlando_0851,orlando,29.08,3.1,14.0,1.14
hanoi_0833,hanoi,17.24,2.87,9.0,1.23
tashkent_0202,tashkent,441.44,2.17,8.0,0.729
houston_1227,houston,13.76,1.61,8.0,0.788
tashkent_0618,tashkent,467.08,2.38,13.0,0.998
hanoi_0093,hanoi,15.84,4.5,12.0,1.152
stockholm_0112,stockholm,32.72,5.94,20.0,1.902
thessaloniki_0377,thessaloniki,2.12,1.51,6.0,0.605
orlando_1052,orlando,21.68,3.32,14.0,1.176
bogota_0509,bogota,2579.52,10.97,43.0,3.13
cairo_0004,cairo,26.0,7.16,28.0,3.208
hanoi_1128,hanoi,10.8,1.55,6.0,0.644
budapest_0202,budapest,98.2,4.37,15.0,1.796
houston_0597,houston,30.08,2.24,8.0,0.935
phoenix_0917,phoenix,419.72,2.52,8.0,0.719
denver_0202,denver,1591.4,3.29,12.0,1.058
bangkok_0637,bangkok,8.68,2.36,10.0,0.952
bratislava_0377,bratislava,132.4,1.9,8.0,0.772
chicago_0123,chicago,190.16,1.69,7.0,0.636
chennai_0394,chennai,4.92,2.98,11.0,1.077
bangkok_0913,bangkok,9.12,4.26,17.0,1.948
adelaide_1241,adelaide,35.16,1.99,7.0,0.708
buenosaires_0186,buenosaires,19.16,2.75,10.0,1.07
hanoi_2641,hanoi,13.2,1.79,7.0,0.705
kyiv_0872,kyiv,95.68,2.44,12.0,0.931
warsaw_0390,warsaw,79.12,1.24,5.0,0.559
buenosaires_0198,buenosaires,8.92,2.78,14.0,1.135
lasvegas_0787,lasvegas,641.48,4.21,16.0,1.297
cleveland_0292,cleveland,196.48,1.9,8.0,0.678
lasvegas_0318,lasvegas,717.44,5.73,19.0,1.458
seattle_0140,seattle,86.64,23.68,74.0,6.257
brasilia_1866,brasilia,1106.68,8.27,30.0,2.125
bangkok_0155,bangkok,3.88,1.95,7.0,0.821
quito_0399,quito,2875.24,50.67,191.0,13.365
chennai_0178,chennai,6.04,2.99,12.0,0.938
cairo_0914,cairo,234.72,4.05,14.0,1.595
quito_1080,quito,2661.92,68.52,229.0,16.031
quito_0359,quito,2627.56,11.87,38.0,4.38
marrakesh_0190,marrakesh,516.48,2.99,10.0,0.826
warsaw_0242,warsaw,79.24,1.68,5.0,0.764
hanoi_3550,hanoi,6.96,1.73,8.0,0.791
chennai_0307,chennai,6.88,2.64,9.0,0.945
munich_0448,munich,543.32,1.12,4.0,0.482
chennai_0154,chennai,11.32,2.48,10.0,1.114
cairo_0791,cairo,226.96,4.87,19.0,1.537
quito_0155,quito,2909.76,10.52,44.0,3.058
chennai_0275,chennai,12.68,1.95,8.0,0.897
cologne_0574,cologne,54.28,2.22,8.0,0.778
portland_0261,portland,23.0,8.38,25.0,1.993
seattle_0144,seattle,91.64,12.17,38.0,2.748
seattle_0365,seattle,43.88,18.07,65.0,7.006
seattle_0168,seattle,36.32,17.41,63.0,4.942
portland_0076,portland,138.2,23.52,77.0,5.541
kyiv_0377,kyiv,111.28,4.4,17.0,1.383
minneapolis_0822,minneapolis,287.48,4.78,24.0,1.832
munich_0124,munich,509.12,2.18,8.0,0.901
hanoi_3952,hanoi,7.36,1.79,7.0,0.752
houston_1030,houston,12.32,4.06,15.0,1.499
chennai_0317,chennai,13.04,2.41,10.0,0.948
bucharest_0217,bucharest,94.24,7.39,21.0,1.919
bangkok_0201,bangkok,5.52,2.3,11.0,1.062
bengaluru_0695,bengaluru,887.16,3.85,14.0,1.519
bengaluru_0652,bengaluru,900.96,6.41,24.0,1.665
phoenix_0279,phoenix,332.28,2.09,8.0,0.798
hanoi_0907,hanoi,13.92,2.28,9.0,0.963
brasilia_1501,brasilia,1021.44,10.07,35.0,2.55
bengaluru_0389,bengaluru,907.44,3.36,11.0,1.15
tehran_0637,tehran,1109.28,4.64,22.0,2.028
buenosaires_0159,buenosaires,28.08,3.71,16.0,1.334
denver_0417,denver,1605.96,4.72,21.0,2.25
marrakesh_0043,marrakesh,424.76,3.23,11.0,0.998
tashkent_0161,tashkent,437.68,2.71,12.0,1.18
bengaluru_0271,bengaluru,913.8,6.41,24.0,1.905
lasvegas_0861,lasvegas,626.0,4.69,17.0,1.384
istanbul_1504,istanbul,9.04,6.08,22.0,1.54
houston_0748,houston,18.6,3.45,15.0,1.425
tallinn_0241,tallinn,32.96,3.84,17.0,1.423
tehran_0309,tehran,1448.32,13.56,51.0,3.475
sapporo_0320,sapporo,150.04,16.17,59.0,4.735
verona_2040,verona,26.16,3.55,12.0,0.972
portland_0247,portland,7.24,5.18,17.0,1.648
casablanca_0269,casablanca,125.4,4.98,18.0,2.052
kyiv_0144,kyiv,169.4,3.97,15.0,1.359
manhattan_0010,manhattan,14.8,6.5,27.0,2.651
brasilia_1566,brasilia,1022.88,11.92,47.0,3.741
hanoi_1502,hanoi,15.04,2.18,8.0,0.914
tashkent_0176,tashkent,443.0,4.08,16.0,1.373
chennai_0464,chennai,9.2,1.52,6.0,0.582
brasilia_0273,brasilia,1199.68,8.72,35.0,2.305
hanoi_3628,hanoi,19.48,2.99,11.0,1.114
vienna_0368,vienna,160.96,2.78,11.0,1.151
bologna_0178,bologna,38.88,3.51,14.0,1.41
lyon_0080,lyon,178.6,1.81,10.0,0.771
vienna_0457,vienna,174.72,2.68,11.0,0.915
orlando_1136,orlando,27.56,3.18,15.0,1.278
buenosaires_0103,buenosaires,16.36,4.52,17.0,1.636
sapporo_0437,sapporo,9.8,1.13,5.0,0.446
cleveland_0231,cleveland,196.16,14.12,37.0,3.783
bologna_0095,bologna,31.04,2.97,14.0,1.115
istanbul_2043,istanbul,84.32,12.56,50.0,4.928
adelaide_0199,adelaide,8.32,1.54,6.0,0.732
brasilia_1962,brasilia,1158.48,7.61,29.0,2.713
bangkok_1579,bangkok,5.76,2.96,12.0,1.158
chandigarh_0056,chandigarh,325.36,2.9,11.0,1.206
vienna_0195,vienna,223.92,5.75,21.0,1.835
hanoi_1134,hanoi,14.36,2.59,8.0,0.946
orlando_1026,orlando,29.68,2.22,10.0,0.83
sarajevo_0066,sarajevo,532.56,18.08,72.0,4.53
brasilia_1037,brasilia,1088.08,8.48,30.0,2.321
hanoi_3437,hanoi,17.52,3.24,14.0,1.343
warsaw_0036,warsaw,107.76,1.61,6.0,0.765
warsaw_0393,warsaw,79.08,1.41,6.0,0.659
cairo_0153,cairo,19.72,6.18,19.0,1.839
vancouver_0193,vancouver,104.96,8.68,31.0,2.487
portland_0063,portland,92.4,5.11,21.0,2.245
orlando_0906,orlando,33.28,2.55,10.0,1.081
sapporo_0113,sapporo,82.68,8.37,31.0,2.204
hanoi_2782,hanoi,5.16,3.06,11.0,1.165
casablanca_0259,casablanca,75.44,9.74,31.0,2.72
tashkent_0454,tashkent,484.56,6.48,24.0,1.703
verona_2762,verona,29.64,1.47,7.0,0.641
brasilia_0829,brasilia,1188.44,7.21,29.0,2.014
bengaluru_0028,bengaluru,845.84,6.6,28.0,2.413
bengaluru_0172,bengaluru,906.92,9.09,33.0,2.612
hanoi_3613,hanoi,15.88,1.92,7.0,0.937
thessaloniki_0701,thessaloniki,0.44,3.09,12.0,1.485
munich_0501,munich,541.6,2.19,10.0,0.976
bengaluru_0380,bengaluru,924.48,9.85,31.0,2.526
orlando_0220,orlando,37.44,4.27,15.0,1.681
tehran_0511,tehran,1132.08,4.16,14.0,1.179
bratislava_0339,bratislava,133.64,2.53,12.0,0.956
tbilisi_0459,tbilisi,557.12,17.03,60.0,5.014
verona_1612,verona,87.28,23.34,81.0,5.881
barcelona_0167,barcelona,5.16,4.05,13.0,1.297
bengaluru_0823,bengaluru,888.28,5.3,22.0,1.551
orlando_0097,orlando,51.64,3.72,19.0,1.662
buenosaires_0289,buenosaires,36.28,7.29,33.0,2.729
orlando_0967,orlando,29.24,3.63,15.0,1.865
chennai_0148,chennai,10.36,3.49,16.0,1.323
phoenix_1061,phoenix,325.8,6.0,22.0,1.902
hanoi_2260,hanoi,8.08,1.98,10.0,0.735
phoenix_0501,phoenix,315.4,3.22,13.0,1.268
hanoi_2713,hanoi,10.92,2.06,8.0,1.033
portland_0272,portland,17.36,8.67,36.0,3.473
brasilia_0942,brasilia,1239.2,8.46,27.0,2.119
vilnius_0474,vilnius,202.04,4.25,17.0,1.646
hanoi_2518,hanoi,8.68,1.78,7.0,0.8
bratislava_0395,bratislava,132.0,1.3,5.0,0.549
tehran_0261,tehran,1319.36,10.84,43.0,2.917
hanoi_1735,hanoi,8.6,2.3,11.0,1.042
riga_0368,riga,3.12,3.2,7.0,0.819
adelaide_0020,adelaide,22.2,2.7,13.0,0.969
lisbon_0087,lisbon,104.96,8.58,27.0,2.794
hanoi_2171,hanoi,10.12,1.75,7.0,0.823
kyiv_0346,kyiv,136.2,11.6,38.0,4.167
houston_0858,houston,15.16,3.11,11.0,1.357
istanbul_2883,istanbul,27.48,17.9,60.0,7.542
dublin_0004,dublin,51.0,3.24,13.0,1.172
jerusalem_0120,jerusalem,781.24,15.19,52.0,5.55
marrakesh_0212,marrakesh,483.56,2.4,10.0,1.049
bangkok_0949,bangkok,6.76,2.63,12.0,1.13
brasilia_0806,brasilia,1213.96,6.47,25.0,1.781
vienna_0088,vienna,273.84,16.27,64.0,5.752
toronto_0391,toronto,163.16,5.36,22.0,2.069
quito_1068,quito,2348.48,13.79,55.0,3.705
toronto_0689,toronto,159.0,5.46,21.0,1.659
verona_1482,verona,49.12,1.21,6.0,0.507
medellin_0193,medellin,1503.12,9.69,42.0,2.555
hanoi_2936,hanoi,17.04,2.78,12.0,0.939
verona_1433,verona,61.52,4.16,19.0,1.471
orlando_0502,orlando,32.52,4.88,16.0,1.885
kyiv_0548,kyiv,100.64,1.74,8.0,0.775
warsaw_0246,warsaw,83.16,4.5,15.0,1.416
bengaluru_0671,bengaluru,896.56,9.75,37.0,2.67
cairo_0232,cairo,25.4,1.92,8.0,0.691
amsterdam_0155,amsterdam,1.2,2.0,9.0,0.74
cleveland_0172,cleveland,210.32,2.33,10.0,0.968
munich_0275,munich,495.68,2.34,9.0,0.901
lehavre_0014,lehavre,93.28,1.8,6.0,0.598
houston_0360,houston,28.88,1.61,8.0,0.614
istanbul_1357,istanbul,66.4,29.26,102.0,7.388
vienna_0407,vienna,175.16,5.68,19.0,1.501
helsinki_0001,helsinki,,,,
hanoi_3242,hanoi,18.68,4.17,16.0,1.281
quito_0324,quito,3117.08,53.88,179.0,14.722
quito_1314,quito,2408.76,29.66,116.0,9.516
turin_0035,turin,255.28,4.84,18.0,1.948
hanoi_1427,hanoi,11.44,2.47,10.0,1.21
bangkok_2131,bangkok,5.0,2.37,9.0,1.133
hanoi_3038,hanoi,16.72,3.22,17.0,1.118
cairo_0435,cairo,22.56,3.93,16.0,1.833
turin_0123,turin,241.04,3.68,16.0,1.197
tehran_0486,tehran,1190.6,8.89,28.0,2.221
bengaluru_1053,bengaluru,898.56,4.19,18.0,1.673
quito_0702,quito,2896.84,15.02,67.0,4.154
chennai_0037,chennai,22.64,3.84,14.0,1.237
hanoi_1747,hanoi,12.2,1.17,4.0,0.505
brasilia_1609,brasilia,1023.28,9.89,34.0,2.852
kyoto_0487,kyoto,64.8,3.19,14.0,0.962
hanoi_3387,hanoi,7.8,2.7,12.0,1.126
bangkok_0852,bangkok,7.16,2.71,11.0,1.152
tehran_0808,tehran,1147.76,5.88,26.0,1.797
chicago_0813,chicago,185.0,2.28,9.0,0.973
buenosaires_0237,buenosaires,11.24,3.57,13.0,1.029
hanoi_1860,hanoi,8.36,1.67,7.0,0.671
cairo_0090,cairo,23.92,3.53,14.0,1.576
cologne_0116,cologne,63.6,5.13,18.0,1.971
munich_0494,munich,531.72,2.43,10.0,0.797
hanoi_3138,hanoi,13.8,2.17,10.0,0.94
istanbul_1425,istanbul,17.68,11.83,38.0,2.957
barcelona_0042,barcelona,7.32,3.52,14.0,1.303
medellin_0327,medellin,1765.28,87.34,288.0,22.285
brasilia_0890,brasilia,1085.76,7.86,30.0,2.099
ghent_0021,ghent,5.24,2.01,9.0,0.977
warsaw_0529,warsaw,81.32,1.52,7.0,0.738
vienna_0406,vienna,183.8,8.56,32.0,2.067
bucharest_0150,bucharest,84.68,3.04,13.0,0.977
phoenix_0007,phoenix,295.72,2.18,8.0,0.661
hanoi_3967,hanoi,7.96,2.63,10.0,1.0
hanoi_4363,hanoi,6.96,3.17,11.0,1.243
adelaide_1046,adelaide,55.8,4.31,16.0,1.059
hanoi_3693,hanoi,19.6,3.69,18.0,1.788
bengaluru_0177,bengaluru,913.76,7.93,30.0,2.278
lasvegas_1016,lasvegas,532.4,1.85,8.0,0.723
tashkent_0639,tashkent,469.16,1.89,7.0,0.704
houston_0546,houston,22.6,3.3,17.0,1.445
sapporo_0636,sapporo,27.36,5.32,18.0,1.406
chennai_0171,chennai,11.48,2.77,10.0,0.872
hanoi_2834,hanoi,12.6,1.77,7.0,0.755
bogota_0611,bogota,2563.2,6.14,26.0,2.201
bangkok_0263,bangkok,5.8,1.94,9.0,0.915
verona_0831,verona,37.72,1.64,6.0,0.64
phoenix_1224,phoenix,355.8,6.01,25.0,2.036
tashkent_0060,tashkent,424.76,4.04,19.0,1.14
cologne_0529,cologne,53.68,2.34,13.0,0.933
budapest_0685,budapest,128.0,3.89,15.0,1.565
bengaluru_1043,bengaluru,880.2,6.55,26.0,1.711
istanbul_1241,istanbul,208.2,37.92,153.0,11.906
sofia_0188,sofia,582.48,4.25,17.0,1.36
tehran_0478,tehran,1098.76,2.6,11.0,1.059
casablanca_0103,casablanca,45.84,2.74,11.0,1.34
vienna_0260,vienna,207.8,6.35,27.0,1.707
minsk_0289,minsk,225.04,4.55,18.0,1.769
istanbul_1351,istanbul,39.44,4.77,19.0,1.344
tashkent_0858,tashkent,483.48,2.3,10.0,0.903
rotterdam_0114,rotterdam,0.36,1.62,8.0,0.873
quito_0415,quito,2614.2,36.6,131.0,9.843
hanoi_4330,hanoi,8.96,1.46,5.0,0.657
minneapolis_0080,minneapolis,274.8,3.19,12.0,1.143
hanoi_1693,hanoi,11.68,2.13,10.0,0.837
kyiv_0211,kyiv,169.92,2.33,11.0,0.815
warsaw_0379,warsaw,106.44,10.09,34.0,2.921
minsk_0330,minsk,223.56,3.74,17.0,1.594
prague_0297,prague,224.32,14.07,50.0,4.196
cologne_0261,cologne,50.92,1.74,7.0,0.797
kyoto_0183,kyoto,40.36,2.65,10.0,0.945
hanoi_3140,hanoi,16.6,3.51,15.0,1.269
munich_0491,munich,550.6,5.84,24.0,2.365
minsk_0165,minsk,217.88,5.94,21.0,2.403
quito_0325,quito,3090.04,39.14,135.0,13.774
bengaluru_0872,bengaluru,906.48,6.21,19.0,1.767
fez_0100,fez,423.0,4.97,20.0,1.563
barcelona_0050,barcelona,56.96,9.28,39.0,2.454
bangkok_1896,bangkok,3.88,2.25,9.0,0.89
cleveland_0376,cleveland,204.56,2.26,8.0,0.778
chandigarh_0153,chandigarh,383.92,13.24,51.0,3.464
caracas_0148,caracas,959.16,15.88,66.0,4.764
brasilia_1015,brasilia,1244.6,3.31,13.0,1.195
hanoi_4068,hanoi,12.64,2.13,11.0,0.853
bangkok_1287,bangkok,6.32,2.31,10.0,1.016
fez_0007,fez,390.08,4.19,16.0,1.077
kyiv_0919,kyiv,94.08,3.16,10.0,1.053
cologne_0254,cologne,53.0,3.25,17.0,1.292
bengaluru_0467,bengaluru,925.36,8.63,30.0,2.744
casablanca_0048,casablanca,109.88,6.06,19.0,1.955
sapporo_0525,sapporo,5.28,1.82,7.0,0.806
verona_2659,verona,14.64,2.74,12.0,1.14
minneapolis_0690,minneapolis,292.68,3.27,15.0,1.162
sapporo_0362,sapporo,43.72,5.03,24.0,1.69
hanoi_2797,hanoi,6.24,3.33,15.0,1.394
bangkok_0968,bangkok,8.44,3.71,21.0,1.536
thessaloniki_1232,thessaloniki,10.4,3.91,14.0,1.102
warsaw_0167,warsaw,111.88,1.48,7.0,0.602
thessaloniki_1189,thessaloniki,220.76,16.57,67.0,5.135
brasilia_0776,brasilia,1170.72,12.35,43.0,3.863
houston_1475,houston,15.0,2.53,12.0,1.117
sofia_0350,sofia,523.48,1.75,7.0,0.754
bengaluru_0728,bengaluru,890.36,5.0,19.0,1.637
kyiv_0143,kyiv,169.6,5.61,23.0,1.561
hanoi_1931,hanoi,8.6,4.0,20.0,1.621
cairo_1845,cairo,309.72,4.71,22.0,1.319
adelaide_1178,adelaide,45.24,4.74,21.0,1.625
toronto_0433,toronto,146.72,6.87,24.0,2.583
hanoi_2074,hanoi,8.04,1.91,7.0,0.981
tashkent_0585,tashkent,442.72,2.92,13.0,1.098
adelaide_0989,adelaide,44.68,4.11,14.0,1.155
orlando_0433,orlando,31.6,2.68,11.0,1.266
quito_0192,quito,2933.24,7.57,29.0,2.278
lasvegas_1011,lasvegas,525.44,3.09,11.0,0.996
istanbul_1399,istanbul,79.64,23.23,92.0,6.555
medellin_0202,medellin,1518.56,18.7,72.0,5.13
phoenix_0315,phoenix,311.6,3.97,16.0,1.505
orlando_0631,orlando,35.6,5.06,19.0,2.174
birmingham_0152,birmingham,123.6,9.66,34.0,2.544
warsaw_0463,warsaw,79.08,0.93,4.0,0.391
cologne_0119,cologne,53.64,5.4,25.0,1.829
budapest_0396,budapest,113.04,2.44,11.0,0.901
caracas_0043,caracas,1026.12,107.45,343.0,23.1
minsk_0306,minsk,204.12,2.2,9.0,0.944
brasilia_0807,brasilia,1216.28,4.32,18.0,1.453
brasilia_0034,brasilia,920.48,8.07,36.0,2.444
bucharest_0058,bucharest,90.08,0.93,4.0,0.429
tehran_0311,tehran,1539.36,21.54,65.0,5.202
istanbul_2584,istanbul,73.56,24.8,73.0,5.741
casablanca_0078,casablanca,102.68,9.68,29.0,2.395
sofia_0127,sofia,571.76,5.34,24.0,2.179
tbilisi_0657,tbilisi,484.36,6.73,27.0,1.739
bologna_0106,bologna,51.08,6.14,21.0,1.858
bogota_0117,bogota,2542.0,4.32,18.0,1.766
minsk_0099,minsk,249.0,8.96,37.0,2.152
budapest_0765,budapest,156.96,7.03,27.0,1.84
hanoi_0756,hanoi,14.4,2.04,7.0,0.91
bogota_0335,bogota,2565.12,2.35,9.0,0.907
bengaluru_0376,bengaluru,883.88,10.18,35.0,2.912
bangkok_0755,bangkok,3.96,3.19,9.0,1.269
tashkent_0160,tashkent,433.24,4.18,17.0,1.372
bangkok_1090,bangkok,4.8,1.9,7.0,0.959
orlando_0575,orlando,33.76,2.29,10.0,0.978
vienna_0206,vienna,198.48,2.77,13.0,0.945
budapest_0278,budapest,111.76,8.51,28.0,3.157
verona_2283,verona,62.48,17.18,59.0,4.798
sofia_0065,sofia,605.76,11.24,40.0,3.151
kyiv_0928,kyiv,96.88,4.48,14.0,1.672
bologna_0052,bologna,42.84,2.49,10.0,1.026
portland_0363,portland,13.56,8.41,28.0,2.344
riga_0298,riga,14.0,3.73,12.0,1.741
warsaw_0255,warsaw,103.72,1.37,6.0,0.516
medellin_0174,medellin,1535.16,11.82,40.0,2.901
budapest_0295,budapest,100.48,1.84,8.0,0.89
chandigarh_0158,chandigarh,331.84,3.32,13.0,1.207
prague_0335,prague,284.92,13.4,62.0,4.396
adelaide_0558,adelaide,17.92,2.65,11.0,0.97
riga_0342,riga,5.2,2.79,11.0,0.999
hanoi_1562,hanoi,13.0,1.2,5.0,0.586
hanoi_2618,hanoi,8.76,1.68,7.0,0.695
adelaide_0317,adelaide,11.56,1.86,7.0,0.799
quito_1354,quito,2517.4,28.05,122.0,9.863
barcelona_0115,barcelona,87.04,21.65,83.0,5.506
buenosaires_0127,buenosaires,14.88,5.1,19.0,1.635
quito_0149,quito,3049.2,20.5,73.0,5.538
minneapolis_0329,minneapolis,263.48,7.67,24.0,1.877
bengaluru_0276,bengaluru,914.56,6.56,28.0,2.063
brasilia_1697,brasilia,1016.0,9.63,33.0,2.716
riga_0161,riga,0.64,1.49,7.0,0.537
chennai_0246,chennai,7.56,1.88,9.0,0.614
bengaluru_0744,bengaluru,889.96,4.75,18.0,1.684
cairo_0542,cairo,103.08,9.0,38.0,2.651
prague_0223,prague,267.52,12.83,48.0,4.062
bratislava_0345,bratislava,136.4,2.1,8.0,0.919
orlando_0649,orlando,31.12,6.35,30.0,2.929
cairo_0416,cairo,180.28,19.41,68.0,5.27
minsk_0339,minsk,198.28,4.91,20.0,1.557
cleveland_0083,cleveland,232.0,3.15,13.0,0.905
warsaw_0454,warsaw,84.24,1.8,6.0,0.874
budapest_0065,budapest,99.12,2.78,13.0,1.29
thessaloniki_1177,thessaloniki,52.04,11.24,44.0,3.094
tehran_0606,tehran,1138.64,6.09,25.0,1.851
cairo_0544,cairo,114.76,8.5,35.0,2.443
cairo_0865,cairo,250.6,6.2,23.0,1.937
hanoi_2158,hanoi,9.6,2.15,10.0,1.047
lasvegas_0875,lasvegas,556.44,4.14,19.0,1.202
kyiv_0760,kyiv,95.48,3.67,12.0,1.19
istanbul_2306,istanbul,53.92,24.68,79.0,6.098
quito_0590,quito,2568.96,23.75,82.0,6.567
hanoi_3519,hanoi,14.08,1.23,5.0,0.524
houston_0862,houston,17.92,2.98,14.0,1.344
tashkent_0124,tashkent,393.76,2.66,11.0,1.002
marrakesh_0056,marrakesh,457.28,2.03,9.0,0.73
bangkok_0455,bangkok,5.4,1.5,8.0,0.662
cleveland_0464,cleveland,284.88,3.31,11.0,1.0
verona_1239,verona,229.24,29.19,100.0,7.031
vilnius_0579,vilnius,135.68,7.22,25.0,2.842
vancouver_0047,vancouver,49.04,15.23,47.0,3.875
quito_0598,quito,2735.28,52.02,163.0,19.1
bangkok_0438,bangkok,7.08,1.49,6.0,0.665
phoenix_0425,phoenix,568.04,4.3,15.0,1.393
