patch_id,city_code,n_nodes_used,n_edges_used,n_4way,n_3way,n_deadend,proportion_4way,proportion_3way,proportion_deadend,mean_degree,mean_edge_length,total_edge_length,meshedness,intersection_density,street_density
houston_0414,houston,76,98,19,28,22,0.25,0.368421,0.289474,2.5789,73.77,7229.56,0.156463,118.75,11.2962
houston_0556,houston,81,103,9,44,18,0.111111,0.54321,0.222222,2.5432,67.62,6964.37,0.146497,126.56,10.8818
houston_0595,houston,84,105,15,32,30,0.178571,0.380952,0.357143,2.5,91.09,9564.72,0.134969,131.25,14.9449
houston_0083,houston,60,83,3,31,12,0.05,0.516667,0.2,2.7667,103.55,8594.33,0.208696,93.75,13.4286
houston_0963,houston,96,140,23,52,10,0.239583,0.541667,0.104167,2.9167,71.81,10053.39,0.240642,150.0,15.7084
houston_0250,houston,92,135,31,33,9,0.336957,0.358696,0.097826,2.9348,65.61,8857.19,0.24581,143.75,13.8394
houston_0709,houston,318,457,116,117,71,0.36478,0.367925,0.22327,2.8742,42.19,19280.72,0.22187,496.87,30.1261
houston_0669,houston,149,225,55,63,21,0.369128,0.422819,0.14094,3.0201,62.6,14083.98,0.262799,232.81,22.0062
houston_0678,houston,69,91,20,22,18,0.289855,0.318841,0.26087,2.6377,74.12,6744.73,0.172932,107.81,10.5386
houston_0755,houston,114,145,27,41,33,0.236842,0.359649,0.289474,2.5439,68.69,9960.77,0.143498,178.12,15.5637
houston_1231,houston,93,131,27,34,15,0.290323,0.365591,0.16129,2.8172,76.57,10031.16,0.21547,145.31,15.6737
houston_0553,houston,132,200,31,73,2,0.234848,0.55303,0.015152,3.0303,37.08,7415.22,0.266409,206.25,11.5863
houston_0744,houston,475,809,270,159,34,0.568421,0.334737,0.071579,3.4063,36.64,29638.37,0.354497,742.19,46.31
houston_0538,houston,80,117,30,27,13,0.375,0.3375,0.1625,2.925,91.05,10653.27,0.245161,125.0,16.6457
houston_0703,houston,610,1038,335,217,38,0.54918,0.355738,0.062295,3.4033,31.58,32778.83,0.353086,953.12,51.2169
houston_1151,houston,163,238,49,76,24,0.300613,0.466258,0.147239,2.9202,51.65,12293.67,0.23676,254.69,19.2089
houston_1077,houston,157,210,31,75,34,0.197452,0.477707,0.216561,2.6752,50.84,10676.17,0.174757,245.31,16.6815
houston_1372,houston,127,149,10,61,40,0.07874,0.480315,0.314961,2.3465,55.48,8265.84,0.092369,198.44,12.9154
houston_0976,houston,64,94,9,43,1,0.140625,0.671875,0.015625,2.9375,78.74,7401.32,0.252033,100.0,11.5646
houston_0638,houston,100,149,34,42,12,0.34,0.42,0.12,2.98,53.34,7947.46,0.25641,156.25,12.4179
houston_0900,houston,95,141,27,47,9,0.284211,0.494737,0.094737,2.9684,73.96,10428.74,0.254054,148.44,16.2949
houston_0253,houston,183,257,28,117,28,0.153005,0.639344,0.153005,2.8087,52.39,13462.95,0.207756,285.94,21.0359
houston_0859,houston,84,129,29,35,6,0.345238,0.416667,0.071429,3.0714,76.85,9914.23,0.282209,131.25,15.491
houston_0953,houston,77,113,20,36,10,0.25974,0.467532,0.12987,2.9351,84.52,9551.23,0.248322,120.31,14.9238
houston_0552,houston,166,242,42,82,23,0.253012,0.493976,0.138554,2.9157,49.47,11972.28,0.235474,259.37,18.7067
houston_0152,houston,67,76,4,32,22,0.059701,0.477612,0.328358,2.2687,60.04,4563.14,0.077519,104.69,7.1299
houston_1362,houston,101,148,26,51,9,0.257426,0.50495,0.089109,2.9307,57.2,8466.03,0.243655,157.81,13.2282
houston_0259,houston,394,494,79,168,129,0.200508,0.426396,0.327411,2.5076,35.03,17303.66,0.128991,615.62,27.037
houston_1333,houston,87,91,2,39,35,0.022989,0.448276,0.402299,2.092,60.48,5503.5,0.029586,135.94,8.5992
houston_0211,houston,277,398,58,159,36,0.209386,0.574007,0.129964,2.8736,41.42,16483.57,0.222222,432.81,25.7556
houston_0306,houston,142,175,17,68,42,0.119718,0.478873,0.295775,2.4648,61.11,10694.22,0.121864,221.87,16.7097
houston_0043,houston,236,324,40,128,42,0.169492,0.542373,0.177966,2.7458,42.28,13699.46,0.190578,368.75,21.4054
houston_1557,houston,105,129,15,50,35,0.142857,0.47619,0.333333,2.4571,62.21,8024.56,0.121951,164.06,12.5384
houston_0845,houston,87,114,11,46,17,0.126437,0.528736,0.195402,2.6207,62.33,7106.12,0.16568,135.94,11.1033
houston_0079,houston,109,163,41,43,17,0.376147,0.394495,0.155963,2.9908,86.14,14040.9,0.258216,170.31,21.9389
houston_0587,houston,106,143,26,48,26,0.245283,0.45283,0.245283,2.6981,60.09,8593.37,0.183575,165.62,13.4271
houston_0852,houston,101,140,9,69,15,0.089109,0.683168,0.148515,2.7723,55.39,7755.07,0.203046,157.81,12.1173
houston_0876,houston,179,227,25,95,49,0.139665,0.530726,0.273743,2.5363,38.6,8763.18,0.13881,279.69,13.6925
houston_0457,houston,127,187,23,79,11,0.181102,0.622047,0.086614,2.9449,72.38,13535.82,0.24498,198.44,21.1497
houston_1409,houston,146,195,20,83,25,0.136986,0.568493,0.171233,2.6712,57.21,11155.83,0.174216,228.12,17.431
houston_1339,houston,57,73,5,30,11,0.087719,0.526316,0.192982,2.5614,94.06,6866.43,0.155963,89.06,10.7288
houston_0812,houston,173,236,30,96,33,0.17341,0.554913,0.190751,2.7283,47.94,11312.69,0.187683,270.31,17.6761
houston_0061,houston,153,230,25,114,10,0.163399,0.745098,0.065359,3.0065,51.65,11880.09,0.259136,239.06,18.5626
houston_1487,houston,92,117,4,61,19,0.043478,0.663043,0.206522,2.5435,74.29,8691.41,0.145251,143.75,13.5803
houston_1456,houston,138,212,46,68,12,0.333333,0.492754,0.086957,3.0725,58.66,12435.78,0.276753,215.62,19.4309
houston_0113,houston,144,190,16,85,31,0.111111,0.590278,0.215278,2.6389,37.44,7112.84,0.166078,225.0,11.1138
houston_0592,houston,241,318,48,122,64,0.19917,0.506224,0.26556,2.639,39.33,12507.14,0.163522,376.56,19.5424
houston_0720,houston,111,155,29,47,23,0.261261,0.423423,0.207207,2.7928,68.97,10690.34,0.207373,173.44,16.7037
houston_1360,houston,76,102,8,47,11,0.105263,0.618421,0.144737,2.6842,65.2,6650.53,0.183673,118.75,10.3914
houston_0236,houston,56,72,8,30,14,0.142857,0.535714,0.25,2.5714,75.15,5411.11,0.158879,87.5,8.4549
houston_1033,houston,172,227,32,80,37,0.186047,0.465116,0.215116,2.6395,59.42,13489.42,0.165192,268.75,21.0772
houston_0541,houston,233,324,47,113,46,0.201717,0.484979,0.197425,2.7811,39.3,12734.14,0.199566,364.06,19.8971
houston_0878,houston,117,172,22,72,10,0.188034,0.615385,0.08547,2.9402,46.9,8067.19,0.244541,182.81,12.605
houston_0539,houston,405,611,92,260,38,0.22716,0.641975,0.093827,3.0173,31.15,19035.45,0.257143,632.81,29.7429
houston_1313,houston,88,135,26,43,7,0.295455,0.488636,0.079545,3.0682,74.19,10015.21,0.280702,137.5,15.6488
houston_0932,houston,84,117,13,47,10,0.154762,0.559524,0.119048,2.7857,71.23,8333.38,0.208589,131.25,13.0209
houston_0661,houston,231,341,66,118,33,0.285714,0.510823,0.142857,2.9524,38.89,13263.14,0.242888,360.94,20.7236
houston_1050,houston,98,138,20,52,15,0.204082,0.530612,0.153061,2.8163,43.51,6003.74,0.21466,153.12,9.3808
houston_0393,houston,103,126,18,42,32,0.174757,0.407767,0.31068,2.4466,70.82,8923.01,0.119403,160.94,13.9422
houston_0761,houston,187,254,32,103,33,0.171123,0.550802,0.176471,2.7166,45.47,11548.77,0.184282,292.19,18.045
houston_0817,houston,80,118,26,34,10,0.325,0.425,0.125,2.95,81.25,9588.0,0.251613,125.0,14.9812
houston_0024,houston,104,158,23,69,7,0.221154,0.663462,0.067308,3.0385,38.76,6123.89,0.270936,162.5,9.5686
houston_0561,houston,54,64,6,22,17,0.111111,0.407407,0.314815,2.3704,94.61,6054.97,0.106796,84.37,9.4609
houston_0338,houston,315,466,79,172,40,0.250794,0.546032,0.126984,2.9587,40.07,18672.13,0.2432,492.19,29.1752
houston_0479,houston,106,141,19,52,23,0.179245,0.490566,0.216981,2.6604,65.95,9298.99,0.173913,165.62,14.5297
houston_0207,houston,161,228,35,86,22,0.217391,0.534161,0.136646,2.8323,54.35,12391.8,0.214511,251.56,19.3622
houston_0593,houston,73,85,3,40,22,0.041096,0.547945,0.30137,2.3288,77.52,6588.89,0.092199,114.06,10.2951
houston_0256,houston,352,516,78,210,44,0.221591,0.596591,0.125,2.9318,33.84,17459.8,0.236052,550.0,27.2809
houston_1559,houston,162,218,40,71,39,0.246914,0.438272,0.240741,2.6914,51.98,11330.86,0.178683,253.12,17.7045
houston_1376,houston,115,146,21,52,35,0.182609,0.452174,0.304348,2.5391,59.11,8629.86,0.142222,179.69,13.4841
houston_0237,houston,81,116,10,54,7,0.123457,0.666667,0.08642,2.8642,83.6,9698.1,0.229299,126.56,15.1533
houston_0551,houston,370,528,70,221,54,0.189189,0.597297,0.145946,2.8541,38.54,20346.92,0.216327,578.12,31.7921
houston_0789,houston,745,959,174,316,236,0.233557,0.424161,0.316779,2.5745,27.78,26645.05,0.144781,1164.06,41.6329
houston_0809,houston,59,81,5,40,6,0.084746,0.677966,0.101695,2.7458,56.27,4558.27,0.20354,92.19,7.1223
houston_0051,houston,124,167,13,76,19,0.104839,0.612903,0.153226,2.6935,56.3,9402.32,0.18107,193.75,14.6911
houston_0346,houston,195,275,37,115,32,0.189744,0.589744,0.164103,2.8205,47.96,13189.98,0.21039,304.69,20.6093
houston_0455,houston,79,110,23,28,15,0.291139,0.35443,0.189873,2.7848,80.26,8828.11,0.20915,123.44,13.7939
houston_0854,houston,163,231,15,119,16,0.092025,0.730061,0.09816,2.8344,41.27,9533.58,0.214953,254.69,14.8962
houston_0297,houston,455,659,131,221,81,0.287912,0.485714,0.178022,2.8967,34.01,22411.35,0.226519,710.94,35.0177
houston_0824,houston,123,176,32,57,15,0.260163,0.463415,0.121951,2.8618,60.9,10717.8,0.224066,192.19,16.7466
houston_0956,houston,61,81,9,31,12,0.147541,0.508197,0.196721,2.6557,81.2,6576.85,0.179487,95.31,10.2763
houston_1618,houston,70,100,16,33,8,0.228571,0.471429,0.114286,2.8571,60.14,6013.77,0.22963,109.37,9.3965
houston_0927,houston,67,78,5,32,20,0.074627,0.477612,0.298507,2.3284,79.55,6204.62,0.093023,104.69,9.6947
houston_0337,houston,161,235,36,93,23,0.223602,0.57764,0.142857,2.9193,50.02,11754.32,0.236593,251.56,18.3661
houston_0830,houston,478,639,111,220,120,0.232218,0.460251,0.251046,2.6736,31.7,20258.06,0.170347,746.87,31.6532
houston_0413,houston,106,152,18,68,15,0.169811,0.641509,0.141509,2.8679,56.61,8604.01,0.227053,165.62,13.4438
houston_0687,houston,216,287,42,104,52,0.194444,0.481481,0.240741,2.6574,43.28,12421.05,0.168618,337.5,19.4079
houston_0510,houston,101,136,17,52,19,0.168317,0.514851,0.188119,2.6931,71.44,9715.77,0.182741,157.81,15.1809
houston_0868,houston,662,1006,240,299,91,0.362538,0.451662,0.137462,3.0393,25.63,25786.23,0.261562,1034.37,40.291
houston_0341,houston,151,216,36,72,20,0.238411,0.476821,0.13245,2.8609,49.62,10718.98,0.222222,235.94,16.7484
houston_1044,houston,87,124,22,41,11,0.252874,0.471264,0.126437,2.8506,80.59,9993.29,0.224852,135.94,15.6145
houston_0940,houston,70,103,19,35,7,0.271429,0.5,0.1,2.9429,86.62,8921.36,0.251852,109.37,13.9396
houston_0680,houston,227,311,43,126,50,0.189427,0.555066,0.220264,2.7401,37.26,11588.43,0.18931,354.69,18.1069
houston_1303,houston,178,223,37,73,57,0.207865,0.410112,0.320225,2.5056,37.65,8395.41,0.131054,278.12,13.1178
houston_0010,houston,291,436,52,199,16,0.178694,0.683849,0.054983,2.9966,35.7,15565.35,0.253033,454.69,24.3209
houston_0210,houston,363,541,111,176,48,0.305785,0.484848,0.132231,2.9807,35.32,19108.66,0.248266,567.19,29.8573
houston_1163,houston,92,137,19,56,7,0.206522,0.608696,0.076087,2.9783,66.33,9086.76,0.256983,143.75,14.1981
houston_1544,houston,53,75,14,20,10,0.264151,0.377358,0.188679,2.8302,117.38,8803.43,0.227723,82.81,13.7554
houston_0141,houston,118,143,12,58,35,0.101695,0.491525,0.29661,2.4237,65.98,9434.92,0.112554,184.37,14.7421
houston_1227,houston,85,113,11,42,15,0.129412,0.494118,0.176471,2.6588,79.58,8992.59,0.175758,132.81,14.0509
houston_0597,houston,91,110,12,37,23,0.131868,0.406593,0.252747,2.4176,62.98,6927.7,0.112994,142.19,10.8245
houston_1030,houston,137,189,24,74,21,0.175182,0.540146,0.153285,2.7591,52.74,9967.05,0.197026,214.06,15.5735
houston_0748,houston,389,480,51,194,124,0.131105,0.498715,0.318766,2.4679,26.16,12559.09,0.119017,607.81,19.6236
houston_0858,houston,112,145,16,53,22,0.142857,0.473214,0.196429,2.5893,59.94,8691.91,0.155251,175.0,13.5811
houston_0360,houston,59,80,13,23,10,0.220339,0.389831,0.169492,2.7119,99.04,7923.3,0.19469,92.19,12.3802
houston_0546,houston,221,297,42,111,49,0.190045,0.502262,0.221719,2.6878,46.73,13878.18,0.176201,345.31,21.6847
houston_1475,houston,307,451,53,205,29,0.172638,0.667752,0.094463,2.9381,42.33,19092.17,0.238095,479.69,29.8315
houston_0862,houston,142,187,27,68,35,0.190141,0.478873,0.246479,2.6338,49.43,9242.87,0.164875,221.87,14.442
houston_1183,houston,198,271,38,105,44,0.191919,0.530303,0.222222,2.7374,51.63,13991.7,0.189258,309.37,21.862
houston_1103,houston,101,135,8,68,16,0.079208,0.673267,0.158416,2.6733,66.48,8974.86,0.177665,157.81,14.0232
istanbul_1545,istanbul,48,67,15,17,9,0.3125,0.354167,0.1875,2.7917,98.49,6598.59,0.21978,75.0,10.3103
istanbul_0092,istanbul,50,70,0,41,1,0.0,0.82,0.02,2.8,68.77,4814.15,0.221053,78.12,7.5221
istanbul_0996,istanbul,48,53,0,26,16,0.0,0.541667,0.333333,2.2083,62.35,3304.54,0.065934,75.0,5.1633
istanbul_1183,istanbul,31,30,0,13,15,0.0,0.419355,0.483871,1.9355,79.24,2377.14,0.0,48.44,3.7143
istanbul_2545,istanbul,203,291,29,119,4,0.142857,0.586207,0.019704,2.867,57.23,16654.14,0.221945,317.19,26.0221
istanbul_0770,istanbul,32,36,3,11,9,0.09375,0.34375,0.28125,2.25,113.8,4096.84,0.084746,50.0,6.4013
istanbul_0088,istanbul,159,226,15,114,10,0.09434,0.716981,0.062893,2.8428,58.43,13206.02,0.217252,248.44,20.6344
istanbul_0568,istanbul,32,36,0,16,8,0.0,0.5,0.25,2.25,114.49,4121.6,0.084746,50.0,6.44
istanbul_2064,istanbul,153,213,28,80,16,0.183007,0.522876,0.104575,2.7843,60.08,12797.17,0.202658,239.06,19.9956
istanbul_1504,istanbul,94,117,3,56,19,0.031915,0.595745,0.202128,2.4894,72.01,8425.45,0.131148,146.87,13.1648
istanbul_2043,istanbul,141,197,23,79,13,0.163121,0.560284,0.092199,2.7943,64.12,12631.56,0.205776,220.31,19.7368
istanbul_2883,istanbul,68,92,8,37,8,0.117647,0.544118,0.117647,2.7059,58.36,5368.92,0.19084,106.25,8.3889
istanbul_1357,istanbul,60,70,2,30,14,0.033333,0.5,0.233333,2.3333,102.41,7168.6,0.095652,93.75,11.2009
istanbul_1425,istanbul,142,184,11,86,24,0.077465,0.605634,0.169014,2.5915,61.69,11351.05,0.154122,221.87,17.736
istanbul_1241,istanbul,41,46,4,15,16,0.097561,0.365854,0.390244,2.2439,137.37,6319.13,0.077922,64.06,9.8736
istanbul_1351,istanbul,51,74,6,39,5,0.117647,0.764706,0.098039,2.902,61.36,4540.31,0.247423,79.69,7.0942
istanbul_1399,istanbul,27,27,1,9,11,0.037037,0.333333,0.407407,2.0,124.29,3355.75,0.020408,42.19,5.2434
istanbul_2584,istanbul,293,410,40,184,33,0.136519,0.627986,0.112628,2.7986,47.17,19338.61,0.203098,457.81,30.2166
istanbul_2306,istanbul,102,135,11,59,15,0.107843,0.578431,0.147059,2.6471,78.09,10541.9,0.170854,159.37,16.4717
istanbul_0992,istanbul,107,150,14,70,12,0.130841,0.654206,0.11215,2.8037,34.74,5211.45,0.210526,167.19,8.1429
istanbul_1713,istanbul,36,45,3,18,6,0.083333,0.5,0.166667,2.5,97.56,4390.05,0.149254,56.25,6.8594
istanbul_1873,istanbul,31,35,0,16,8,0.0,0.516129,0.258065,2.2581,114.03,3990.97,0.087719,48.44,6.2359
istanbul_2214,istanbul,55,74,5,32,7,0.090909,0.581818,0.127273,2.6909,90.16,6671.66,0.190476,85.94,10.4245
istanbul_1611,istanbul,158,213,17,98,22,0.107595,0.620253,0.139241,2.6962,58.38,12434.62,0.180064,246.87,19.4291
istanbul_2694,istanbul,237,336,27,161,20,0.113924,0.679325,0.084388,2.8354,51.17,17192.97,0.21322,370.31,26.864
istanbul_2173,istanbul,89,115,9,51,17,0.101124,0.573034,0.191011,2.5843,57.18,6575.86,0.156069,139.06,10.2748
istanbul_0258,istanbul,57,76,8,32,10,0.140351,0.561404,0.175439,2.6667,97.31,7395.94,0.183486,89.06,11.5562
istanbul_2626,istanbul,59,77,8,28,11,0.135593,0.474576,0.186441,2.6102,60.19,4634.86,0.168142,92.19,7.242
istanbul_1686,istanbul,212,292,40,121,44,0.188679,0.570755,0.207547,2.7547,51.18,14944.56,0.193317,331.25,23.3509
istanbul_1178,istanbul,172,243,23,111,15,0.133721,0.645349,0.087209,2.8256,57.28,13920.15,0.212389,268.75,21.7502
istanbul_1583,istanbul,40,56,7,24,6,0.175,0.6,0.15,2.8,104.61,5858.08,0.226667,62.5,9.1533
istanbul_2491,istanbul,119,152,6,72,21,0.05042,0.605042,0.176471,2.5546,62.26,9463.51,0.145923,185.94,14.7867
istanbul_2378,istanbul,165,223,12,109,26,0.072727,0.660606,0.157576,2.703,59.38,13241.54,0.181538,257.81,20.6899
istanbul_1468,istanbul,156,213,17,99,22,0.108974,0.634615,0.141026,2.7308,58.06,12366.81,0.188925,243.75,19.3231
istanbul_3236,istanbul,111,128,4,57,34,0.036036,0.513514,0.306306,2.3063,78.51,10048.79,0.082949,173.44,15.7012
istanbul_2169,istanbul,253,353,29,172,30,0.114625,0.679842,0.118577,2.7905,49.99,17647.88,0.201597,395.31,27.5748
istanbul_2360,istanbul,73,85,3,38,20,0.041096,0.520548,0.273973,2.3288,70.49,5991.91,0.092199,114.06,9.3624
istanbul_2424,istanbul,183,247,25,102,24,0.136612,0.557377,0.131148,2.6995,50.39,12445.27,0.180055,285.94,19.4457
istanbul_2606,istanbul,50,68,4,32,7,0.08,0.64,0.14,2.72,165.62,11262.05,0.2,78.12,17.597
istanbul_2315,istanbul,56,75,7,32,11,0.125,0.571429,0.196429,2.6786,104.26,7819.31,0.186916,87.5,12.2177
istanbul_3185,istanbul,57,77,10,24,7,0.175439,0.421053,0.122807,2.7018,84.73,6524.41,0.192661,89.06,10.1944
istanbul_2027,istanbul,264,353,32,155,41,0.121212,0.587121,0.155303,2.6742,51.87,18311.09,0.172084,412.5,28.6111
istanbul_2279,istanbul,112,137,13,51,33,0.116071,0.455357,0.294643,2.4464,52.03,7127.73,0.118721,175.0,11.1371
istanbul_1667,istanbul,78,103,7,46,10,0.089744,0.589744,0.128205,2.641,85.21,8776.75,0.172185,121.87,13.7137
istanbul_3212,istanbul,140,168,6,79,35,0.042857,0.564286,0.25,2.4,73.47,12343.58,0.105455,218.75,19.2869
istanbul_2489,istanbul,174,234,13,113,25,0.074713,0.649425,0.143678,2.6897,62.02,14513.76,0.177843,271.87,22.6778
istanbul_1882,istanbul,195,257,31,97,38,0.158974,0.497436,0.194872,2.6359,54.64,14042.24,0.163636,304.69,21.941
istanbul_2485,istanbul,161,220,15,97,18,0.093168,0.602484,0.111801,2.7329,64.29,14143.62,0.189274,251.56,22.0994
istanbul_0689,istanbul,216,301,18,151,28,0.083333,0.699074,0.12963,2.787,48.53,14607.4,0.201405,337.5,22.8241
istanbul_2797,istanbul,251,357,49,139,31,0.195219,0.553785,0.123506,2.8446,51.43,18360.05,0.215292,392.19,28.6876
istanbul_3066,istanbul,147,208,11,106,9,0.07483,0.721088,0.061224,2.8299,59.74,12426.82,0.214533,229.69,19.4169
jerusalem_0120,jerusalem,267,383,41,171,30,0.153558,0.640449,0.11236,2.8689,42.48,16268.96,0.221172,417.19,25.4202
jerusalem_0103,jerusalem,261,364,34,166,28,0.130268,0.636015,0.10728,2.7893,45.26,16475.56,0.201161,407.81,25.7431
jerusalem_0140,jerusalem,75,83,6,29,25,0.08,0.386667,0.333333,2.2133,81.88,6796.03,0.062069,117.19,10.6188
jerusalem_0100,jerusalem,207,306,30,127,18,0.144928,0.613527,0.086957,2.9565,43.64,13353.56,0.244499,323.44,20.8649
jerusalem_0038,jerusalem,114,158,15,68,13,0.131579,0.596491,0.114035,2.7719,51.18,8087.12,0.201794,178.12,12.6361
jerusalem_0021,jerusalem,198,240,10,114,53,0.050505,0.575758,0.267677,2.4242,50.14,12033.04,0.109974,309.37,18.8016
kyiv_0939,kyiv,67,105,16,42,2,0.238806,0.626866,0.029851,3.1343,93.16,9781.55,0.302326,104.69,15.2837
kyiv_0893,kyiv,49,56,4,22,16,0.081633,0.44898,0.326531,2.2857,130.46,7305.79,0.086022,76.56,11.4153
kyiv_0158,kyiv,92,135,28,40,10,0.304348,0.434783,0.108696,2.9348,73.52,9925.21,0.24581,143.75,15.5081
kyiv_1018,kyiv,35,35,1,13,15,0.028571,0.371429,0.428571,2.0,101.45,3550.67,0.015385,54.69,5.5479
kyiv_0518,kyiv,467,641,66,278,80,0.141328,0.595289,0.171306,2.7452,38.71,24814.17,0.188375,729.69,38.7721
kyiv_0123,kyiv,56,69,6,23,9,0.107143,0.410714,0.160714,2.4643,68.29,4711.71,0.130841,87.5,7.362
kyiv_0138,kyiv,87,126,24,35,11,0.275862,0.402299,0.126437,2.8966,79.72,10044.34,0.236686,135.94,15.6943
kyiv_1075,kyiv,35,44,4,15,5,0.114286,0.428571,0.142857,2.5143,121.33,5338.45,0.153846,54.69,8.3413
kyiv_0538,kyiv,416,595,104,218,74,0.25,0.524038,0.177885,2.8606,36.98,22002.21,0.217654,650.0,34.3785
kyiv_0147,kyiv,187,245,27,98,45,0.144385,0.524064,0.240642,2.6203,39.84,9760.23,0.159892,292.19,15.2504
kyiv_0394,kyiv,392,547,85,200,75,0.216837,0.510204,0.191327,2.7908,33.76,18467.17,0.200257,612.5,28.855
kyiv_0118,kyiv,127,181,28,64,15,0.220472,0.503937,0.11811,2.8504,62.69,11347.49,0.220884,198.44,17.7305
kyiv_0872,kyiv,168,231,26,93,22,0.154762,0.553571,0.130952,2.75,51.61,11920.82,0.193353,262.5,18.6263
kyiv_0377,kyiv,420,612,89,243,50,0.211905,0.578571,0.119048,2.9143,38.34,23461.35,0.231138,656.25,36.6584
kyiv_0144,kyiv,331,463,60,187,49,0.181269,0.564955,0.148036,2.7976,46.02,21305.82,0.202435,517.19,33.2903
kyiv_0346,kyiv,247,336,47,126,45,0.190283,0.510121,0.182186,2.7206,45.5,15289.13,0.184049,385.94,23.8893
kyiv_0548,kyiv,672,968,115,412,93,0.171131,0.613095,0.138393,2.881,31.18,30182.47,0.221807,1050.0,47.1601
kyiv_0211,kyiv,82,119,23,36,11,0.280488,0.439024,0.134146,2.9024,41.33,4917.97,0.238994,128.12,7.6843
kyiv_0919,kyiv,64,91,11,34,2,0.171875,0.53125,0.03125,2.8438,41.31,3759.24,0.227642,100.0,5.8738
kyiv_0143,kyiv,333,426,35,191,78,0.105105,0.573574,0.234234,2.5586,31.04,13222.82,0.142209,520.31,20.6607
kyiv_0928,kyiv,333,456,54,188,56,0.162162,0.564565,0.168168,2.7387,38.8,17694.82,0.187595,520.31,27.6482
kyiv_0760,kyiv,132,168,12,71,27,0.090909,0.537879,0.204545,2.5455,54.9,9223.53,0.142857,206.25,14.4118
kyiv_0418,kyiv,38,48,1,24,6,0.026316,0.631579,0.157895,2.5263,102.27,4909.02,0.15493,59.37,7.6703
kyiv_0275,kyiv,417,581,65,249,72,0.155875,0.597122,0.172662,2.7866,38.53,22387.89,0.199035,651.56,34.9811
kyiv_0722,kyiv,67,89,7,39,9,0.104478,0.58209,0.134328,2.6567,56.22,5003.84,0.178295,104.69,7.8185
kyiv_0340,kyiv,561,815,111,331,63,0.197861,0.590018,0.112299,2.9055,35.22,28702.79,0.22829,876.56,44.8481
kyiv_0152,kyiv,73,84,3,38,22,0.041096,0.520548,0.30137,2.3014,64.89,5451.17,0.085106,114.06,8.5175
kyiv_0447,kyiv,114,159,23,57,16,0.201754,0.5,0.140351,2.7895,74.97,11920.78,0.206278,178.12,18.6262
kyiv_0606,kyiv,574,802,110,324,104,0.191638,0.56446,0.181185,2.7944,33.49,26862.52,0.20035,896.87,41.9727
kyiv_0604,kyiv,194,262,24,114,35,0.123711,0.587629,0.180412,2.701,52.11,13653.41,0.180157,303.12,21.3334
kyiv_0398,kyiv,60,78,4,35,10,0.066667,0.583333,0.166667,2.6,90.96,7095.05,0.165217,93.75,11.086
kyiv_0592,kyiv,33,37,1,12,6,0.030303,0.363636,0.181818,2.2424,98.24,3634.92,0.081967,51.56,5.6796
kyiv_0316,kyiv,40,56,7,23,5,0.175,0.575,0.125,2.8,80.94,4532.59,0.226667,62.5,7.0822
kyiv_0617,kyiv,31,32,1,11,11,0.032258,0.354839,0.354839,2.0645,73.76,2360.31,0.035088,48.44,3.688
kyiv_1034,kyiv,66,72,2,29,24,0.030303,0.439394,0.363636,2.1818,71.45,5144.58,0.055118,103.12,8.0384
kyiv_0582,kyiv,447,606,40,300,71,0.089485,0.671141,0.158837,2.7114,34.52,20916.99,0.179978,698.44,32.6828
kyiv_0678,kyiv,347,468,50,207,71,0.144092,0.596542,0.204611,2.6974,40.01,18724.43,0.177068,542.19,29.2569
kyiv_0474,kyiv,717,919,149,312,218,0.20781,0.435146,0.304045,2.5635,28.99,26645.87,0.142057,1120.31,41.6342
kyiv_0090,kyiv,114,168,27,51,14,0.236842,0.447368,0.122807,2.9474,64.66,10863.45,0.246637,178.12,16.9741
kyiv_0576,kyiv,776,1094,161,422,146,0.207474,0.543814,0.188144,2.8196,26.95,29485.09,0.206206,1212.5,46.0705
kyiv_0157,kyiv,51,69,6,29,5,0.117647,0.568627,0.098039,2.7059,93.78,6470.88,0.195876,79.69,10.1107
kyiv_0498,kyiv,110,162,22,66,12,0.2,0.6,0.109091,2.9455,64.2,10400.16,0.246512,171.87,16.2503
kyiv_0402,kyiv,366,537,88,204,47,0.240437,0.557377,0.128415,2.9344,42.78,22971.72,0.236589,571.87,35.8933
kyiv_0534,kyiv,184,247,36,89,42,0.195652,0.483696,0.228261,2.6848,57.01,14082.58,0.176309,287.5,22.004
kyoto_0354,kyoto,89,123,18,41,9,0.202247,0.460674,0.101124,2.764,81.24,9992.46,0.202312,139.06,15.6132
kyoto_0303,kyoto,436,692,159,218,27,0.364679,0.5,0.061927,3.1743,37.48,25938.18,0.296424,681.25,40.5284
kyoto_0386,kyoto,342,535,134,152,34,0.391813,0.444444,0.099415,3.1287,38.84,20777.47,0.285714,534.37,32.4648
kyoto_0306,kyoto,355,525,94,190,41,0.264789,0.535211,0.115493,2.9577,44.19,23199.52,0.242553,554.69,36.2493
kyoto_0307,kyoto,442,636,91,262,56,0.205882,0.59276,0.126697,2.8778,36.87,23449.57,0.221843,690.62,36.64
kyoto_0454,kyoto,342,452,52,186,73,0.152047,0.54386,0.21345,2.6433,42.08,19021.99,0.163476,534.37,29.7219
kyoto_0242,kyoto,164,233,34,89,22,0.207317,0.542683,0.134146,2.8415,51.19,11927.62,0.216718,256.25,18.6369
